"subject","eventN","eventCode","timeS","samplingPoint","trial","trialExcluded","eventCodeNew"
61,1,0,0,1,NA,0,0
61,2,94,4.498047,2304,1,0,94
61,3,51,6.019531,3083,1,0,51
61,4,210,6.791016,3478,1,0,210
61,5,10,7.71875,3953,1,0,10
61,6,91,9.466797,4848,2,0,91
61,7,53,10.98438,5625,2,0,53
61,8,210,11.48828,5883,2,0,210
61,9,10,12.44922,6375,2,0,10
61,10,91,14.31836,7332,3,0,91
61,11,52,15.83203,8107,3,0,52
61,12,210,16.59961,8500,3,0,210
61,13,10,17.5,8961,3,0,10
61,14,91,19.26562,9865,4,0,91
61,15,53,20.78516,10643,4,0,53
61,16,210,21.36719,10941,4,0,210
61,17,20,22.33203,11435,4,0,20
61,18,93,24.03125,12305,5,0,93
61,19,52,25.55078,13083,5,0,52
61,20,200,26.13672,13383,5,0,200
61,21,10,27.08203,13867,5,0,10
61,22,92,29.19922,14951,6,0,92
61,23,52,30.71484,15727,6,0,52
61,24,210,31.21289,15982,6,0,210
61,25,10,32.16602,16470,6,0,10
61,26,93,33.91211,17364,7,0,93
61,27,52,35.43359,18143,7,0,52
61,28,210,35.84961,18356,7,0,210
61,29,20,36.81445,18850,7,0,20
61,30,93,38.83008,19882,8,0,93
61,31,53,40.34766,20659,8,0,53
61,32,210,40.92773,20956,8,0,210
61,33,20,41.86328,21435,8,0,20
61,34,93,43.91406,22485,9,0,93
61,35,52,45.42969,23261,9,0,52
61,36,200,45.95312,23529,9,0,200
61,37,10,46.84766,23987,9,0,10
61,38,92,48.61523,24892,10,0,92
61,39,53,50.13086,25668,10,0,53
61,40,210,50.80273,26012,10,0,210
61,41,10,51.74609,26495,10,0,10
61,42,91,53.56641,27427,11,0,91
61,43,52,55.08008,28202,11,0,52
61,44,210,55.7207,28530,11,0,210
61,45,10,56.64648,29004,11,0,10
61,46,93,58.33008,29866,12,0,93
61,47,51,59.8457,30642,12,0,51
61,48,200,60.54492,31000,12,0,200
61,49,10,61.46484,31471,12,0,10
61,50,92,62.99609,32255,13,0,92
61,51,52,64.51367,33032,13,0,52
61,52,200,65.10742,33336,13,0,200
61,53,110,66.04688,33817,13,0,110
61,54,94,67.94336,34788,14,0,94
61,55,53,69.46484,35567,14,0,53
61,56,200,70.05859,35871,14,0,200
61,57,10,71.01172,36359,14,0,10
