"subject","eventN","eventCode","timeS","samplingPoint","trial","trialExcluded","eventCodeNew"
13,1,92,4.498047,2304,1,0,92
13,2,53,6.03125,3089,1,0,53
13,3,210,6.777344,3471,1,0,210
13,4,10,7.765625,3977,1,0,10
13,5,91,9.482422,4856,2,0,91
13,6,52,11,5633,2,0,52
13,7,210,11.70898,5996,2,0,210
13,8,20,12.66602,6486,2,0,20
13,9,94,14.23242,7288,3,0,94
13,10,51,15.75,8065,3,0,51
13,11,210,16.73828,8571,3,0,210
13,12,10,17.69922,9063,3,0,10
13,13,93,19.38281,9925,4,0,93
13,14,51,20.90039,10702,4,0,51
13,15,210,21.70703,11115,4,0,210
13,16,10,22.68359,11615,4,0,10
13,17,91,24.41602,12502,5,0,91
13,18,51,25.93359,13279,5,0,51
13,19,210,26.89258,13770,5,0,210
13,20,10,27.81641,14243,5,0,10
13,21,92,29.31641,15011,6,0,92
13,22,53,30.83398,15788,6,0,53
13,23,210,31.41016,16083,6,0,210
13,24,110,32.36719,16573,6,0,110
13,25,92,34.13477,17478,7,0,92
13,26,52,35.65039,18254,7,0,52
13,27,210,36.24609,18559,7,0,210
13,28,10,37.20117,19048,7,0,10
13,29,92,39.13477,20038,8,0,92
13,30,52,40.65234,20815,8,0,52
13,31,210,41.33203,21163,8,0,210
13,32,10,42.26758,21642,8,0,10
13,33,91,44.20117,22632,9,0,91
13,34,51,45.71875,23409,9,0,51
13,35,210,46.61328,23867,9,0,210
13,36,10,47.53516,24339,9,0,10
13,37,92,49.11914,25150,10,0,92
13,38,51,50.63672,25927,10,0,51
13,39,210,51.45703,26347,10,0,210
13,40,10,52.41992,26840,10,0,10
13,41,92,54.13672,27719,11,0,92
13,42,51,55.65234,28495,11,0,51
13,43,210,56.52148,28940,11,0,210
13,44,10,57.48633,29434,11,0,10
13,45,91,59.11914,30270,12,0,91
13,46,53,60.63672,31047,12,0,53
13,47,210,61.35938,31417,12,0,210
13,48,10,62.30273,31900,12,0,10
13,49,93,64.03711,32788,13,0,93
13,50,52,65.55469,33565,13,0,52
13,51,200,66.16797,33879,13,0,200
13,52,10,67.03711,34324,13,0,10
13,53,91,69.12109,35391,14,0,91
13,54,52,70.63672,36167,14,0,52
13,55,200,71.29492,36504,14,0,200
13,56,10,72.20508,36970,14,0,10
13,57,93,74.2207,38002,15,0,93
13,58,52,75.73828,38779,15,0,52
13,59,210,76.10352,38966,15,0,210
13,60,20,77.02148,39436,15,0,20
13,61,92,79.22266,40563,16,0,92
13,62,51,80.73828,41339,16,0,51
13,63,210,81.4082,41682,16,0,210
13,64,10,82.33789,42158,16,0,10
13,65,92,84.17188,43097,17,0,92
13,66,53,85.68945,43874,17,0,53
13,67,210,86.39062,44233,17,0,210
13,68,110,87.30664,44702,17,0,110
13,69,93,88.82227,45478,18,0,93
13,70,51,90.33984,46255,18,0,51
13,71,210,90.84766,46515,18,0,210
13,72,20,91.78906,46997,18,0,20
