"subject","eventN","eventCode","timeS","samplingPoint","trial","trialExcluded","eventCodeNew"
14,1,92,4.498047,2304,1,1,-999
14,2,53,6.03125,3089,1,1,-999
14,3,110,7.898438,4045,1,1,-999
14,4,94,9.314453,4770,2,0,94
14,5,52,10.83203,5547,2,0,52
14,6,210,11.47461,5876,2,0,210
14,7,110,12.44922,6375,2,0,110
14,8,92,14.48242,7416,3,0,92
14,9,51,15.99805,8192,3,0,51
14,10,210,16.73828,8571,3,0,210
14,11,110,17.64844,9037,3,0,110
14,12,93,19.33203,9899,4,0,93
14,13,52,20.84961,10676,4,0,52
14,14,210,21.48828,11003,4,0,210
14,15,20,22.43359,11487,4,0,20
14,16,91,24.18359,12383,5,0,91
14,17,52,25.69922,13159,5,0,52
14,18,210,26.25391,13443,5,0,210
14,19,20,27.18359,13919,5,0,20
14,20,94,29,14849,6,0,94
14,21,52,30.51758,15626,6,0,52
14,22,210,30.99805,15872,6,0,210
14,23,110,31.93359,16351,6,0,110
14,24,93,34.13281,17477,7,0,93
14,25,51,35.65039,18254,7,0,51
14,26,200,36.27734,18575,7,0,200
14,27,10,37.23438,19065,7,0,10
14,28,93,38.90039,19918,8,0,93
14,29,53,40.41797,20695,8,0,53
14,30,210,41.12695,21058,8,0,210
14,31,20,42.06836,21540,8,0,20
14,32,92,43.95117,22504,9,0,92
14,33,51,45.46875,23281,9,0,51
14,34,200,46.07031,23589,9,0,200
14,35,110,47.01758,24074,9,0,110
14,36,93,48.75195,24962,10,0,93
14,37,52,50.26758,25738,10,0,52
14,38,210,50.98633,26106,10,0,210
14,39,20,51.91797,26583,10,0,20
14,40,94,53.61914,27454,11,0,94
14,41,51,55.13477,28230,11,0,51
14,42,210,55.69727,28518,11,0,210
14,43,110,56.63477,28998,11,0,110
14,44,93,58.61914,30014,12,0,93
14,45,51,60.13672,30791,12,0,51
14,46,210,60.81836,31140,12,0,210
14,47,20,61.75195,31618,12,0,20
14,48,93,63.43555,32480,13,0,93
14,49,51,64.95312,33257,13,0,51
14,50,210,65.47461,33524,13,0,210
14,51,20,66.43555,34016,13,0,20
14,52,91,68.33594,34989,14,0,91
14,53,51,69.85352,35766,14,0,51
14,54,210,70.56641,36131,14,0,210
14,55,20,71.51953,36619,14,0,20
14,56,91,73.30469,37533,15,0,91
14,57,52,74.82031,38309,15,0,52
14,58,210,75.49219,38653,15,0,210
14,59,20,76.45312,39145,15,0,20
14,60,93,78.12109,39999,16,0,93
14,61,53,79.63867,40776,16,0,53
14,62,210,80.30273,41116,16,0,210
14,63,20,81.25391,41603,16,0,20
14,64,91,82.98828,42491,17,0,91
14,65,51,84.50391,43267,17,0,51
14,66,210,85.01172,43527,17,0,210
14,67,20,85.9375,44001,17,0,20
14,68,93,87.9043,45008,18,0,93
14,69,51,89.42188,45785,18,0,51
14,70,210,90.14258,46154,18,0,210
14,71,20,91.05469,46621,18,0,20
14,72,93,92.68945,47458,19,0,93
14,73,51,94.20508,48234,19,0,51
14,74,210,94.86523,48572,19,0,210
14,75,20,95.80664,49054,19,0,20
14,76,94,97.62305,49984,20,0,94
14,77,52,99.13867,50760,20,0,52
14,78,210,99.76758,51082,20,0,210
14,79,110,100.707,51563,20,0,110
14,80,93,102.707,52587,21,0,93
14,81,51,104.2227,53363,21,0,51
14,82,200,104.916,53718,21,0,200
14,83,10,105.8242,54183,21,0,10
14,84,94,107.4727,55027,22,0,94
14,85,52,108.9902,55804,22,0,52
14,86,210,109.5859,56109,22,0,210
14,87,110,110.5234,56589,22,0,110
14,88,91,112.4238,57562,23,1,-999
14,89,52,113.9414,58339,23,1,-999
14,90,20,115.7734,59277,23,1,-999
14,91,91,117.0918,59952,24,0,91
14,92,52,118.6074,60728,24,0,52
14,93,210,119.123,60992,24,0,210
14,94,10,120.0586,61471,24,0,10
14,95,91,121.9922,62461,25,0,91
14,96,52,123.5078,63237,25,0,52
14,97,210,123.9824,63480,25,0,210
14,98,20,124.9414,63971,25,0,20
14,99,91,126.9258,64987,26,0,91
14,100,51,128.4414,65763,26,0,51
14,101,210,129.3086,66207,26,0,210
14,102,20,130.2246,66676,26,0,20
14,103,93,131.8086,67487,27,0,93
14,104,52,133.3262,68264,27,0,52
14,105,210,133.8867,68551,27,0,210
14,106,20,134.8594,69049,27,0,20
14,107,94,136.9434,70116,28,0,94
14,108,51,138.459,70892,28,0,51
14,109,210,139.2812,71313,28,0,210
14,110,10,140.2422,71805,28,0,10
14,111,92,141.7266,72565,29,0,92
14,112,51,143.2441,73342,29,0,51
14,113,210,143.8535,73654,29,0,210
14,114,10,144.8105,74144,29,0,10
14,115,92,146.8594,75193,30,0,92
14,116,52,148.377,75970,30,0,52
14,117,210,149.0508,76315,30,0,210
14,118,110,149.9941,76798,30,0,110
14,119,94,151.9434,77796,31,0,94
14,120,52,153.4609,78573,31,0,52
14,121,210,154.3281,79017,31,0,210
14,122,10,155.2773,79503,31,0,10
14,123,92,156.9277,80348,32,0,92
14,124,53,158.4453,81125,32,0,53
14,125,210,159.0098,81414,32,0,210
14,126,10,159.9785,81910,32,0,10
14,127,93,161.5781,82729,33,0,93
14,128,52,163.0957,83506,33,0,52
14,129,210,163.6953,83813,33,0,210
14,130,20,164.6289,84291,33,0,20
14,131,94,166.3457,85170,34,0,94
14,132,52,167.8613,85946,34,0,52
14,133,210,168.7344,86393,34,0,210
14,134,10,169.6797,86877,34,0,10
14,135,91,171.2285,87670,35,0,91
14,136,53,172.7461,88447,35,0,53
14,137,210,173.4707,88818,35,0,210
14,138,10,174.3965,89292,35,0,10
14,139,91,175.9121,90068,36,0,91
14,140,52,177.4297,90845,36,0,52
14,141,210,177.9668,91120,36,0,210
14,142,10,178.9297,91613,36,0,10
14,143,91,180.9297,92637,37,0,91
14,144,53,182.4473,93414,37,0,53
14,145,210,182.9727,93683,37,0,210
14,146,20,183.9141,94165,37,0,20
14,147,94,186.0312,95249,38,0,94
14,148,52,187.5469,96025,38,0,52
14,149,210,188.2969,96409,38,0,210
14,150,110,189.2148,96879,38,0,110
14,151,94,190.8809,97732,39,0,94
14,152,52,192.3984,98509,39,0,52
14,153,210,192.9355,98784,39,0,210
14,154,110,193.8652,99260,39,0,110
14,155,91,195.6484,100173,40,0,91
14,156,51,197.1641,100949,40,0,51
14,157,210,197.8652,101308,40,0,210
14,158,20,198.7656,101769,40,0,20
14,159,93,200.4141,102613,41,0,93
14,160,53,201.9316,103390,41,0,53
14,161,210,202.6035,103734,41,0,210
14,162,20,203.498,104192,41,0,20
14,163,92,205.4316,105182,42,0,92
14,164,52,206.9492,105959,42,0,52
14,165,210,207.8438,106417,42,0,210
14,166,10,208.7832,106898,42,0,10
14,167,92,210.416,107734,43,0,92
14,168,52,211.9336,108511,43,0,52
14,169,210,212.7363,108922,43,0,210
14,170,110,213.6836,109407,43,0,110
14,171,92,215.4492,110311,44,1,-999
14,172,51,216.9668,111088,44,1,-999
14,173,110,218.8008,112027,44,1,-999
14,174,94,220.3672,112829,45,0,94
14,175,53,221.8828,113605,45,0,53
14,176,210,222.5391,113941,45,0,210
14,177,110,223.5,114433,45,0,110
14,178,92,225.25,115329,46,0,92
14,179,51,226.7676,116106,46,0,51
14,180,210,227.3574,116408,46,0,210
14,181,10,228.2832,116882,46,0,10
14,182,92,230.1016,117813,47,0,92
14,183,53,231.6172,118589,47,0,53
14,184,210,232.498,119040,47,0,210
14,185,110,233.4336,119519,47,0,110
14,186,92,235.1016,120373,48,0,92
14,187,51,236.6172,121149,48,0,51
14,188,210,237.291,121494,48,0,210
14,189,110,238.2188,121969,48,0,110
14,190,92,239.918,122839,49,0,92
14,191,52,241.4355,123616,49,0,52
14,192,210,241.875,123841,49,0,210
14,193,110,242.7852,124307,49,0,110
14,194,93,244.6855,125280,50,0,93
14,195,53,246.2031,126057,50,0,53
14,196,210,246.8125,126369,50,0,210
14,197,20,247.7363,126842,50,0,20
14,198,92,249.5859,127789,51,0,92
14,199,52,251.1035,128566,51,0,52
14,200,210,251.5352,128787,51,0,210
14,201,110,252.4688,129265,51,0,110
14,202,92,254.7188,130417,52,0,92
14,203,51,256.2363,131194,52,0,51
14,204,210,256.9707,131570,52,0,210
14,205,110,257.8691,132030,52,0,110
14,206,93,259.6699,132952,53,0,93
14,207,52,261.1875,133729,53,0,52
14,208,210,261.7754,134030,53,0,210
14,209,20,262.6875,134497,53,0,20
14,210,93,264.7207,135538,54,0,93
14,211,53,266.2383,136315,54,0,53
14,212,210,266.7793,136592,54,0,210
14,213,20,267.7051,137066,54,0,20
14,214,94,269.6875,138081,55,0,94
14,215,52,271.2051,138858,55,0,52
14,216,210,271.8594,139193,55,0,210
14,217,110,272.7539,139651,55,0,110
14,218,93,274.4219,140505,56,0,93
14,219,51,275.9375,141281,56,0,51
14,220,210,276.4961,141567,56,0,210
14,221,20,277.4219,142041,56,0,20
14,222,91,279.4043,143056,57,0,91
14,223,52,280.9219,143833,57,0,52
14,224,210,281.5859,144173,57,0,210
14,225,20,282.5215,144652,57,0,20
14,226,94,284.4551,145642,58,0,94
14,227,52,285.9727,146419,58,0,52
14,228,210,286.6582,146770,58,0,210
14,229,110,287.5566,147230,58,0,110
14,230,93,289.5391,148245,59,0,93
14,231,52,291.0566,149022,59,0,52
14,232,210,291.6992,149351,59,0,210
14,233,20,292.6055,149815,59,0,20
14,234,92,294.623,150848,60,0,92
14,235,52,296.1406,151625,60,0,52
14,236,210,296.7422,151933,60,0,210
14,237,110,297.6406,152393,60,0,110
14,238,92,299.7402,153468,61,0,92
14,239,51,301.2578,154245,61,0,51
14,240,210,301.998,154624,61,0,210
14,241,110,302.9238,155098,61,0,110
14,242,94,304.8574,156088,62,0,94
14,243,52,306.375,156865,62,0,52
14,244,210,307.0117,157191,62,0,210
14,245,110,307.9238,157658,62,0,110
14,246,93,309.8086,158623,63,0,93
14,247,53,311.3242,159399,63,0,53
14,248,200,312,159745,63,0,200
14,249,10,312.9258,160219,63,0,10
14,250,91,314.709,161132,64,0,91
14,251,52,316.2246,161908,64,0,52
14,252,210,316.9805,162295,64,0,210
14,253,20,317.9082,162770,64,0,20
14,254,94,319.709,163692,65,0,94
14,255,52,321.2246,164468,65,0,52
14,256,210,322.1719,164953,65,0,210
14,257,10,323.1094,165433,65,0,10
14,258,94,324.793,166295,66,0,94
14,259,51,326.3086,167071,66,0,51
14,260,200,327.0332,167442,66,0,200
14,261,10,327.9766,167925,66,0,10
14,262,93,329.6758,168795,67,0,93
14,263,51,331.1934,169572,67,0,51
14,264,210,331.8145,169890,67,0,210
14,265,20,332.793,170391,67,0,20
14,266,92,334.377,171202,68,0,92
14,267,53,335.8926,171978,68,0,53
14,268,210,336.4707,172274,68,0,210
14,269,110,337.4102,172755,68,0,110
14,270,91,339.2441,173694,69,0,91
14,271,51,340.7598,174470,69,0,51
14,272,210,341.4141,174805,69,0,210
14,273,10,342.3438,175281,69,0,10
14,274,91,344.127,176194,70,0,91
14,275,53,345.6445,176971,70,0,53
14,276,210,346.2012,177256,70,0,210
14,277,10,347.127,177730,70,0,10
14,278,91,349.1113,178746,71,0,91
14,279,51,350.6289,179523,71,0,51
14,280,210,351.3828,179909,71,0,210
14,281,20,352.3281,180393,71,0,20
14,282,94,353.8789,181187,72,0,94
14,283,53,355.3945,181963,72,0,53
14,284,210,355.9941,182270,72,0,210
14,285,110,356.9629,182766,72,0,110
14,286,93,358.8613,183738,73,0,93
14,287,52,360.3789,184515,73,0,52
14,288,210,361.2754,184974,73,0,210
14,289,10,362.2129,185454,73,0,10
14,290,94,363.9121,186324,74,0,94
14,291,52,365.4297,187101,74,0,52
14,292,210,366.2871,187540,74,0,210
14,293,10,367.2129,188014,74,0,10
14,294,92,368.6973,188774,75,0,92
14,295,52,370.2129,189550,75,0,52
14,296,210,371.1094,190009,75,0,210
14,297,10,372.0293,190480,75,0,10
14,298,-99,376.5283,192783.5,NA,0,-99
14,299,93,381.0273,195087,76,1,-999
14,300,52,382.543,195863,76,1,-999
14,301,10,384.377,196802,76,1,-999
14,302,93,385.8613,197562,77,0,93
14,303,52,387.377,198338,77,0,52
14,304,210,387.9375,198625,77,0,210
14,305,20,388.8945,199115,77,0,20
14,306,92,390.5938,199985,78,0,92
14,307,53,392.1113,200762,78,0,53
14,308,210,392.6426,201034,78,0,210
14,309,10,393.5781,201513,78,0,10
14,310,91,395.6777,202588,79,0,91
14,311,52,397.1953,203365,79,0,52
14,312,210,397.7891,203669,79,0,210
14,313,10,398.7129,204142,79,0,10
14,314,92,400.7793,205200,80,0,92
14,315,51,402.2949,205976,80,0,51
14,316,210,402.8809,206276,80,0,210
14,317,10,403.7617,206727,80,0,10
14,318,94,405.4785,207606,81,0,94
14,319,52,406.9961,208383,81,0,52
14,320,210,407.5215,208652,81,0,210
14,321,110,408.4297,209117,81,0,110
14,322,92,410.1973,210022,82,0,92
14,323,53,411.7129,210798,82,0,53
14,324,210,412.498,211200,82,0,210
14,325,10,413.3965,211660,82,0,10
14,326,92,415.3145,212642,83,0,92
14,327,52,416.8301,213418,83,0,52
