"subject","eventN","eventCode","timeS","samplingPoint","trial","trialExcluded","eventCodeNew"
56,1,0,0,1,NA,0,0
56,2,91,4.498047,2304,1,0,91
56,3,52,6.029297,3088,1,0,52
56,4,210,6.863281,3515,1,0,210
56,5,10,7.914062,4053,1,0,10
56,6,91,9.580078,4906,2,0,91
56,7,53,11.11328,5691,2,0,53
56,8,210,11.52734,5903,2,0,210
56,9,20,12.5293,6416,2,0,20
56,10,94,14.38281,7365,3,0,94
56,11,51,15.89844,8141,3,0,51
56,12,210,16.31836,8356,3,0,210
56,13,110,17.28125,8849,3,0,110
56,14,91,19.23047,9847,4,0,91
56,15,51,20.74609,10623,4,0,51
56,16,210,21.45117,10984,4,0,210
56,17,20,22.48047,11511,4,0,20
56,18,93,23.93164,12254,5,0,93
56,19,53,25.44727,13030,5,0,53
56,20,210,26.04297,13335,5,0,210
56,21,20,27.01172,13831,5,0,20
56,22,94,29.01172,14855,6,0,94
56,23,52,30.5293,15632,6,0,52
56,24,210,31.1582,15954,6,0,210
56,25,110,32.14648,16460,6,0,110
56,26,94,33.66406,17237,7,0,94
56,27,53,35.17969,18013,7,0,53
56,28,210,35.75586,18308,7,0,210
56,29,110,36.73047,18807,7,0,110
56,30,91,38.67969,19805,8,0,91
56,31,52,40.19531,20581,8,0,52
56,32,210,40.99805,20992,8,0,210
56,33,10,42.01172,21511,8,0,10
56,34,94,43.57812,22313,9,0,94
56,35,53,45.0957,23090,9,0,53
56,36,210,45.83203,23467,9,0,210
56,37,110,46.81055,23968,9,0,110
56,38,93,48.44727,24806,10,0,93
56,39,52,49.96289,25582,10,0,52
56,40,210,50.65625,25937,10,0,210
56,41,20,51.71289,26478,10,0,20
56,42,93,53.49609,27391,11,0,93
56,43,51,55.01172,28167,11,0,51
56,44,210,55.62305,28480,11,0,210
56,45,20,56.59375,28977,11,0,20
56,46,93,58.37695,29890,12,0,93
56,47,53,59.89648,30668,12,0,53
56,48,210,60.55859,31007,12,0,210
56,49,20,61.59375,31537,12,0,20
56,50,92,63.36133,32442,13,0,92
56,51,51,64.87891,33219,13,0,51
56,52,210,65.39258,33482,13,0,210
56,53,110,66.41016,34003,13,0,110
56,54,91,68.49219,35069,14,0,91
56,55,53,70.00977,35846,14,0,53
56,56,210,70.54492,36120,14,0,210
56,57,20,71.54492,36632,14,0,20
56,58,92,73.52734,37647,15,0,92
56,59,51,75.04297,38423,15,0,51
56,60,210,75.74219,38781,15,0,210
56,61,110,76.75977,39302,15,0,110
56,62,94,78.57617,40232,16,0,94
56,63,52,80.09375,41009,16,0,52
56,64,210,80.85742,41400,16,0,210
56,65,10,81.89453,41931,16,0,10
56,66,91,83.37695,42690,17,0,91
56,67,52,84.89453,43467,17,0,52
56,68,210,85.4668,43760,17,0,210
56,69,10,86.44336,44260,17,0,10
56,70,92,88.21094,45165,18,0,92
56,71,52,89.72656,45941,18,0,52
56,72,210,90.25,46209,18,0,210
56,73,110,91.24219,46717,18,0,110
56,74,91,92.875,47553,19,0,91
56,75,51,94.39453,48331,19,0,51
56,76,200,94.99023,48636,19,0,200
56,77,10,95.97461,49140,19,0,10
56,78,91,97.6582,50002,20,0,91
56,79,51,99.17578,50779,20,0,51
56,80,210,99.78711,51092,20,0,210
56,81,10,100.7578,51589,20,0,10
56,82,92,102.3594,52409,21,0,92
56,83,53,103.875,53185,21,0,53
56,84,210,104.5723,53542,21,0,210
56,85,10,105.5918,54064,21,0,10
56,86,94,107.2578,54917,22,0,94
56,87,51,108.7754,55694,22,0,51
56,88,210,109.4961,56063,22,0,210
56,89,110,110.4746,56564,22,0,110
56,90,94,112.3086,57503,23,0,94
56,91,52,113.8242,58279,23,0,52
56,92,210,114.3633,58555,23,0,210
56,93,110,115.3438,59057,23,0,110
56,94,94,117.2246,60020,24,0,94
56,95,51,118.7402,60796,24,0,51
56,96,210,119.418,61143,24,0,210
56,97,110,120.4414,61667,24,0,110
56,98,93,122.1582,62546,25,0,93
56,99,53,123.6738,63322,25,0,53
56,100,210,124.3477,63667,25,0,210
56,101,20,125.3418,64176,25,0,20
56,102,92,126.9062,64977,26,0,92
56,103,52,128.4238,65754,26,0,52
56,104,210,129.2207,66162,26,0,210
56,105,110,130.207,66667,26,0,110
56,106,94,131.9062,67537,27,0,94
56,107,51,133.4238,68314,27,0,51
56,108,210,134.1016,68661,27,0,210
56,109,110,135.0742,69159,27,0,110
56,110,94,136.8594,70073,28,0,94
56,111,53,138.373,70848,28,0,53
56,112,210,139.002,71170,28,0,210
56,113,110,140.0234,71693,28,0,110
56,114,92,141.7422,72573,29,0,92
56,115,52,143.2559,73348,29,0,52
56,116,210,143.9727,73715,29,0,210
56,117,110,144.9746,74228,29,0,110
56,118,91,146.7559,75140,30,0,91
56,119,51,148.2734,75917,30,0,51
56,120,210,148.9531,76265,30,0,210
56,121,20,149.9395,76770,30,0,20
56,122,93,151.8047,77725,31,0,93
56,123,52,153.3223,78502,31,0,52
56,124,210,153.8848,78790,31,0,210
56,125,20,154.8574,79288,31,0,20
56,126,92,156.5879,80174,32,0,92
56,127,53,158.1055,80951,32,0,53
56,128,210,158.7305,81271,32,0,210
56,129,110,159.7227,81779,32,0,110
56,130,91,161.6211,82751,33,0,91
56,131,52,163.1387,83528,33,0,52
56,132,210,163.7461,83839,33,0,210
56,133,20,164.7227,84339,33,0,20
56,134,92,166.6719,85337,34,0,92
56,135,53,168.1875,86113,34,0,53
56,136,210,168.8301,86442,34,0,210
56,137,110,169.8223,86950,34,0,110
56,138,91,171.8047,87965,35,0,91
56,139,51,173.3203,88741,35,0,51
56,140,210,174.0762,89128,35,0,210
56,141,20,175.0547,89629,35,0,20
56,142,94,176.4883,90363,36,0,94
56,143,51,178.0039,91139,36,0,51
56,144,210,178.8438,91569,36,0,210
56,145,10,179.8535,92086,36,0,10
56,146,91,181.2871,92820,37,0,91
56,147,53,182.8047,93597,37,0,53
56,148,210,183.4004,93902,37,0,210
56,149,10,184.3711,94399,37,0,10
56,150,91,186.4375,95457,38,0,91
56,151,51,187.9531,96233,38,0,51
56,152,210,188.7402,96636,38,0,210
56,153,20,189.7539,97155,38,0,20
56,154,93,191.2031,97897,39,0,93
56,155,53,192.7227,98675,39,0,53
56,156,210,193.3066,98974,39,0,210
56,157,20,194.2871,99476,39,0,20
56,158,91,195.9219,100313,40,0,91
56,159,52,197.4375,101089,40,0,52
56,160,210,198.1016,101429,40,0,210
56,161,20,199.0859,101933,40,0,20
56,162,92,200.7852,102803,41,0,92
56,163,52,202.3027,103580,41,0,52
56,164,210,202.8633,103867,41,0,210
56,165,10,203.8379,104366,41,0,10
56,166,92,205.7031,105321,42,0,92
56,167,53,207.2188,106097,42,0,53
56,168,210,207.8418,106416,42,0,210
56,169,110,208.8379,106926,42,0,110
56,170,94,210.7695,107915,43,0,94
56,171,52,212.2852,108691,43,0,52
56,172,210,212.9902,109052,43,0,210
56,173,110,213.9512,109544,43,0,110
56,174,92,215.8027,110492,44,0,92
56,175,51,217.3184,111268,44,0,51
56,176,210,217.9492,111591,44,0,210
56,177,110,218.9688,112113,44,0,110
56,178,93,220.6523,112975,45,0,93
56,179,51,222.168,113751,45,0,51
56,180,210,222.9102,114131,45,0,210
56,181,20,223.9023,114639,45,0,20
56,182,92,225.7852,115603,46,0,92
56,183,52,227.3008,116379,46,0,52
56,184,210,227.9258,116699,46,0,210
56,185,10,228.9688,117233,46,0,10
56,186,91,230.752,118146,47,0,91
56,187,52,232.2676,118922,47,0,52
56,188,210,232.8809,119236,47,0,210
56,189,20,233.8691,119742,47,0,20
56,190,91,235.5859,120621,48,0,91
56,191,53,237.1016,121397,48,0,53
56,192,210,237.834,121772,48,0,210
56,193,20,238.8535,122294,48,0,20
56,194,91,240.3359,123053,49,0,91
56,195,51,241.8535,123830,49,0,51
56,196,210,242.5273,124175,49,0,210
56,197,20,243.5352,124691,49,0,20
