"subject","eventN","eventCode","timeS","samplingPoint","trial","trialExcluded","eventCodeNew"
6,1,93,4.498047,2304,1,1,-999
6,2,53,6.015625,3081,1,1,-999
6,3,200,6.5625,3361,1,1,-999
6,4,10,7.865234,4028,1,1,-999
6,5,92,9.283203,4754,2,0,92
6,6,52,10.79883,5530,2,0,52
6,7,200,11.47461,5876,2,0,200
6,8,10,12.41602,6358,2,0,10
6,9,93,14.29883,7322,3,1,-999
6,10,51,15.81641,8099,3,1,-999
6,11,200,16.44922,8423,3,1,-999
6,12,10,17.64844,9037,3,1,-999
6,13,92,19,9729,4,0,92
6,14,51,20.51562,10505,4,0,51
6,15,200,21.41406,10965,4,0,200
6,16,10,22.31641,11427,4,0,10
6,17,91,23.81641,12195,5,1,-999
6,18,51,25.33398,12972,5,1,-999
6,19,10,27.16602,13910,5,1,-999
6,20,91,28.55078,14619,6,0,91
6,21,52,30.06836,15396,6,0,52
6,22,200,30.78711,15764,6,0,200
6,23,10,31.7168,16240,6,0,10
6,24,91,33.4668,17136,7,0,91
6,25,52,34.98438,17913,7,0,52
6,26,200,35.67578,18267,7,0,200
6,27,10,36.58398,18732,7,0,10
6,28,93,38.21875,19569,8,1,-999
6,29,51,39.73438,20345,8,1,-999
6,30,200,40.25977,20614,8,1,-999
6,31,10,41.56836,21284,8,1,-999
6,32,92,43.21875,22129,9,0,92
6,33,52,44.73438,22905,9,0,52
6,34,200,45.30273,23196,9,0,200
6,35,10,46.21875,23665,9,0,10
6,36,93,47.91797,24535,10,0,93
6,37,51,49.43555,25312,10,0,51
6,38,200,50.36328,25787,10,0,200
6,39,10,51.31836,26276,10,0,10
6,40,91,53.10156,27189,11,1,-999
6,41,51,54.61914,27966,11,1,-999
6,42,10,56.45312,28905,11,1,-999
6,43,93,57.82031,29605,12,1,-999
6,44,51,59.33594,30381,12,1,-999
6,45,200,60.33594,30893,12,1,-999
6,46,10,61.23633,31354,12,1,-999
6,47,94,62.65234,32079,13,0,94
6,48,53,64.16992,32856,13,0,53
6,49,200,64.71875,33137,13,0,200
6,50,10,65.63672,33607,13,0,10
6,51,92,67.53711,34580,14,0,92
6,52,52,69.05469,35357,14,0,52
6,53,200,69.98242,35832,14,0,200
6,54,10,70.91992,36312,14,0,10
6,55,91,72.50391,37123,15,1,-999
6,56,52,74.02148,37900,15,1,-999
6,57,200,75.00586,38404,15,1,-999
6,58,10,75.92188,38873,15,1,-999
6,59,92,77.45508,39658,16,0,92
6,60,53,78.9707,40434,16,0,53
6,61,200,79.5957,40754,16,0,200
6,62,10,80.50586,41220,16,0,10
6,63,92,82.37109,42175,17,0,92
6,64,52,83.88867,42952,17,0,52
6,65,200,84.45703,43243,17,0,200
6,66,10,85.37109,43711,17,0,10
6,67,92,87.08984,44591,18,1,-999
6,68,53,88.60547,45367,18,1,-999
6,69,10,90.43945,46306,18,1,-999
6,70,94,91.78906,46997,19,1,-999
6,71,52,93.30664,47774,19,1,-999
6,72,200,94.18945,48226,19,1,-999
6,73,10,95.13867,48712,19,1,-999
6,74,93,96.45703,49387,20,0,93
6,75,53,97.97266,50163,20,0,53
6,76,210,98.72656,50549,20,0,210
6,77,20,99.62305,51008,20,0,20
6,78,93,101.1738,51802,21,0,93
6,79,52,102.6895,52578,21,0,52
6,80,200,103.5898,53039,21,0,200
6,81,10,104.4902,53500,21,0,10
6,82,92,106.0234,54285,22,0,92
6,83,53,107.541,55062,22,0,53
6,84,200,108.3496,55476,22,0,200
6,85,10,109.2578,55941,22,0,10
6,86,92,110.8418,56752,23,1,-999
6,87,52,112.3574,57528,23,1,-999
6,88,200,113.1504,57934,23,1,-999
6,89,10,114.1914,58467,23,1,-999
6,90,92,115.9414,59363,24,1,-999
6,91,52,117.459,60140,24,1,-999
6,92,200,118.2109,60525,24,1,-999
6,93,10,119.291,61078,24,1,-999
6,94,91,120.7578,61829,25,1,-999
6,95,51,122.2754,62606,25,1,-999
6,96,200,122.7891,62869,25,1,-999
6,97,10,124.1094,63545,25,1,-999
6,98,92,125.625,64321,26,1,-999
6,99,51,127.1426,65098,26,1,-999
6,100,200,128.0801,65578,26,1,-999
6,101,110,128.9922,66045,26,1,-999
6,102,93,130.7422,66941,27,0,93
6,103,52,132.2598,67718,27,0,52
6,104,200,133.1055,68151,27,0,200
6,105,10,133.9922,68605,27,0,10
6,106,92,135.4766,69365,28,1,-999
6,107,51,136.9922,70141,28,1,-999
6,108,10,138.8262,71080,28,1,-999
6,109,93,140.1426,71754,29,0,93
