"subject","eventN","eventCode","timeS","samplingPoint","trial","trialExcluded","eventCodeNew"
71,1,0,0,1,NA,0,0
71,2,94,4.498047,2304,1,1,-999
71,3,53,6.029297,3088,1,1,-999
71,4,10,7.894531,4043,1,1,-999
71,5,91,9.513672,4872,2,0,91
71,6,52,11.04688,5657,2,0,52
71,7,210,11.8457,6066,2,0,210
71,8,10,12.77734,6543,2,0,10
71,9,92,14.42969,7389,3,0,92
71,10,53,15.94727,8166,3,0,53
71,11,210,16.56641,8483,3,0,210
71,12,10,17.54688,8985,3,0,10
71,13,93,19.39453,9931,4,0,93
71,14,52,20.91406,10709,4,0,52
71,15,210,21.47266,10995,4,0,210
71,16,20,22.46289,11502,4,0,20
71,17,92,24.34375,12465,5,0,92
71,18,52,25.86133,13242,5,0,52
71,19,200,26.69531,13669,5,0,200
71,20,110,27.57812,14121,5,0,110
71,21,94,29.26367,14984,6,0,94
71,22,51,30.7793,15760,6,0,51
71,23,210,31.57812,16169,6,0,210
71,24,10,32.49609,16639,6,0,10
71,25,94,34.19336,17508,7,0,94
71,26,53,35.71289,18286,7,0,53
71,27,210,36.19141,18531,7,0,210
71,28,110,37.19336,19044,7,0,110
71,29,91,39.0625,20001,8,0,91
71,30,52,40.57812,20777,8,0,52
71,31,210,40.98828,20987,8,0,210
71,32,10,41.94531,21477,8,0,10
71,33,93,44.19531,22629,9,0,93
71,34,53,45.71094,23405,9,0,53
71,35,210,46.20312,23657,9,0,210
71,36,20,47.17578,24155,9,0,20
71,37,94,49.34375,25265,10,0,94
71,38,52,50.86133,26042,10,0,52
71,39,210,51.5,26369,10,0,210
71,40,110,52.39258,26826,10,0,110
71,41,94,54.11133,27706,11,0,94
71,42,51,55.62891,28483,11,0,51
71,43,210,56.01758,28682,11,0,210
71,44,110,56.97656,29173,11,0,110
71,45,93,58.92773,30172,12,0,93
71,46,52,60.44531,30949,12,0,52
71,47,210,61.02344,31245,12,0,210
71,48,20,62.00977,31750,12,0,20
71,49,92,63.71094,32621,13,0,92
71,50,52,65.22852,33398,13,0,52
71,51,210,65.74219,33661,13,0,210
71,52,110,66.71094,34157,13,0,110
71,53,91,68.8418,35248,14,0,91
71,54,51,70.35938,36025,14,0,51
71,55,210,71.01758,36362,14,0,210
71,56,20,71.96094,36845,14,0,20
