event,code,ttl,trial,event_onset,pupil_baseline,pupil_response,subject,npar,tmax,r
stimulus,52,52.0,30.0,144134.0,-10.30795713246027,11.313150015555363,12,10.1,1300,0.2957529664099042
response,210,210.0,30.0,144682.0,-10.30795713246027,5.593161368228513,12,10.1,1300,0.2957529664099042
feedback,110,110.0,30.0,145618.0,-10.30795713246027,12.204687232014766,12,10.1,1300,0.2957529664099042
fixation,TRIALID 31,0.031,31.0,146738.0,-10.30795713246027,9.134867801685028,12,10.1,1300,0.2957529664099042
cue,94,94.0,31.0,147536.0,-10.30795713246027,11.926608472922876,12,10.1,1300,0.2957529664099042
stimulus,53,53.0,31.0,149052.0,-10.30795713246027,11.613262127817991,12,10.1,1300,0.2957529664099042
response,210,210.0,31.0,149690.0,-10.30795713246027,6.289846220900088,12,10.1,1300,0.2957529664099042
feedback,110,110.0,31.0,150618.0,-10.30795713246027,11.95845303826365,12,10.1,1300,0.2957529664099042
fixation,TRIALID 32,0.032,32.0,151662.0,-10.30795713246027,10.720709614602985,12,10.1,1300,0.2957529664099042
cue,93,93.0,32.0,152668.0,-10.30795713246027,12.806811589141859,12,10.1,1300,0.2957529664099042
stimulus,51,51.0,32.0,154186.0,-10.30795713246027,11.88867833703825,12,10.1,1300,0.2957529664099042
response,210,210.0,32.0,154984.0,-10.30795713246027,8.762208275112101,12,10.1,1300,0.2957529664099042
feedback,10,10.0,32.0,155902.0,-10.30795713246027,10.744051127169467,12,10.1,1300,0.2957529664099042
fixation,TRIALID 33,0.033,33.0,156798.0,-10.30795713246027,7.5726344216331904,12,10.1,1300,0.2957529664099042
cue,93,93.0,33.0,157568.0,-10.30795713246027,12.272141958957116,12,10.1,1300,0.2957529664099042
stimulus,51,51.0,33.0,159086.0,-10.30795713246027,12.12031480331259,12,10.1,1300,0.2957529664099042
response,210,210.0,33.0,159864.0,-10.30795713246027,8.467922289564468,12,10.1,1300,0.2957529664099042
feedback,10,10.0,33.0,160802.0,-10.30795713246027,10.828145488414677,12,10.1,1300,0.2957529664099042
fixation,TRIALID 34,0.034,34.0,161692.0,-10.30795713246027,5.724948586385513,12,10.1,1300,0.2957529664099042
cue,91,91.0,34.0,162302.0,-10.30795713246027,11.72627321839214,12,10.1,1300,0.2957529664099042
stimulus,51,51.0,34.0,163818.0,-10.30795713246027,12.298434473797899,12,10.1,1300,0.2957529664099042
response,210,210.0,34.0,164688.0,-10.30795713246027,9.09810325313565,12,10.1,1300,0.2957529664099042
feedback,20,20.0,34.0,165602.0,-10.30795713246027,10.505919886786936,12,10.1,1300,0.2957529664099042
fixation,TRIALID 35,0.035,35.0,166426.0,-10.30795713246027,6.343734616201458,12,10.1,1300,0.2957529664099042
cue,93,93.0,35.0,167152.0,-10.30795713246027,11.906915604194209,12,10.1,1300,0.2957529664099042
stimulus,51,51.0,35.0,168668.0,-10.30795713246027,11.511293192989658,12,10.1,1300,0.2957529664099042
response,210,210.0,35.0,169304.0,-10.30795713246027,6.531709164790081,12,10.1,1300,0.2957529664099042
feedback,20,20.0,35.0,170236.0,-10.30795713246027,11.608949052310818,12,10.1,1300,0.2957529664099042
fixation,TRIALID 36,0.036,36.0,171280.0,-10.30795713246027,9.749202199157338,12,10.1,1300,0.2957529664099042
cue,92,92.0,36.0,172152.0,-10.30795713246027,12.267078403530306,12,10.1,1300,0.2957529664099042
stimulus,53,53.0,36.0,173668.0,-10.30795713246027,11.58150169107195,12,10.1,1300,0.2957529664099042
response,200,200.0,36.0,174200.0,-10.30795713246027,4.728052767394701,12,10.1,1300,0.2957529664099042
feedback,10,10.0,36.0,175120.0,-10.30795713246027,12.835922993782624,12,10.1,1300,0.2957529664099042
fixation,TRIALID 37,0.037,37.0,176270.0,-10.30795713246027,9.65185066409536,12,10.1,1300,0.2957529664099042
cue,91,91.0,37.0,177020.0,-10.30795713246027,11.416589701748029,12,10.1,1300,0.2957529664099042
stimulus,52,52.0,37.0,178536.0,-10.30795713246027,15.567900854662039,12,10.1,1300,0.2957529664099042
feedback,10,10.0,37.0,180370.0,-10.30795713246027,13.137090354241593,12,10.1,1300,0.2957529664099042
fixation,TRIALID 38,0.038,38.0,181136.0,-10.30795713246027,3.553497014713687,12,10.1,1300,0.2957529664099042
cue,92,92.0,38.0,181752.0,-10.30795713246027,12.138955575283191,12,10.1,1300,0.2957529664099042
stimulus,51,51.0,38.0,183268.0,-10.30795713246027,12.307411213326022,12,10.1,1300,0.2957529664099042
response,210,210.0,38.0,184158.0,-10.30795713246027,9.156969185728391,12,10.1,1300,0.2957529664099042
feedback,110,110.0,38.0,185070.0,-10.30795713246027,10.064393622647463,12,10.1,1300,0.2957529664099042
fixation,TRIALID 39,0.039,39.0,185878.0,-10.30795713246027,6.234611515648341,12,10.1,1300,0.2957529664099042
cue,92,92.0,39.0,186552.0,-10.30795713246027,11.863457436127595,12,10.1,1300,0.2957529664099042
stimulus,53,53.0,39.0,188070.0,-10.30795713246027,11.190005428121198,12,10.1,1300,0.2957529664099042
response,210,210.0,39.0,188658.0,-10.30795713246027,6.083803771388906,12,10.1,1300,0.2957529664099042
feedback,110,110.0,39.0,189602.0,-10.30795713246027,11.80101430234978,12,10.1,1300,0.2957529664099042
fixation,TRIALID 40,0.04,40.0,190672.0,-10.30795713246027,8.74906378645379,12,10.1,1300,0.2957529664099042
cue,91,91.0,40.0,191452.0,-10.30795713246027,11.384179252326511,12,10.1,1300,0.2957529664099042
stimulus,51,51.0,40.0,192970.0,-10.30795713246027,15.246571765771375,12,10.1,1300,0.2957529664099042
feedback,10,10.0,40.0,194802.0,-10.30795713246027,13.938224395196707,12,10.1,1300,0.2957529664099042
fixation,TRIALID 41,0.041,41.0,195570.0,-10.30795713246027,1.9660964130333767,12,10.1,1300,0.2957529664099042
cue,93,93.0,41.0,196120.0,-10.30795713246027,12.793581771085861,12,10.1,1300,0.2957529664099042
stimulus,51,51.0,41.0,197636.0,-10.30795713246027,11.944644236547079,12,10.1,1300,0.2957529664099042
response,200,200.0,41.0,198444.0,-10.30795713246027,8.45440297374514,12,10.1,1300,0.2957529664099042
feedback,10,10.0,41.0,199352.0,-10.30795713246027,11.218765106824213,12,10.1,1300,0.2957529664099042
fixation,TRIALID 42,0.042,42.0,200244.0,-10.30795713246027,4.531230252513252,12,10.1,1300,0.2957529664099042
cue,91,91.0,42.0,200820.0,-10.30795713246027,11.07113023397211,12,10.1,1300,0.2957529664099042
stimulus,52,52.0,42.0,202336.0,-10.30795713246027,11.88568303609542,12,10.1,1300,0.2957529664099042
response,210,210.0,42.0,203124.0,-10.30795713246027,7.858944906022091,12,10.1,1300,0.2957529664099042
feedback,10,10.0,42.0,204036.0,-10.30795713246027,10.69114374275374,12,10.1,1300,0.2957529664099042
fixation,TRIALID 43,0.043,43.0,204940.0,-10.30795713246027,7.46566562878971,12,10.1,1300,0.2957529664099042
cue,93,93.0,43.0,205686.0,-10.30795713246027,12.068075044841722,12,10.1,1300,0.2957529664099042
stimulus,52,52.0,43.0,207202.0,-10.30795713246027,11.793012171076967,12,10.1,1300,0.2957529664099042
response,210,210.0,43.0,207862.0,-10.30795713246027,6.891178323564051,12,10.1,1300,0.2957529664099042
feedback,20,20.0,43.0,208836.0,-10.30795713246027,11.907982294168278,12,10.1,1300,0.2957529664099042
fixation,TRIALID 44,0.044,44.0,209806.0,-10.30795713246027,7.66307435530954,12,10.1,1300,0.2957529664099042
cue,94,94.0,44.0,210536.0,-10.30795713246027,11.61030431207185,12,10.1,1300,0.2957529664099042
stimulus,52,52.0,44.0,212052.0,-10.30795713246027,11.997097544458654,12,10.1,1300,0.2957529664099042
response,210,210.0,44.0,212660.0,-10.30795713246027,5.400725836990467,12,10.1,1300,0.2957529664099042
feedback,110,110.0,44.0,213586.0,-10.30795713246027,10.865253758116834,12,10.1,1300,0.2957529664099042
fixation,TRIALID 45,0.045,45.0,214658.0,-10.30795713246027,10.135720705586504,12,10.1,1300,0.2957529664099042
cue,93,93.0,45.0,215570.0,-10.30795713246027,12.191185069370857,12,10.1,1300,0.2957529664099042
stimulus,53,53.0,45.0,217086.0,-10.30795713246027,11.775685271654346,12,10.1,1300,0.2957529664099042
response,210,210.0,45.0,217626.0,-10.30795713246027,4.983895510072551,12,10.1,1300,0.2957529664099042
feedback,20,20.0,45.0,218536.0,-10.30795713246027,12.549104956734153,12,10.1,1300,0.2957529664099042
fixation,TRIALID 46,0.046,46.0,219688.0,-10.30795713246027,8.60386700776019,12,10.1,1300,0.2957529664099042
cue,91,91.0,46.0,220386.0,-10.30795713246027,11.061347545808292,12,10.1,1300,0.2957529664099042
stimulus,52,52.0,46.0,221904.0,-10.30795713246027,12.14912229797521,12,10.1,1300,0.2957529664099042
response,210,210.0,46.0,222714.0,-10.30795713246027,8.007948272379474,12,10.1,1300,0.2957529664099042
feedback,10,10.0,46.0,223636.0,-10.30795713246027,10.498569046816094,12,10.1,1300,0.2957529664099042
fixation,TRIALID 47,0.047,47.0,224510.0,-10.30795713246027,7.982777019817162,12,10.1,1300,0.2957529664099042
cue,91,91.0,47.0,225320.0,-10.30795713246027,11.763335069739156,12,10.1,1300,0.2957529664099042
stimulus,51,51.0,47.0,226836.0,-10.30795713246027,14.937684691296818,12,10.1,1300,0.2957529664099042
feedback,20,20.0,47.0,228670.0,-10.30795713246027,13.122346254109916,12,10.1,1300,0.2957529664099042
fixation,TRIALID 48,0.048,48.0,229438.0,-10.30795713246027,2.736812229313589,12,10.1,1300,0.2957529664099042
cue,93,93.0,48.0,230004.0,-10.30795713246027,12.198624623952947,12,10.1,1300,0.2957529664099042
stimulus,53,53.0,48.0,231520.0,-10.30795713246027,14.58716627663609,12,10.1,1300,0.2957529664099042
feedback,10,10.0,48.0,233354.0,-10.30795713246027,12.197716091089417,12,10.1,1300,0.2957529664099042
fixation,TRIALID 49,0.049,49.0,234122.0,-10.30795713246027,6.62114076118434,12,10.1,1300,0.2957529664099042
cue,92,92.0,49.0,235070.0,-10.30795713246027,12.489182473971905,12,10.1,1300,0.2957529664099042
stimulus,52,52.0,49.0,236588.0,-10.30795713246027,11.388208544202497,12,10.1,1300,0.2957529664099042
response,210,210.0,49.0,237294.0,-10.30795713246027,7.715265502240385,12,10.1,1300,0.2957529664099042
feedback,10,10.0,49.0,238220.0,-10.30795713246027,11.050573771817351,12,10.1,1300,0.2957529664099042
fixation,TRIALID 50,0.05,50.0,239192.0,-10.30795713246027,10.203310541342784,12,10.1,1300,0.2957529664099042
cue,92,92.0,50.0,240204.0,-10.30795713246027,12.991698285852756,12,10.1,1300,0.2957529664099042
stimulus,52,52.0,50.0,241720.0,-10.30795713246027,12.424776683996532,12,10.1,1300,0.2957529664099042
response,210,210.0,50.0,242646.0,-10.30795713246027,9.33565433503687,12,10.1,1300,0.2957529664099042
feedback,10,10.0,50.0,243570.0,-10.30795713246027,10.744241458528144,12,10.1,1300,0.2957529664099042
fixation,TRIALID 51,0.051,51.0,244338.0,-10.30795713246027,3.1487154021676242,12,10.1,1300,0.2957529664099042
cue,91,91.0,51.0,244886.0,-10.30795713246027,12.249876551970546,12,10.1,1300,0.2957529664099042
stimulus,53,53.0,51.0,246404.0,-10.30795713246027,11.726666108069038,12,10.1,1300,0.2957529664099042
response,210,210.0,51.0,247194.0,-10.30795713246027,8.083393916057393,12,10.1,1300,0.2957529664099042
feedback,20,20.0,51.0,248120.0,-10.30795713246027,10.307889307181386,12,10.1,1300,0.2957529664099042
fixation,TRIALID 52,0.052,52.0,249012.0,-10.30795713246027,9.49270534496867,12,10.1,1300,0.2957529664099042
cue,91,91.0,52.0,250020.0,-10.30795713246027,12.976030715592849,12,10.1,1300,0.2957529664099042
stimulus,51,51.0,52.0,251538.0,-10.30795713246027,12.617680759494757,12,10.1,1300,0.2957529664099042
response,210,210.0,52.0,252456.0,-10.30795713246027,10.04901336768874,12,10.1,1300,0.2957529664099042
