event,code,ttl,trial,event_onset,pupil_baseline,pupil_response,subject,npar,tmax,r
fixation,TRIALID 6,0.006,6.0,25624.0,-5.287474888068567,2.7684637487448884,71,10.1,1300,0.4953320987038636
cue,94,94.0,6.0,26419.0,-5.287474888068567,3.922875867202429,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,6.0,27936.0,-5.287474888068567,5.95426559187782,71,10.1,1300,0.4953320987038636
response,210,210.0,6.0,28733.0,-5.287474888068567,3.0583520951035386,71,10.1,1300,0.4953320987038636
feedback,10,10.0,6.0,29653.0,-5.287474888068567,4.058607030024897,71,10.1,1300,0.4953320987038636
fixation,TRIALID 7,0.007,7.0,30537.0,-5.287474888068567,2.485325239974143,71,10.1,1300,0.4953320987038636
cue,94,94.0,7.0,31352.0,-5.287474888068567,4.174568755973183,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,7.0,32869.0,-5.287474888068567,5.62790142488777,71,10.1,1300,0.4953320987038636
response,210,210.0,7.0,33348.0,-5.287474888068567,2.502416023938804,71,10.1,1300,0.4953320987038636
feedback,110,110.0,7.0,34352.0,-5.287474888068567,5.554811562798159,71,10.1,1300,0.4953320987038636
fixation,TRIALID 8,0.008,8.0,35479.0,-5.287474888068567,2.6251647144518526,71,10.1,1300,0.4953320987038636
cue,91,91.0,8.0,36219.0,-5.287474888068567,4.607879475862061,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,8.0,37736.0,-5.287474888068567,4.991064289166728,71,10.1,1300,0.4953320987038636
response,210,210.0,8.0,38144.0,-5.287474888068567,2.4158373973590566,71,10.1,1300,0.4953320987038636
feedback,10,10.0,8.0,39102.0,-5.287474888068567,5.559248293169639,71,10.1,1300,0.4953320987038636
fixation,TRIALID 9,0.009,9.0,40336.0,-5.287474888068567,4.5337520569256515,71,10.1,1300,0.4953320987038636
cue,93,93.0,9.0,41352.0,-5.287474888068567,4.397632294237342,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,9.0,42869.0,-5.287474888068567,4.629969379774758,71,10.1,1300,0.4953320987038636
response,210,210.0,9.0,43362.0,-5.287474888068567,0.8795231491268322,71,10.1,1300,0.4953320987038636
feedback,20,20.0,9.0,44336.0,-5.287474888068567,4.173492128518321,71,10.1,1300,0.4953320987038636
fixation,TRIALID 10,0.01,10.0,45485.0,-5.287474888068567,3.815522021874136,71,10.1,1300,0.4953320987038636
cue,94,94.0,10.0,46503.0,-5.287474888068567,4.305776868148418,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,10.0,48019.0,-5.287474888068567,4.52202187022887,71,10.1,1300,0.4953320987038636
response,210,210.0,10.0,48659.0,-5.287474888068567,2.7790158966232963,71,10.1,1300,0.4953320987038636
feedback,110,110.0,10.0,49553.0,-5.287474888068567,5.092213567763265,71,10.1,1300,0.4953320987038636
fixation,TRIALID 11,0.011,11.0,50623.0,-5.287474888068567,2.4818963626534414,71,10.1,1300,0.4953320987038636
cue,94,94.0,11.0,51269.0,-5.287474888068567,5.2310260851631485,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,11.0,52787.0,-5.287474888068567,6.689417986241661,71,10.1,1300,0.4953320987038636
response,210,210.0,11.0,53177.0,-5.287474888068567,0.6908557730013963,71,10.1,1300,0.4953320987038636
feedback,110,110.0,11.0,54136.0,-5.287474888068567,5.58169371621591,71,10.1,1300,0.4953320987038636
fixation,TRIALID 12,0.012,12.0,55389.0,-5.287474888068567,3.8097266102853107,71,10.1,1300,0.4953320987038636
cue,93,93.0,12.0,56087.0,-5.287474888068567,3.6094118478789223,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,12.0,57603.0,-5.287474888068567,4.916372377029066,71,10.1,1300,0.4953320987038636
response,210,210.0,12.0,58184.0,-5.287474888068567,0.7218220847449748,71,10.1,1300,0.4953320987038636
feedback,20,20.0,12.0,59169.0,-5.287474888068567,4.602230314734602,71,10.1,1300,0.4953320987038636
fixation,TRIALID 13,0.013,13.0,60214.0,-5.287474888068567,2.2106023768548226,71,10.1,1300,0.4953320987038636
cue,92,92.0,13.0,60870.0,-5.287474888068567,4.878354609418081,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,13.0,62387.0,-5.287474888068567,4.848638605083995,71,10.1,1300,0.4953320987038636
response,210,210.0,13.0,62901.0,-5.287474888068567,1.3280070594787132,71,10.1,1300,0.4953320987038636
feedback,110,110.0,13.0,63869.0,-5.287474888068567,3.507422449897325,71,10.1,1300,0.4953320987038636
fixation,TRIALID 14,0.014,14.0,64995.0,-5.287474888068567,2.342094372256934,71,10.1,1300,0.4953320987038636
cue,91,91.0,14.0,66003.0,-5.287474888068567,2.6735953710424685,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,14.0,67519.0,-5.287474888068567,3.446509183725809,71,10.1,1300,0.4953320987038636
response,210,210.0,14.0,68175.0,-5.287474888068567,2.8806511649771123,71,10.1,1300,0.4953320987038636
feedback,20,20.0,14.0,69120.0,-5.287474888068567,3.017595381583033,71,10.1,1300,0.4953320987038636
fixation,TRIALID 15,0.015,15.0,70129.0,-5.287474888068567,1.7689652896986177,71,10.1,1300,0.4953320987038636
cue,91,91.0,15.0,70887.0,-5.287474888068567,2.5441440115942506,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,15.0,72404.0,-5.287474888068567,3.7927080539247036,71,10.1,1300,0.4953320987038636
response,210,210.0,15.0,73114.0,-5.287474888068567,3.560123978781269,71,10.1,1300,0.4953320987038636
feedback,20,20.0,15.0,74053.0,-5.287474888068567,4.367325017705209,71,10.1,1300,0.4953320987038636
fixation,TRIALID 16,0.016,16.0,75018.0,-5.287474888068567,3.2834720331113294,71,10.1,1300,0.4953320987038636
cue,94,94.0,16.0,75904.0,-5.287474888068567,3.7456430690609843,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,16.0,77420.0,-5.287474888068567,4.770361219744946,71,10.1,1300,0.4953320987038636
response,210,210.0,16.0,78243.0,-5.287474888068567,2.4720902602603783,71,10.1,1300,0.4953320987038636
feedback,10,10.0,16.0,79203.0,-5.287474888068567,3.28137487563525,71,10.1,1300,0.4953320987038636
fixation,TRIALID 17,0.017,17.0,80022.0,-5.287474888068567,2.297210170657593,71,10.1,1300,0.4953320987038636
cue,93,93.0,17.0,80953.0,-5.287474888068567,3.402465187372373,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,17.0,82470.0,-5.287474888068567,2.69693205851582,71,10.1,1300,0.4953320987038636
response,210,210.0,17.0,83024.0,-5.287474888068567,2.7582328591444325,71,10.1,1300,0.4953320987038636
feedback,20,20.0,17.0,83987.0,-5.287474888068567,5.378226767214104,71,10.1,1300,0.4953320987038636
fixation,TRIALID 18,0.018,18.0,85073.0,-5.287474888068567,3.642940789643664,71,10.1,1300,0.4953320987038636
cue,93,93.0,18.0,85754.0,-5.287474888068567,4.571652453255284,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,18.0,87271.0,-5.287474888068567,5.679659204772743,71,10.1,1300,0.4953320987038636
response,210,210.0,18.0,88037.0,-5.287474888068567,3.2504799386597187,71,10.1,1300,0.4953320987038636
feedback,10,10.0,18.0,89020.0,-5.287474888068567,4.861599010768245,71,10.1,1300,0.4953320987038636
fixation,TRIALID 19,0.019,19.0,89876.0,-5.287474888068567,2.5693760844746096,71,10.1,1300,0.4953320987038636
cue,93,93.0,19.0,90570.0,-5.287474888068567,6.12266301846823,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,19.0,92088.0,-5.287474888068567,6.558654421033068,71,10.1,1300,0.4953320987038636
response,210,210.0,19.0,92656.0,-5.287474888068567,3.3234050001457094,71,10.1,1300,0.4953320987038636
feedback,20,20.0,19.0,93620.0,-5.287474888068567,6.969937435132771,71,10.1,1300,0.4953320987038636
fixation,TRIALID 20,0.02,20.0,94701.0,-5.287474888068567,4.22433238770117,71,10.1,1300,0.4953320987038636
cue,91,91.0,20.0,95454.0,-5.287474888068567,5.106182907372906,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,20.0,96971.0,-5.287474888068567,5.559684051603555,71,10.1,1300,0.4953320987038636
response,200,200.0,20.0,97478.0,-5.287474888068567,2.5689620219805804,71,10.1,1300,0.4953320987038636
feedback,10,10.0,20.0,98387.0,-5.287474888068567,6.4255539487674,71,10.1,1300,0.4953320987038636
fixation,TRIALID 21,0.021,21.0,99584.0,-5.287474888068567,4.779524599239553,71,10.1,1300,0.4953320987038636
cue,91,91.0,21.0,100454.0,-5.287474888068567,5.280488850854697,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,21.0,101971.0,-5.287474888068567,5.484776312758112,71,10.1,1300,0.4953320987038636
response,210,210.0,21.0,102612.0,-5.287474888068567,3.1051038109817277,71,10.1,1300,0.4953320987038636
feedback,20,20.0,21.0,103554.0,-5.287474888068567,5.564218850498153,71,10.1,1300,0.4953320987038636
fixation,TRIALID 22,0.022,22.0,104578.0,-5.287474888068567,2.583877604596081,71,10.1,1300,0.4953320987038636
cue,92,92.0,22.0,105236.0,-5.287474888068567,4.479727906793968,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,22.0,106755.0,-5.287474888068567,5.163596456134654,71,10.1,1300,0.4953320987038636
response,210,210.0,22.0,107449.0,-5.287474888068567,2.7081788058346223,71,10.1,1300,0.4953320987038636
feedback,10,10.0,22.0,108421.0,-5.287474888068567,5.81264681239858,71,10.1,1300,0.4953320987038636
fixation,TRIALID 23,0.023,23.0,109365.0,-5.287474888068567,3.0080676427388267,71,10.1,1300,0.4953320987038636
cue,94,94.0,23.0,110054.0,-5.287474888068567,4.4859438908259275,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,23.0,111571.0,-5.287474888068567,5.536421208833446,71,10.1,1300,0.4953320987038636
response,210,210.0,23.0,112247.0,-5.287474888068567,2.686289324885593,71,10.1,1300,0.4953320987038636
feedback,110,110.0,23.0,113138.0,-5.287474888068567,4.203533062899446,71,10.1,1300,0.4953320987038636
fixation,TRIALID 24,0.024,24.0,114183.0,-5.287474888068567,3.2792918673856537,71,10.1,1300,0.4953320987038636
cue,94,94.0,24.0,114871.0,-5.287474888068567,2.6452247697359663,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,24.0,116387.0,-5.287474888068567,3.9107400680977773,71,10.1,1300,0.4953320987038636
response,210,210.0,24.0,116861.0,-5.287474888068567,2.1083807549285263,71,10.1,1300,0.4953320987038636
feedback,110,110.0,24.0,117838.0,-5.287474888068567,3.630835260520477,71,10.1,1300,0.4953320987038636
fixation,TRIALID 25,0.025,25.0,119000.0,-5.287474888068567,3.2573203288031114,71,10.1,1300,0.4953320987038636
cue,93,93.0,25.0,119855.0,-5.287474888068567,3.3747913778654692,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,25.0,121371.0,-5.287474888068567,4.726288183563162,71,10.1,1300,0.4953320987038636
response,200,200.0,25.0,122039.0,-5.287474888068567,2.9201724711474073,71,10.1,1300,0.4953320987038636
feedback,10,10.0,25.0,122938.0,-5.287474888068567,5.666206800646927,71,10.1,1300,0.4953320987038636
fixation,TRIALID 26,0.026,26.0,123975.0,-5.287474888068567,3.6690898779943906,71,10.1,1300,0.4953320987038636
cue,94,94.0,26.0,124704.0,-5.287474888068567,5.577538531727972,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,26.0,126221.0,-5.287474888068567,5.470352481448825,71,10.1,1300,0.4953320987038636
response,210,210.0,26.0,126785.0,-5.287474888068567,2.78164464950693,71,10.1,1300,0.4953320987038636
feedback,110,110.0,26.0,127738.0,-5.287474888068567,6.390660267879051,71,10.1,1300,0.4953320987038636
fixation,TRIALID 27,0.027,27.0,128824.0,-5.287474888068567,3.9392255033479575,71,10.1,1300,0.4953320987038636
cue,91,91.0,27.0,129572.0,-5.287474888068567,5.682795741677094,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,27.0,131088.0,-5.287474888068567,6.372774214582293,71,10.1,1300,0.4953320987038636
response,210,210.0,27.0,131607.0,-5.287474888068567,2.8535572974403665,71,10.1,1300,0.4953320987038636
feedback,20,20.0,27.0,132605.0,-5.287474888068567,6.004088808024576,71,10.1,1300,0.4953320987038636
fixation,TRIALID 28,0.028,28.0,133689.0,-5.287474888068567,5.47860484397714,71,10.1,1300,0.4953320987038636
cue,94,94.0,28.0,134702.0,-5.287474888068567,6.700684991451613,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,28.0,136221.0,-5.287474888068567,8.008721931490609,71,10.1,1300,0.4953320987038636
feedback,10,10.0,28.0,138055.0,-5.287474888068567,5.762794913062316,71,10.1,1300,0.4953320987038636
fixation,TRIALID 29,0.029,29.0,138823.0,-5.287474888068567,3.0762870325001717,71,10.1,1300,0.4953320987038636
cue,94,94.0,29.0,139705.0,-5.287474888068567,6.146407782628971,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,29.0,141221.0,-5.287474888068567,5.179605632569997,71,10.1,1300,0.4953320987038636
response,210,210.0,29.0,141819.0,-5.287474888068567,3.0398690302467557,71,10.1,1300,0.4953320987038636
feedback,110,110.0,29.0,142871.0,-5.287474888068567,5.073220565012635,71,10.1,1300,0.4953320987038636
fixation,TRIALID 30,0.03,30.0,143828.0,-5.287474888068567,3.4022227945488632,71,10.1,1300,0.4953320987038636
cue,93,93.0,30.0,144805.0,-5.287474888068567,3.7370174902575117,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,30.0,146321.0,-5.287474888068567,4.932023456133244,71,10.1,1300,0.4953320987038636
response,210,210.0,30.0,147056.0,-5.287474888068567,4.008201742726995,71,10.1,1300,0.4953320987038636
feedback,20,20.0,30.0,147989.0,-5.287474888068567,6.274775718757283,71,10.1,1300,0.4953320987038636
fixation,TRIALID 31,0.031,31.0,148932.0,-5.287474888068567,3.7604148670498447,71,10.1,1300,0.4953320987038636
cue,92,92.0,31.0,149738.0,-5.287474888068567,6.224281632862915,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,31.0,151255.0,-5.287474888068567,6.198536339850173,71,10.1,1300,0.4953320987038636
response,210,210.0,31.0,151778.0,-5.287474888068567,2.920602236324641,71,10.1,1300,0.4953320987038636
feedback,110,110.0,31.0,152772.0,-5.287474888068567,6.641367083476857,71,10.1,1300,0.4953320987038636
fixation,TRIALID 32,0.032,32.0,153865.0,-5.287474888068567,3.2480703359869785,71,10.1,1300,0.4953320987038636
cue,91,91.0,32.0,154555.0,-5.287474888068567,5.000043542809307,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,32.0,156073.0,-5.287474888068567,5.276798320578077,71,10.1,1300,0.4953320987038636
response,210,210.0,32.0,156551.0,-5.287474888068567,1.9682343677904313,71,10.1,1300,0.4953320987038636
feedback,20,20.0,32.0,157522.0,-5.287474888068567,5.507580874175612,71,10.1,1300,0.4953320987038636
fixation,TRIALID 33,0.033,33.0,158674.0,-5.287474888068567,3.479342649894191,71,10.1,1300,0.4953320987038636
cue,93,93.0,33.0,159539.0,-5.287474888068567,3.888668364138595,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,33.0,161056.0,-5.287474888068567,4.479306821298532,71,10.1,1300,0.4953320987038636
response,210,210.0,33.0,161678.0,-5.287474888068567,1.3231824129935223,71,10.1,1300,0.4953320987038636
feedback,20,20.0,33.0,162588.0,-5.287474888068567,5.7199460462663305,71,10.1,1300,0.4953320987038636
fixation,TRIALID 34,0.034,34.0,163657.0,-5.287474888068567,4.5959670506512245,71,10.1,1300,0.4953320987038636
cue,94,94.0,34.0,164538.0,-5.287474888068567,6.576870629707951,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,34.0,166056.0,-5.287474888068567,7.640338313512442,71,10.1,1300,0.4953320987038636
response,210,210.0,34.0,166397.0,-5.287474888068567,0.8468558930302297,71,10.1,1300,0.4953320987038636
feedback,110,110.0,34.0,167356.0,-5.287474888068567,8.566349671600868,71,10.1,1300,0.4953320987038636
fixation,TRIALID 35,0.035,35.0,168663.0,-5.287474888068567,4.024717629890624,71,10.1,1300,0.4953320987038636
cue,93,93.0,35.0,169189.0,-5.287474888068567,6.1369217045364906,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,35.0,170706.0,-5.287474888068567,6.2680253878503125,71,10.1,1300,0.4953320987038636
response,200,200.0,35.0,171291.0,-5.287474888068567,5.1775558349641875,71,10.1,1300,0.4953320987038636
feedback,10,10.0,35.0,172538.0,-5.287474888068567,6.975622302801437,71,10.1,1300,0.4953320987038636
fixation,TRIALID 36,0.036,36.0,173306.0,-5.287474888068567,3.897984289332297,71,10.1,1300,0.4953320987038636
cue,93,93.0,36.0,174272.0,-5.287474888068567,7.406690011222095,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,36.0,175789.0,-5.287474888068567,7.49117778790746,71,10.1,1300,0.4953320987038636
response,210,210.0,36.0,176686.0,-5.287474888068567,5.2874806229672675,71,10.1,1300,0.4953320987038636
feedback,10,10.0,36.0,177623.0,-5.287474888068567,5.3277328263908394,71,10.1,1300,0.4953320987038636
fixation,TRIALID 37,0.037,37.0,178390.0,-5.287474888068567,3.222245298945046,71,10.1,1300,0.4953320987038636
cue,92,92.0,37.0,179239.0,-5.287474888068567,6.167032892537779,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,37.0,180756.0,-5.287474888068567,6.195465116817233,71,10.1,1300,0.4953320987038636
response,210,210.0,37.0,181297.0,-5.287474888068567,2.2263019086690945,71,10.1,1300,0.4953320987038636
feedback,10,10.0,37.0,182256.0,-5.287474888068567,6.108412959113724,71,10.1,1300,0.4953320987038636
fixation,TRIALID 38,0.038,38.0,183358.0,-5.287474888068567,2.959194011664702,71,10.1,1300,0.4953320987038636
cue,91,91.0,38.0,184022.0,-5.287474888068567,3.0798548949775957,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,38.0,185539.0,-5.287474888068567,5.009615875167711,71,10.1,1300,0.4953320987038636
response,210,210.0,38.0,186189.0,-5.287474888068567,2.6672736030614375,71,10.1,1300,0.4953320987038636
feedback,10,10.0,38.0,187139.0,-5.287474888068567,4.7760968955574326,71,10.1,1300,0.4953320987038636
fixation,TRIALID 39,0.039,39.0,188141.0,-5.287474888068567,2.9412669129187052,71,10.1,1300,0.4953320987038636
cue,93,93.0,39.0,188806.0,-5.287474888068567,4.842068111540059,71,10.1,1300,0.4953320987038636
stimulus,53,53.0,39.0,190323.0,-5.287474888068567,5.758401295682246,71,10.1,1300,0.4953320987038636
response,210,210.0,39.0,191066.0,-5.287474888068567,3.1279929370128574,71,10.1,1300,0.4953320987038636
feedback,20,20.0,39.0,191973.0,-5.287474888068567,2.2695458686069743,71,10.1,1300,0.4953320987038636
fixation,TRIALID 40,0.04,40.0,192939.0,-5.287474888068567,2.2084565599583845,71,10.1,1300,0.4953320987038636
cue,92,92.0,40.0,193722.0,-5.287474888068567,2.5525479682927337,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,40.0,195239.0,-5.287474888068567,2.968756299504821,71,10.1,1300,0.4953320987038636
response,210,210.0,40.0,195652.0,-5.287474888068567,1.7439647043150082,71,10.1,1300,0.4953320987038636
feedback,110,110.0,40.0,196639.0,-5.287474888068567,2.8685752540520357,71,10.1,1300,0.4953320987038636
fixation,TRIALID 41,0.041,41.0,197840.0,-5.287474888068567,2.3501974550128817,71,10.1,1300,0.4953320987038636
cue,91,91.0,41.0,198723.0,-5.287474888068567,2.3951900513065127,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,41.0,200239.0,-5.287474888068567,3.669012906636399,71,10.1,1300,0.4953320987038636
response,200,200.0,41.0,201104.0,-5.287474888068567,3.9185581960754803,71,10.1,1300,0.4953320987038636
feedback,10,10.0,41.0,202023.0,-5.287474888068567,3.8521908655911656,71,10.1,1300,0.4953320987038636
fixation,TRIALID 42,0.042,42.0,202840.0,-5.287474888068567,3.167754909263283,71,10.1,1300,0.4953320987038636
cue,93,93.0,42.0,203740.0,-5.287474888068567,5.743612426819452,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,42.0,205257.0,-5.287474888068567,5.593990849435597,71,10.1,1300,0.4953320987038636
response,210,210.0,42.0,205876.0,-5.287474888068567,3.4571262519248673,71,10.1,1300,0.4953320987038636
feedback,20,20.0,42.0,206839.0,-5.287474888068567,6.017570330300842,71,10.1,1300,0.4953320987038636
fixation,TRIALID 43,0.043,43.0,207864.0,-5.287474888068567,4.815547891501081,71,10.1,1300,0.4953320987038636
cue,92,92.0,43.0,208840.0,-5.287474888068567,6.256936649718923,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,43.0,210356.0,-5.287474888068567,6.005110463350865,71,10.1,1300,0.4953320987038636
response,210,210.0,43.0,211239.0,-5.287474888068567,4.499254059596591,71,10.1,1300,0.4953320987038636
feedback,110,110.0,43.0,212173.0,-5.287474888068567,5.529273997835177,71,10.1,1300,0.4953320987038636
fixation,TRIALID 44,0.044,44.0,212961.0,-5.287474888068567,3.359224330311728,71,10.1,1300,0.4953320987038636
cue,93,93.0,44.0,213724.0,-5.287474888068567,5.342117153529999,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,44.0,215240.0,-5.287474888068567,4.81220793677547,71,10.1,1300,0.4953320987038636
response,210,210.0,44.0,215878.0,-5.287474888068567,1.8993682392871114,71,10.1,1300,0.4953320987038636
feedback,20,20.0,44.0,216857.0,-5.287474888068567,5.511925741374561,71,10.1,1300,0.4953320987038636
fixation,TRIALID 45,0.045,45.0,217847.0,-5.287474888068567,2.3998380213959183,71,10.1,1300,0.4953320987038636
cue,93,93.0,45.0,218590.0,-5.287474888068567,4.509466505211967,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,45.0,220106.0,-5.287474888068567,5.360821394187657,71,10.1,1300,0.4953320987038636
response,210,210.0,45.0,220628.0,-5.287474888068567,1.7972992397589782,71,10.1,1300,0.4953320987038636
feedback,20,20.0,45.0,221657.0,-5.287474888068567,5.694102860757872,71,10.1,1300,0.4953320987038636
fixation,TRIALID 46,0.046,46.0,222716.0,-5.287474888068567,2.793788378465312,71,10.1,1300,0.4953320987038636
cue,92,92.0,46.0,223323.0,-5.287474888068567,4.620034400943044,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,46.0,224840.0,-5.287474888068567,5.108029296758299,71,10.1,1300,0.4953320987038636
response,210,210.0,46.0,225715.0,-5.287474888068567,3.620930394651602,71,10.1,1300,0.4953320987038636
feedback,110,110.0,46.0,226707.0,-5.287474888068567,4.005650457317072,71,10.1,1300,0.4953320987038636
fixation,TRIALID 47,0.047,47.0,227474.0,-5.287474888068567,1.9138488497004653,71,10.1,1300,0.4953320987038636
cue,94,94.0,47.0,228174.0,-5.287474888068567,3.9102547244463857,71,10.1,1300,0.4953320987038636
stimulus,52,52.0,47.0,229690.0,-5.287474888068567,4.378805473849743,71,10.1,1300,0.4953320987038636
response,210,210.0,47.0,230302.0,-5.287474888068567,2.783471279478909,71,10.1,1300,0.4953320987038636
feedback,110,110.0,47.0,231273.0,-5.287474888068567,5.388029874324805,71,10.1,1300,0.4953320987038636
fixation,TRIALID 48,0.048,48.0,232303.0,-5.287474888068567,2.231786232470158,71,10.1,1300,0.4953320987038636
cue,94,94.0,48.0,233040.0,-5.287474888068567,4.637054062651125,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,48.0,234557.0,-5.287474888068567,4.264596219266624,71,10.1,1300,0.4953320987038636
response,210,210.0,48.0,235167.0,-5.287474888068567,3.0346873687392786,71,10.1,1300,0.4953320987038636
feedback,110,110.0,48.0,236108.0,-5.287474888068567,6.12598470878547,71,10.1,1300,0.4953320987038636
fixation,TRIALID 49,0.049,49.0,237171.0,-5.287474888068567,3.780383775531841,71,10.1,1300,0.4953320987038636
cue,91,91.0,49.0,238008.0,-5.287474888068567,4.517502089573305,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,49.0,239524.0,-5.287474888068567,4.131468310748662,71,10.1,1300,0.4953320987038636
response,210,210.0,49.0,240097.0,-5.287474888068567,1.6426812862596,71,10.1,1300,0.4953320987038636
feedback,20,20.0,49.0,241091.0,-5.287474888068567,2.8928941654232316,71,10.1,1300,0.4953320987038636
fixation,TRIALID 50,0.05,50.0,242127.0,-5.287474888068567,2.6933092111435273,71,10.1,1300,0.4953320987038636
cue,91,91.0,50.0,243140.0,-5.287474888068567,4.360183937082457,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,50.0,244657.0,-5.287474888068567,5.257764427903442,71,10.1,1300,0.4953320987038636
response,210,210.0,50.0,245409.0,-5.287474888068567,3.7875304480845142,71,10.1,1300,0.4953320987038636
feedback,20,20.0,50.0,246390.0,-5.287474888068567,5.815386592577482,71,10.1,1300,0.4953320987038636
fixation,TRIALID 51,0.051,51.0,247268.0,-5.287474888068567,2.449910587538528,71,10.1,1300,0.4953320987038636
cue,93,93.0,51.0,247891.0,-5.287474888068567,5.887303840238152,71,10.1,1300,0.4953320987038636
stimulus,51,51.0,51.0,249407.0,-5.287474888068567,6.480243881847021,71,10.1,1300,0.4953320987038636
response,210,210.0,51.0,250328.0,-5.287474888068567,2.708294477361399,71,10.1,1300,0.4953320987038636
