event,code,ttl,trial,event_onset,pupil_baseline,pupil_response,subject,npar,tmax,r
fixation,TRIALID 5,0.005,5.0,20682.0,-5.704353096021494,5.71731903219173,67,10.1,1300,0.36805244938800774
cue,94,94.0,5.0,21494.0,-5.704353096021494,6.04947895014091,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,5.0,23013.0,-5.704353096021494,7.994402520068602,67,10.1,1300,0.36805244938800774
response,210,210.0,5.0,23734.0,-5.704353096021494,4.449061677371763,67,10.1,1300,0.36805244938800774
feedback,110,110.0,5.0,24663.0,-5.704353096021494,5.698563850327312,67,10.1,1300,0.36805244938800774
fixation,TRIALID 6,0.006,6.0,25624.0,-5.704353096021494,4.817087872674354,67,10.1,1300,0.36805244938800774
cue,92,92.0,6.0,26513.0,-5.704353096021494,6.812529406880772,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,6.0,28030.0,-5.704353096021494,9.115921022112696,67,10.1,1300,0.36805244938800774
response,210,210.0,6.0,28555.0,-5.704353096021494,2.2580900150912866,67,10.1,1300,0.36805244938800774
feedback,10,10.0,6.0,29413.0,-5.704353096021494,6.956473628885715,67,10.1,1300,0.36805244938800774
fixation,TRIALID 7,0.007,7.0,30628.0,-5.704353096021494,5.846214603157899,67,10.1,1300,0.36805244938800774
cue,93,93.0,7.0,31530.0,-5.704353096021494,6.537901612981909,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,7.0,33046.0,-5.704353096021494,9.213073740230708,67,10.1,1300,0.36805244938800774
response,210,210.0,7.0,33444.0,-5.704353096021494,0.40663855925134845,67,10.1,1300,0.36805244938800774
feedback,20,20.0,7.0,34346.0,-5.704353096021494,6.616254928743469,67,10.1,1300,0.36805244938800774
fixation,TRIALID 8,0.008,8.0,35645.0,-5.704353096021494,5.315769483037241,67,10.1,1300,0.36805244938800774
cue,94,94.0,8.0,36397.0,-5.704353096021494,5.818448969475188,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,8.0,37913.0,-5.704353096021494,8.04616154460673,67,10.1,1300,0.36805244938800774
response,210,210.0,8.0,38624.0,-5.704353096021494,3.8585845110164474,67,10.1,1300,0.36805244938800774
feedback,110,110.0,8.0,39530.0,-5.704353096021494,6.72502231557547,67,10.1,1300,0.36805244938800774
fixation,TRIALID 9,0.009,9.0,40520.0,-5.704353096021494,3.4094531930147576,67,10.1,1300,0.36805244938800774
cue,94,94.0,9.0,41130.0,-5.704353096021494,5.711996978110169,67,10.1,1300,0.36805244938800774
stimulus,53,53.0,9.0,42647.0,-5.704353096021494,8.170281419416577,67,10.1,1300,0.36805244938800774
response,210,210.0,9.0,43155.0,-5.704353096021494,2.2053747815644034,67,10.1,1300,0.36805244938800774
feedback,110,110.0,9.0,44063.0,-5.704353096021494,8.008862312421028,67,10.1,1300,0.36805244938800774
fixation,TRIALID 10,0.01,10.0,45260.0,-5.704353096021494,6.148317312257092,67,10.1,1300,0.36805244938800774
cue,93,93.0,10.0,46280.0,-5.704353096021494,5.130525487044115,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,10.0,47797.0,-5.704353096021494,7.846464503983215,67,10.1,1300,0.36805244938800774
response,210,210.0,10.0,48531.0,-5.704353096021494,4.391900811589884,67,10.1,1300,0.36805244938800774
feedback,20,20.0,10.0,49447.0,-5.704353096021494,6.318745910270337,67,10.1,1300,0.36805244938800774
fixation,TRIALID 11,0.011,11.0,50397.0,-5.704353096021494,4.600479979798768,67,10.1,1300,0.36805244938800774
cue,93,93.0,11.0,51230.0,-5.704353096021494,6.081265672434548,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,11.0,52746.0,-5.704353096021494,7.326808054790268,67,10.1,1300,0.36805244938800774
response,210,210.0,11.0,53434.0,-5.704353096021494,3.8266409461069055,67,10.1,1300,0.36805244938800774
feedback,20,20.0,11.0,54363.0,-5.704353096021494,6.296189945516314,67,10.1,1300,0.36805244938800774
fixation,TRIALID 12,0.012,12.0,55352.0,-5.704353096021494,3.9795272239947197,67,10.1,1300,0.36805244938800774
cue,93,93.0,12.0,56064.0,-5.704353096021494,6.594159193621095,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,12.0,57580.0,-5.704353096021494,6.965096372409131,67,10.1,1300,0.36805244938800774
response,210,210.0,12.0,58195.0,-5.704353096021494,3.7976467817969675,67,10.1,1300,0.36805244938800774
feedback,20,20.0,12.0,59113.0,-5.704353096021494,6.78330145552877,67,10.1,1300,0.36805244938800774
fixation,TRIALID 13,0.013,13.0,60188.0,-5.704353096021494,3.1620457830846527,67,10.1,1300,0.36805244938800774
cue,93,93.0,13.0,60730.0,-5.704353096021494,5.237279128350202,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,13.0,62247.0,-5.704353096021494,6.874706702945377,67,10.1,1300,0.36805244938800774
response,210,210.0,13.0,62866.0,-5.704353096021494,2.609670667803486,67,10.1,1300,0.36805244938800774
feedback,20,20.0,13.0,63797.0,-5.704353096021494,5.988534604600253,67,10.1,1300,0.36805244938800774
fixation,TRIALID 14,0.014,14.0,64860.0,-5.704353096021494,4.661971891247907,67,10.1,1300,0.36805244938800774
cue,93,93.0,14.0,65745.0,-5.704353096021494,4.932398974182319,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,14.0,67263.0,-5.704353096021494,7.5355073918879345,67,10.1,1300,0.36805244938800774
response,210,210.0,14.0,68012.0,-5.704353096021494,3.3704505597298877,67,10.1,1300,0.36805244938800774
feedback,20,20.0,14.0,68897.0,-5.704353096021494,5.556479099850591,67,10.1,1300,0.36805244938800774
fixation,TRIALID 15,0.015,15.0,69866.0,-5.704353096021494,5.501181277577916,67,10.1,1300,0.36805244938800774
cue,91,91.0,15.0,70881.0,-5.704353096021494,5.691816913768228,67,10.1,1300,0.36805244938800774
stimulus,53,53.0,15.0,72397.0,-5.704353096021494,7.704322904447116,67,10.1,1300,0.36805244938800774
response,210,210.0,15.0,72957.0,-5.704353096021494,3.070289067564041,67,10.1,1300,0.36805244938800774
feedback,20,20.0,15.0,73864.0,-5.704353096021494,6.750580737392541,67,10.1,1300,0.36805244938800774
fixation,TRIALID 16,0.016,16.0,75001.0,-5.704353096021494,5.485476496417974,67,10.1,1300,0.36805244938800774
cue,92,92.0,16.0,75914.0,-5.704353096021494,4.521489345816675,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,16.0,77431.0,-5.704353096021494,7.571765391004023,67,10.1,1300,0.36805244938800774
response,200,200.0,16.0,77907.0,-5.704353096021494,2.6111851232492573,67,10.1,1300,0.36805244938800774
feedback,110,110.0,16.0,78814.0,-5.704353096021494,7.6194738922860035,67,10.1,1300,0.36805244938800774
fixation,TRIALID 17,0.017,17.0,80038.0,-5.704353096021494,6.175086845560731,67,10.1,1300,0.36805244938800774
cue,92,92.0,17.0,80965.0,-5.704353096021494,5.381526525005477,67,10.1,1300,0.36805244938800774
stimulus,53,53.0,17.0,82481.0,-5.704353096021494,7.290068507983884,67,10.1,1300,0.36805244938800774
response,210,210.0,17.0,83034.0,-5.704353096021494,1.7579679550790708,67,10.1,1300,0.36805244938800774
feedback,110,110.0,17.0,83914.0,-5.704353096021494,6.437492739627814,67,10.1,1300,0.36805244938800774
fixation,TRIALID 18,0.018,18.0,85081.0,-5.704353096021494,4.242823104003793,67,10.1,1300,0.36805244938800774
cue,94,94.0,18.0,85831.0,-5.704353096021494,6.195781308906487,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,18.0,87348.0,-5.704353096021494,8.335637097008288,67,10.1,1300,0.36805244938800774
response,200,200.0,18.0,88241.0,-5.704353096021494,6.4804249978412125,67,10.1,1300,0.36805244938800774
feedback,10,10.0,18.0,89164.0,-5.704353096021494,6.074817180348992,67,10.1,1300,0.36805244938800774
fixation,TRIALID 19,0.019,19.0,89962.0,-5.704353096021494,3.9857766494660782,67,10.1,1300,0.36805244938800774
cue,93,93.0,19.0,90831.0,-5.704353096021494,7.178349287062984,67,10.1,1300,0.36805244938800774
stimulus,53,53.0,19.0,92348.0,-5.704353096021494,7.519448189268059,67,10.1,1300,0.36805244938800774
response,210,210.0,19.0,92969.0,-5.704353096021494,3.822324518403986,67,10.1,1300,0.36805244938800774
feedback,20,20.0,19.0,93898.0,-5.704353096021494,6.193158862650307,67,10.1,1300,0.36805244938800774
fixation,TRIALID 20,0.02,20.0,94962.0,-5.704353096021494,5.442743633820837,67,10.1,1300,0.36805244938800774
cue,93,93.0,20.0,95848.0,-5.704353096021494,4.986619880350157,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,20.0,97364.0,-5.704353096021494,7.6096283014572705,67,10.1,1300,0.36805244938800774
response,210,210.0,20.0,98202.0,-5.704353096021494,3.905767339209018,67,10.1,1300,0.36805244938800774
feedback,10,10.0,20.0,99114.0,-5.704353096021494,5.205641742229975,67,10.1,1300,0.36805244938800774
fixation,TRIALID 21,0.021,21.0,99979.0,-5.704353096021494,4.3971372499289165,67,10.1,1300,0.36805244938800774
cue,92,92.0,21.0,100882.0,-5.704353096021494,5.584690596767581,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,21.0,102398.0,-5.704353096021494,7.266199484160735,67,10.1,1300,0.36805244938800774
response,210,210.0,21.0,103070.0,-5.704353096021494,3.3319269337261126,67,10.1,1300,0.36805244938800774
feedback,10,10.0,21.0,103981.0,-5.704353096021494,6.964391149071138,67,10.1,1300,0.36805244938800774
fixation,TRIALID 22,0.022,22.0,105000.0,-5.704353096021494,4.688030089509205,67,10.1,1300,0.36805244938800774
cue,91,91.0,22.0,105882.0,-5.704353096021494,5.081130818623604,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,22.0,107398.0,-5.704353096021494,7.917491540935559,67,10.1,1300,0.36805244938800774
response,200,200.0,22.0,107869.0,-5.704353096021494,2.3739206816227636,67,10.1,1300,0.36805244938800774
feedback,20,20.0,22.0,108781.0,-5.704353096021494,7.2621620417795985,67,10.1,1300,0.36805244938800774
fixation,TRIALID 23,0.023,23.0,110008.0,-5.704353096021494,5.705535672267519,67,10.1,1300,0.36805244938800774
cue,93,93.0,23.0,110965.0,-5.704353096021494,6.156261269759443,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,23.0,112481.0,-5.704353096021494,7.7425002443596425,67,10.1,1300,0.36805244938800774
response,210,210.0,23.0,112917.0,-5.704353096021494,1.74853959074714,67,10.1,1300,0.36805244938800774
feedback,20,20.0,23.0,113848.0,-5.704353096021494,7.5120536086959415,67,10.1,1300,0.36805244938800774
fixation,TRIALID 24,0.024,24.0,115093.0,-5.704353096021494,3.706722814647914,67,10.1,1300,0.36805244938800774
cue,91,91.0,24.0,115748.0,-5.704353096021494,4.794968998335722,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,24.0,117265.0,-5.704353096021494,8.371857846200692,67,10.1,1300,0.36805244938800774
response,210,210.0,24.0,118008.0,-5.704353096021494,5.257714469078656,67,10.1,1300,0.36805244938800774
feedback,20,20.0,24.0,118898.0,-5.704353096021494,6.6696355694507785,67,10.1,1300,0.36805244938800774
fixation,TRIALID 25,0.025,25.0,119873.0,-5.704353096021494,4.934775831302924,67,10.1,1300,0.36805244938800774
cue,93,93.0,25.0,120732.0,-5.704353096021494,6.031945228632132,67,10.1,1300,0.36805244938800774
stimulus,53,53.0,25.0,122248.0,-5.704353096021494,7.749502257646471,67,10.1,1300,0.36805244938800774
response,210,210.0,25.0,122796.0,-5.704353096021494,2.7049687639408866,67,10.1,1300,0.36805244938800774
feedback,20,20.0,25.0,123699.0,-5.704353096021494,6.826213273690337,67,10.1,1300,0.36805244938800774
fixation,TRIALID 26,0.026,26.0,124858.0,-5.704353096021494,5.296527080167167,67,10.1,1300,0.36805244938800774
cue,92,92.0,26.0,125765.0,-5.704353096021494,5.537142464131058,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,26.0,127282.0,-5.704353096021494,7.421231972485202,67,10.1,1300,0.36805244938800774
response,210,210.0,26.0,127770.0,-5.704353096021494,1.8686767630841696,67,10.1,1300,0.36805244938800774
feedback,110,110.0,26.0,128682.0,-5.704353096021494,7.904080166593125,67,10.1,1300,0.36805244938800774
fixation,TRIALID 27,0.027,27.0,129889.0,-5.704353096021494,6.343531316043819,67,10.1,1300,0.36805244938800774
cue,91,91.0,27.0,130797.0,-5.704353096021494,5.78784745937511,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,27.0,132315.0,-5.704353096021494,8.00650267747595,67,10.1,1300,0.36805244938800774
response,210,210.0,27.0,132878.0,-5.704353096021494,2.8634579146788446,67,10.1,1300,0.36805244938800774
feedback,20,20.0,27.0,133798.0,-5.704353096021494,6.446368886932377,67,10.1,1300,0.36805244938800774
fixation,TRIALID 28,0.028,28.0,134922.0,-5.704353096021494,5.230532620760961,67,10.1,1300,0.36805244938800774
cue,91,91.0,28.0,135765.0,-5.704353096021494,5.690748937716346,67,10.1,1300,0.36805244938800774
stimulus,53,53.0,28.0,137282.0,-5.704353096021494,8.48357054029648,67,10.1,1300,0.36805244938800774
response,210,210.0,28.0,137935.0,-5.704353096021494,3.4056021730761166,67,10.1,1300,0.36805244938800774
feedback,20,20.0,28.0,138849.0,-5.704353096021494,5.381474278899997,67,10.1,1300,0.36805244938800774
fixation,TRIALID 29,0.029,29.0,139886.0,-5.704353096021494,3.583035892918532,67,10.1,1300,0.36805244938800774
cue,93,93.0,29.0,140567.0,-5.704353096021494,4.569228057358093,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,29.0,142082.0,-5.704353096021494,7.06507777746908,67,10.1,1300,0.36805244938800774
response,210,210.0,29.0,142791.0,-5.704353096021494,4.172377365468697,67,10.1,1300,0.36805244938800774
feedback,20,20.0,29.0,143699.0,-5.704353096021494,5.749625172614237,67,10.1,1300,0.36805244938800774
fixation,TRIALID 30,0.03,30.0,144696.0,-5.704353096021494,4.763376314658142,67,10.1,1300,0.36805244938800774
cue,93,93.0,30.0,145683.0,-5.704353096021494,5.503853013555698,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,30.0,147199.0,-5.704353096021494,6.703292729588969,67,10.1,1300,0.36805244938800774
response,210,210.0,30.0,147817.0,-5.704353096021494,4.031666181994208,67,10.1,1300,0.36805244938800774
feedback,20,20.0,30.0,148716.0,-5.704353096021494,6.644655845318021,67,10.1,1300,0.36805244938800774
fixation,TRIALID 31,0.031,31.0,149805.0,-5.704353096021494,4.006498943551623,67,10.1,1300,0.36805244938800774
cue,91,91.0,31.0,150516.0,-5.704353096021494,5.923470505920166,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,31.0,152033.0,-5.704353096021494,7.709899748911132,67,10.1,1300,0.36805244938800774
response,210,210.0,31.0,152770.0,-5.704353096021494,4.795735427118433,67,10.1,1300,0.36805244938800774
feedback,20,20.0,31.0,153716.0,-5.704353096021494,5.747998261903465,67,10.1,1300,0.36805244938800774
fixation,TRIALID 32,0.032,32.0,154647.0,-5.704353096021494,3.1261108365406707,67,10.1,1300,0.36805244938800774
cue,91,91.0,32.0,155349.0,-5.704353096021494,5.301084120454243,67,10.1,1300,0.36805244938800774
stimulus,53,53.0,32.0,156867.0,-5.704353096021494,7.786096522846245,67,10.1,1300,0.36805244938800774
response,210,210.0,32.0,157315.0,-5.704353096021494,1.5459510533253313,67,10.1,1300,0.36805244938800774
feedback,20,20.0,32.0,158266.0,-5.704353096021494,6.166471703974808,67,10.1,1300,0.36805244938800774
fixation,TRIALID 33,0.033,33.0,159479.0,-5.704353096021494,3.5586401688421265,67,10.1,1300,0.36805244938800774
cue,91,91.0,33.0,160115.0,-5.704353096021494,5.300863150448185,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,33.0,161633.0,-5.704353096021494,7.463370927416073,67,10.1,1300,0.36805244938800774
response,200,200.0,33.0,162254.0,-5.704353096021494,4.257117316211265,67,10.1,1300,0.36805244938800774
feedback,10,10.0,33.0,163183.0,-5.704353096021494,7.0042239684273655,67,10.1,1300,0.36805244938800774
fixation,TRIALID 34,0.034,34.0,164242.0,-5.704353096021494,4.417067153839338,67,10.1,1300,0.36805244938800774
cue,91,91.0,34.0,164864.0,-5.704353096021494,5.080003272202236,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,34.0,166383.0,-5.704353096021494,7.154425436883036,67,10.1,1300,0.36805244938800774
response,210,210.0,34.0,167110.0,-5.704353096021494,3.358604330403977,67,10.1,1300,0.36805244938800774
feedback,20,20.0,34.0,168033.0,-5.704353096021494,5.1750429084653575,67,10.1,1300,0.36805244938800774
fixation,TRIALID 35,0.035,35.0,168997.0,-5.704353096021494,5.394927031614394,67,10.1,1300,0.36805244938800774
cue,91,91.0,35.0,170016.0,-5.704353096021494,6.843822417346835,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,35.0,171533.0,-5.704353096021494,7.350859874729513,67,10.1,1300,0.36805244938800774
response,210,210.0,35.0,172383.0,-5.704353096021494,6.0956140301979245,67,10.1,1300,0.36805244938800774
feedback,20,20.0,35.0,173350.0,-5.704353096021494,7.727829948276246,67,10.1,1300,0.36805244938800774
fixation,TRIALID 36,0.036,36.0,174137.0,-5.704353096021494,3.2924724292161858,67,10.1,1300,0.36805244938800774
cue,92,92.0,36.0,174848.0,-5.704353096021494,7.0188306709344745,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,36.0,176367.0,-5.704353096021494,7.3430344297128025,67,10.1,1300,0.36805244938800774
response,210,210.0,36.0,176951.0,-5.704353096021494,2.955066153375091,67,10.1,1300,0.36805244938800774
feedback,110,110.0,36.0,177834.0,-5.704353096021494,7.282511681530392,67,10.1,1300,0.36805244938800774
fixation,TRIALID 37,0.037,37.0,178977.0,-5.704353096021494,4.1114516188894745,67,10.1,1300,0.36805244938800774
cue,92,92.0,37.0,179617.0,-5.704353096021494,5.849826281692032,67,10.1,1300,0.36805244938800774
stimulus,53,53.0,37.0,181133.0,-5.704353096021494,7.57029694732602,67,10.1,1300,0.36805244938800774
response,210,210.0,37.0,181725.0,-5.704353096021494,3.477482613664955,67,10.1,1300,0.36805244938800774
feedback,110,110.0,37.0,182650.0,-5.704353096021494,7.07992423292429,67,10.1,1300,0.36805244938800774
fixation,TRIALID 38,0.038,38.0,183736.0,-5.704353096021494,4.7374813012748165,67,10.1,1300,0.36805244938800774
cue,94,94.0,38.0,184567.0,-5.704353096021494,5.565077245184137,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,38.0,186083.0,-5.704353096021494,7.630054810241393,67,10.1,1300,0.36805244938800774
response,210,210.0,38.0,186620.0,-5.704353096021494,2.3085862756560718,67,10.1,1300,0.36805244938800774
feedback,110,110.0,38.0,187516.0,-5.704353096021494,6.751717215645333,67,10.1,1300,0.36805244938800774
fixation,TRIALID 39,0.039,39.0,188688.0,-5.704353096021494,4.185877402816437,67,10.1,1300,0.36805244938800774
cue,91,91.0,39.0,189398.0,-5.704353096021494,5.571644632166664,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,39.0,190917.0,-5.704353096021494,7.072748042536182,67,10.1,1300,0.36805244938800774
response,210,210.0,39.0,191451.0,-5.704353096021494,2.231429098408248,67,10.1,1300,0.36805244938800774
feedback,20,20.0,39.0,192400.0,-5.704353096021494,7.002075069905561,67,10.1,1300,0.36805244938800774
fixation,TRIALID 40,0.04,40.0,193527.0,-5.704353096021494,3.1660789930395654,67,10.1,1300,0.36805244938800774
cue,92,92.0,40.0,194134.0,-5.704353096021494,4.32242661751088,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,40.0,195650.0,-5.704353096021494,7.02915135136477,67,10.1,1300,0.36805244938800774
response,210,210.0,40.0,196225.0,-5.704353096021494,1.9864683885280732,67,10.1,1300,0.36805244938800774
feedback,110,110.0,40.0,197100.0,-5.704353096021494,6.697287293351794,67,10.1,1300,0.36805244938800774
fixation,TRIALID 41,0.041,41.0,198254.0,-5.704353096021494,5.118546278466328,67,10.1,1300,0.36805244938800774
cue,94,94.0,41.0,199085.0,-5.704353096021494,5.332961119431016,67,10.1,1300,0.36805244938800774
stimulus,53,53.0,41.0,200601.0,-5.704353096021494,7.844574697575133,67,10.1,1300,0.36805244938800774
response,210,210.0,41.0,201463.0,-5.704353096021494,5.288801876624466,67,10.1,1300,0.36805244938800774
feedback,10,10.0,41.0,202383.0,-5.704353096021494,5.971147482968553,67,10.1,1300,0.36805244938800774
fixation,TRIALID 42,0.042,42.0,203212.0,-5.704353096021494,2.7927548629929224,67,10.1,1300,0.36805244938800774
cue,92,92.0,42.0,203832.0,-5.704353096021494,5.186667727897327,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,42.0,205351.0,-5.704353096021494,6.677138323048947,67,10.1,1300,0.36805244938800774
response,210,210.0,42.0,205944.0,-5.704353096021494,2.7506198445694365,67,10.1,1300,0.36805244938800774
feedback,110,110.0,42.0,206867.0,-5.704353096021494,6.078280431600166,67,10.1,1300,0.36805244938800774
fixation,TRIALID 43,0.043,43.0,207962.0,-5.704353096021494,3.7730216744899643,67,10.1,1300,0.36805244938800774
cue,93,93.0,43.0,208784.0,-5.704353096021494,4.6877999296549175,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,43.0,210301.0,-5.704353096021494,6.730717293330411,67,10.1,1300,0.36805244938800774
response,210,210.0,43.0,211180.0,-5.704353096021494,4.5231278254277205,67,10.1,1300,0.36805244938800774
feedback,10,10.0,43.0,212102.0,-5.704353096021494,4.14101655802633,67,10.1,1300,0.36805244938800774
fixation,TRIALID 44,0.044,44.0,212905.0,-5.704353096021494,3.398792941782362,67,10.1,1300,0.36805244938800774
cue,94,94.0,44.0,213734.0,-5.704353096021494,5.675632344055946,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,44.0,215251.0,-5.704353096021494,7.630895548714524,67,10.1,1300,0.36805244938800774
response,210,210.0,44.0,215738.0,-5.704353096021494,1.6580920380668267,67,10.1,1300,0.36805244938800774
feedback,110,110.0,44.0,216667.0,-5.704353096021494,6.959269555615671,67,10.1,1300,0.36805244938800774
fixation,TRIALID 45,0.045,45.0,217859.0,-5.704353096021494,3.0548608256621956,67,10.1,1300,0.36805244938800774
cue,91,91.0,45.0,218482.0,-5.704353096021494,4.184224896815556,67,10.1,1300,0.36805244938800774
stimulus,53,53.0,45.0,220001.0,-5.704353096021494,7.416912845279063,67,10.1,1300,0.36805244938800774
response,210,210.0,45.0,220913.0,-5.704353096021494,5.287790197187025,67,10.1,1300,0.36805244938800774
feedback,10,10.0,45.0,221868.0,-5.704353096021494,4.799821836179345,67,10.1,1300,0.36805244938800774
fixation,TRIALID 46,0.046,46.0,222634.0,-5.704353096021494,4.186001470415893,67,10.1,1300,0.36805244938800774
cue,93,93.0,46.0,223651.0,-5.704353096021494,5.863519021477421,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,46.0,225167.0,-5.704353096021494,7.199676145594925,67,10.1,1300,0.36805244938800774
response,210,210.0,46.0,225961.0,-5.704353096021494,4.513461766121387,67,10.1,1300,0.36805244938800774
feedback,10,10.0,46.0,226852.0,-5.704353096021494,5.060687230412241,67,10.1,1300,0.36805244938800774
fixation,TRIALID 47,0.047,47.0,227776.0,-5.704353096021494,4.883198103307333,67,10.1,1300,0.36805244938800774
cue,93,93.0,47.0,228786.0,-5.704353096021494,4.6908627492822665,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,47.0,230301.0,-5.704353096021494,6.312689934560747,67,10.1,1300,0.36805244938800774
response,210,210.0,47.0,230931.0,-5.704353096021494,3.1412954653490583,67,10.1,1300,0.36805244938800774
feedback,20,20.0,47.0,231851.0,-5.704353096021494,6.075817682450347,67,10.1,1300,0.36805244938800774
fixation,TRIALID 48,0.048,48.0,232908.0,-5.704353096021494,4.397513387821911,67,10.1,1300,0.36805244938800774
cue,91,91.0,48.0,233902.0,-5.704353096021494,5.247705226864136,67,10.1,1300,0.36805244938800774
stimulus,53,53.0,48.0,235419.0,-5.704353096021494,6.969979053379111,67,10.1,1300,0.36805244938800774
response,210,210.0,48.0,236247.0,-5.704353096021494,4.741879901484029,67,10.1,1300,0.36805244938800774
feedback,10,10.0,48.0,237201.0,-5.704353096021494,5.432985488492427,67,10.1,1300,0.36805244938800774
fixation,TRIALID 49,0.049,49.0,238033.0,-5.704353096021494,2.5659173703914973,67,10.1,1300,0.36805244938800774
cue,94,94.0,49.0,238802.0,-5.704353096021494,5.129645085171179,67,10.1,1300,0.36805244938800774
stimulus,51,51.0,49.0,240318.0,-5.704353096021494,6.4646399774270735,67,10.1,1300,0.36805244938800774
response,210,210.0,49.0,241128.0,-5.704353096021494,4.066272270131826,67,10.1,1300,0.36805244938800774
feedback,10,10.0,49.0,242018.0,-5.704353096021494,5.08004159185579,67,10.1,1300,0.36805244938800774
fixation,TRIALID 50,0.05,50.0,242918.0,-5.704353096021494,3.0401678563049983,67,10.1,1300,0.36805244938800774
cue,92,92.0,50.0,243635.0,-5.704353096021494,4.205452351474367,67,10.1,1300,0.36805244938800774
stimulus,52,52.0,50.0,245151.0,-5.704353096021494,6.248045898386416,67,10.1,1300,0.36805244938800774
response,210,210.0,50.0,245792.0,-5.704353096021494,2.4959412941971806,67,10.1,1300,0.36805244938800774
feedback,110,110.0,50.0,246718.0,-5.704353096021494,4.842060722852248,67,10.1,1300,0.36805244938800774
fixation,TRIALID 51,0.051,51.0,247754.0,-5.704353096021494,4.275917119053076,67,10.1,1300,0.36805244938800774
cue,93,93.0,51.0,248635.0,-5.704353096021494,5.181975426253809,67,10.1,1300,0.36805244938800774
