event,code,ttl,trial,event_onset,pupil_baseline,pupil_response,subject,npar,tmax,r
fixation,TRIALID 1,0.001,1.0,1050.0,-7.495430155379036,9.360958575529871,26,10.1,1300,0.38445473265609076
cue,91,91.0,1.0,1894.0,-7.495430155379036,6.002899786723406,26,10.1,1300,0.38445473265609076
stimulus,53,53.0,1.0,3428.0,-7.495430155379036,9.828295338241412,26,10.1,1300,0.38445473265609076
response,210,210.0,1.0,4108.0,-7.495430155379036,7.00231930659776,26,10.1,1300,0.38445473265609076
feedback,10,10.0,1.0,5145.0,-7.495430155379036,9.420322591449525,26,10.1,1300,0.38445473265609076
fixation,TRIALID 2,0.002,2.0,6071.0,-7.495430155379036,6.727558608843542,26,10.1,1300,0.38445473265609076
cue,94,94.0,2.0,6946.0,-7.495430155379036,7.408189402088096,26,10.1,1300,0.38445473265609076
stimulus,52,52.0,2.0,8462.0,-7.495430155379036,8.982280230028312,26,10.1,1300,0.38445473265609076
response,210,210.0,2.0,9082.0,-7.495430155379036,5.10643446679872,26,10.1,1300,0.38445473265609076
feedback,110,110.0,2.0,10095.0,-7.495430155379036,8.80944642081518,26,10.1,1300,0.38445473265609076
fixation,TRIALID 3,0.003,3.0,11081.0,-7.495430155379036,5.669594036278536,26,10.1,1300,0.38445473265609076
cue,94,94.0,3.0,11895.0,-7.495430155379036,7.170090840991447,26,10.1,1300,0.38445473265609076
stimulus,52,52.0,3.0,13412.0,-7.495430155379036,8.733697805554762,26,10.1,1300,0.38445473265609076
response,210,210.0,3.0,13986.0,-7.495430155379036,4.309915477915744,26,10.1,1300,0.38445473265609076
feedback,110,110.0,3.0,15012.0,-7.495430155379036,9.801973282297517,26,10.1,1300,0.38445473265609076
fixation,TRIALID 4,0.004,4.0,16018.0,-7.495430155379036,4.135600967096483,26,10.1,1300,0.38445473265609076
cue,92,92.0,4.0,16612.0,-7.495430155379036,7.376736698428653,26,10.1,1300,0.38445473265609076
stimulus,51,51.0,4.0,18129.0,-7.495430155379036,9.281868072836595,26,10.1,1300,0.38445473265609076
response,210,210.0,4.0,18653.0,-7.495430155379036,5.1234929472899475,26,10.1,1300,0.38445473265609076
feedback,10,10.0,4.0,19712.0,-7.495430155379036,10.182357794752571,26,10.1,1300,0.38445473265609076
fixation,TRIALID 5,0.005,5.0,20736.0,-7.495430155379036,4.3162042427477,26,10.1,1300,0.38445473265609076
cue,94,94.0,5.0,21327.0,-7.495430155379036,7.13463016404696,26,10.1,1300,0.38445473265609076
stimulus,51,51.0,5.0,22846.0,-7.495430155379036,10.215487964401047,26,10.1,1300,0.38445473265609076
response,200,200.0,5.0,23831.0,-7.495430155379036,8.662193843436574,26,10.1,1300,0.38445473265609076
feedback,10,10.0,5.0,24845.0,-7.495430155379036,8.792047261029419,26,10.1,1300,0.38445473265609076
fixation,TRIALID 6,0.006,6.0,25612.0,-7.495430155379036,4.127552468635226,26,10.1,1300,0.38445473265609076
cue,94,94.0,6.0,26429.0,-7.495430155379036,8.909838024193615,26,10.1,1300,0.38445473265609076
stimulus,52,52.0,6.0,27946.0,-7.495430155379036,9.794710005396043,26,10.1,1300,0.38445473265609076
response,210,210.0,6.0,28662.0,-7.495430155379036,6.861214995110647,26,10.1,1300,0.38445473265609076
feedback,110,110.0,6.0,29679.0,-7.495430155379036,8.70484423247854,26,10.1,1300,0.38445473265609076
fixation,TRIALID 7,0.007,7.0,30560.0,-7.495430155379036,7.412281228217721,26,10.1,1300,0.38445473265609076
cue,91,91.0,7.0,31561.0,-7.495430155379036,7.891177288602059,26,10.1,1300,0.38445473265609076
stimulus,53,53.0,7.0,33079.0,-7.495430155379036,8.38669978621441,26,10.1,1300,0.38445473265609076
response,210,210.0,7.0,33767.0,-7.495430155379036,5.840602636738363,26,10.1,1300,0.38445473265609076
feedback,20,20.0,7.0,34779.0,-7.495430155379036,7.664553150192575,26,10.1,1300,0.38445473265609076
fixation,TRIALID 8,0.008,8.0,35684.0,-7.495430155379036,2.354829612637422,26,10.1,1300,0.38445473265609076
cue,92,92.0,8.0,36213.0,-7.495430155379036,7.582190587770707,26,10.1,1300,0.38445473265609076
stimulus,52,52.0,8.0,37729.0,-7.495430155379036,9.014371284503069,26,10.1,1300,0.38445473265609076
response,210,210.0,8.0,38357.0,-7.495430155379036,6.0378623872790715,26,10.1,1300,0.38445473265609076
feedback,10,10.0,8.0,39379.0,-7.495430155379036,9.158847247820777,26,10.1,1300,0.38445473265609076
fixation,TRIALID 9,0.009,9.0,40342.0,-7.495430155379036,6.829207926858411,26,10.1,1300,0.38445473265609076
cue,91,91.0,9.0,41196.0,-7.495430155379036,7.991456325291005,26,10.1,1300,0.38445473265609076
stimulus,53,53.0,9.0,42712.0,-7.495430155379036,9.105739528009298,26,10.1,1300,0.38445473265609076
response,210,210.0,9.0,43509.0,-7.495430155379036,7.065362465731561,26,10.1,1300,0.38445473265609076
feedback,20,20.0,9.0,44529.0,-7.495430155379036,8.581921319222298,26,10.1,1300,0.38445473265609076
fixation,TRIALID 10,0.01,10.0,45316.0,-7.495430155379036,2.491128887582677,26,10.1,1300,0.38445473265609076
cue,93,93.0,10.0,45913.0,-7.495430155379036,7.325842847838548,26,10.1,1300,0.38445473265609076
stimulus,52,52.0,10.0,47430.0,-7.495430155379036,8.637316881033543,26,10.1,1300,0.38445473265609076
