type,sample,value,offset,duration,subject
TRIAL_RESULT,84144,"MSG	3819339 TRIAL_RESULT 0",,,29
TRIALID,84145,"MSG	3819340 TRIALID 18",,,29
93,85064,"MSG	3820259 93",,,29
51,86582,"MSG	3821777 51",,,29
210,87029,"MSG	3822224 210",,,29
20,88032,"MSG	3823227 20",,,29
TRIAL_RESULT,89191,"MSG	3824386 TRIAL_RESULT 0",,,29
TRIALID,89192,"MSG	3824387 TRIALID 19",,,29
94,89833,"MSG	3825028 94",,,29
51,91349,"MSG	3826544 51",,,29
210,92149,"MSG	3827344 210",,,29
10,93165,"MSG	3828360 10",,,29
TRIAL_RESULT,93961,"MSG	3829156 TRIAL_RESULT 0",,,29
TRIALID,93961,"MSG	3829156 TRIALID 20",,,29
93,94499,"MSG	3829694 93",,,29
53,96015,"MSG	3831210 53",,,29
200,96755,"MSG	3831950 200",,,29
10,97715,"MSG	3832910 10",,,29
TRIAL_RESULT,98619,"MSG	3833814 TRIAL_RESULT 0",,,29
TRIALID,98620,"MSG	3833815 TRIALID 21",,,29
91,99615,"MSG	3834810 91",,,29
52,101132,"MSG	3836327 52",,,29
210,102100,"MSG	3837295 210",,,29
10,103115,"MSG	3838310 10",,,29
TRIAL_RESULT,103883,"MSG	3839078 TRIAL_RESULT 0",,,29
TRIALID,103884,"MSG	3839079 TRIALID 22",,,29
91,104533,"MSG	3839728 91",,,29
53,106049,"MSG	3841244 53",,,29
210,106711,"MSG	3841906 210",,,29
20,107716,"MSG	3842911 20",,,29
TRIAL_RESULT,108661,"MSG	3843856 TRIAL_RESULT 0",,,29
TRIALID,108661,"MSG	3843856 TRIALID 23",,,29
92,109331,"MSG	3844526 92",,,29
52,110849,"MSG	3846044 52",,,29
210,111824,"MSG	3847019 210",,,29
10,112799,"MSG	3847994 10",,,29
TRIAL_RESULT,113566,"MSG	3848761 TRIAL_RESULT 0",,,29
TRIALID,113567,"MSG	3848762 TRIALID 24",,,29
92,114514,"MSG	3849709 92",,,29
53,116033,"MSG	3851228 53",,,29
200,116801,"MSG	3851996 200",,,29
10,117766,"MSG	3852961 10",,,29
TRIAL_RESULT,118647,"MSG	3853842 TRIAL_RESULT 0",,,29
TRIALID,118648,"MSG	3853843 TRIALID 25",,,29
92,119433,"MSG	3854628 92",,,29
51,120949,"MSG	3856144 51",,,29
210,121866,"MSG	3857061 210",,,29
10,122849,"MSG	3858044 10",,,29
TRIAL_RESULT,123616,"MSG	3858811 TRIAL_RESULT 0",,,29
TRIALID,123617,"MSG	3858812 TRIALID 26",,,29
93,124233,"MSG	3859428 93",,,29
51,125750,"MSG	3860945 51",,,29
210,126717,"MSG	3861912 210",,,29
10,127683,"MSG	3862878 10",,,29
TRIAL_RESULT,128449,"MSG	3863644 TRIAL_RESULT 0",,,29
TRIALID,128450,"MSG	3863645 TRIALID 27",,,29
94,129031,"MSG	3864226 94",,,29
53,130549,"MSG	3865744 53",,,29
210,131338,"MSG	3866533 210",,,29
10,132316,"MSG	3867511 10",,,29
TRIAL_RESULT,133161,"MSG	3868356 TRIAL_RESULT 0",,,29
TRIALID,133161,"MSG	3868356 TRIALID 28",,,29
93,133915,"MSG	3869110 93",,,29
52,135433,"MSG	3870628 52",,,29
10,137266,"MSG	3872461 10",,,29
TRIAL_RESULT,138034,"MSG	3873229 TRIAL_RESULT 0",,,29
TRIALID,138034,"MSG	3873229 TRIALID 29",,,29
92,138717,"MSG	3873912 92",,,29
52,140233,"MSG	3875428 52",,,29
200,141160,"MSG	3876355 200",,,29
10,142117,"MSG	3877312 10",,,29
TRIAL_RESULT,142883,"MSG	3878078 TRIAL_RESULT 0",,,29
TRIALID,142883,"MSG	3878078 TRIALID 30",,,29
92,143683,"MSG	3878878 92",,,29
51,145200,"MSG	3880395 51",,,29
10,147033,"MSG	3882228 10",,,29
TRIAL_RESULT,147800,"MSG	3882995 TRIAL_RESULT 0",,,29
TRIALID,147800,"MSG	3882995 TRIALID 31",,,29
91,148500,"MSG	3883695 91",,,29
53,150017,"MSG	3885212 53",,,29
210,150714,"MSG	3885909 210",,,29
10,151667,"MSG	3886862 10",,,29
TRIAL_RESULT,152621,"MSG	3887816 TRIAL_RESULT 0",,,29
TRIALID,152621,"MSG	3887816 TRIALID 32",,,29
91,153150,"MSG	3888345 91",,,29
52,154667,"MSG	3889862 52",,,29
200,155631,"MSG	3890826 200",,,29
10,156567,"MSG	3891762 10",,,29
TRIAL_RESULT,157334,"MSG	3892529 TRIAL_RESULT 0",,,29
TRIALID,157334,"MSG	3892529 TRIALID 33",,,29
91,158334,"MSG	3893529 91",,,29
52,159850,"MSG	3895045 52",,,29
200,160230,"MSG	3895425 200",,,29
10,161184,"MSG	3896379 10",,,29
TRIAL_RESULT,162455,"MSG	3897650 TRIAL_RESULT 0",,,29
TRIALID,162456,"MSG	3897651 TRIALID 34",,,29
94,163150,"MSG	3898345 94",,,29
53,164667,"MSG	3899862 53",,,29
210,165225,"MSG	3900420 210",,,29
110,166234,"MSG	3901429 110",,,29
TRIAL_RESULT,167279,"MSG	3902474 TRIAL_RESULT 0",,,29
TRIALID,167280,"MSG	3902475 TRIALID 35",,,29
94,167834,"MSG	3903029 94",,,29
51,169351,"MSG	3904546 51",,,29
210,170333,"MSG	3905528 210",,,29
10,171334,"MSG	3906529 10",,,29
TRIAL_RESULT,172100,"MSG	3907295 TRIAL_RESULT 0",,,29
TRIALID,172101,"MSG	3907296 TRIALID 36",,,29
92,172901,"MSG	3908096 92",,,29
51,174417,"MSG	3909612 51",,,29
210,175111,"MSG	3910306 210",,,29
10,176100,"MSG	3911295 10",,,29
TRIAL_RESULT,177016,"MSG	3912211 TRIAL_RESULT 0",,,29
TRIALID,177016,"MSG	3912211 TRIALID 37",,,29
94,177599,"MSG	3912794 94",,,29
53,179117,"MSG	3914312 53",,,29
10,180951,"MSG	3916146 10",,,29
TRIAL_RESULT,181718,"MSG	3916913 TRIAL_RESULT 0",,,29
TRIALID,181718,"MSG	3916913 TRIALID 38",,,29
94,182301,"MSG	3917496 94",,,29
52,183817,"MSG	3919012 52",,,29
200,184774,"MSG	3919969 200",,,29
10,185751,"MSG	3920946 10",,,29
TRIAL_RESULT,186518,"MSG	3921713 TRIAL_RESULT 0",,,29
TRIALID,186518,"MSG	3921713 TRIALID 39",,,29
92,187351,"MSG	3922546 92",,,29
52,188867,"MSG	3924062 52",,,29
10,190701,"MSG	3925896 10",,,29
TRIAL_RESULT,191468,"MSG	3926663 TRIAL_RESULT 0",,,29
TRIALID,191468,"MSG	3926663 TRIALID 40",,,29
93,192349,"MSG	3927544 93",,,29
53,193868,"MSG	3929063 53",,,29
10,195701,"MSG	3930896 10",,,29
TRIAL_RESULT,196469,"MSG	3931664 TRIAL_RESULT 0",,,29
TRIALID,196470,"MSG	3931665 TRIALID 41",,,29
93,197366,"MSG	3932561 93",,,29
52,198884,"MSG	3934079 52",,,29
200,199757,"MSG	3934952 200",,,29
10,200768,"MSG	3935963 10",,,29
TRIAL_RESULT,201535,"MSG	3936730 TRIAL_RESULT 0",,,29
TRIALID,201536,"MSG	3936731 TRIALID 42",,,29
91,202452,"MSG	3937647 91",,,29
52,203968,"MSG	3939163 52",,,29
200,204758,"MSG	3939953 200",,,29
10,205718,"MSG	3940913 10",,,29
TRIAL_RESULT,206579,"MSG	3941774 TRIAL_RESULT 0",,,29
TRIALID,206579,"MSG	3941774 TRIALID 43",,,29
91,207585,"MSG	3942780 91",,,29
52,209101,"MSG	3944296 52",,,29
200,209704,"MSG	3944899 200",,,29
10,210668,"MSG	3945863 10",,,29
TRIAL_RESULT,211703,"MSG	3946898 TRIAL_RESULT 0",,,29
TRIALID,211704,"MSG	3946899 TRIALID 44",,,29
94,212285,"MSG	3947480 94",,,29
51,213802,"MSG	3948997 51",,,29
200,214463,"MSG	3949658 200",,,29
10,215452,"MSG	3950647 10",,,29
TRIAL_RESULT,216409,"MSG	3951604 TRIAL_RESULT 0",,,29
TRIALID,216410,"MSG	3951605 TRIALID 45",,,29
93,217068,"MSG	3952263 93",,,29
52,218585,"MSG	3953780 52",,,29
10,220418,"MSG	3955613 10",,,29
TRIAL_RESULT,221186,"MSG	3956381 TRIAL_RESULT 0",,,29
TRIALID,221186,"MSG	3956381 TRIALID 46",,,29
94,221819,"MSG	3957014 94",,,29
51,223335,"MSG	3958530 51",,,29
10,225168,"MSG	3960363 10",,,29
TRIAL_RESULT,225935,"MSG	3961130 TRIAL_RESULT 0",,,29
TRIALID,225935,"MSG	3961130 TRIALID 47",,,29
92,226768,"MSG	3961963 92",,,29
53,228285,"MSG	3963480 53",,,29
10,230118,"MSG	3965313 10",,,29
TRIAL_RESULT,230885,"MSG	3966080 TRIAL_RESULT 0",,,29
TRIALID,230886,"MSG	3966081 TRIALID 48",,,29
92,231686,"MSG	3966881 92",,,29
51,233202,"MSG	3968397 51",,,29
210,234058,"MSG	3969253 210",,,29
10,235035,"MSG	3970230 10",,,29
TRIAL_RESULT,235809,"MSG	3971004 TRIAL_RESULT 0",,,29
TRIALID,235809,"MSG	3971004 TRIALID 49",,,29
94,236819,"MSG	3972014 94",,,29
53,238335,"MSG	3973530 53",,,29
210,239243,"MSG	3974438 210",,,29
10,240269,"MSG	3975464 10",,,29
TRIAL_RESULT,241036,"MSG	3976231 TRIAL_RESULT 0",,,29
TRIALID,241037,"MSG	3976232 TRIALID 50",,,29
91,241669,"MSG	3976864 91",,,29
52,243185,"MSG	3978380 52",,,29
210,243983,"MSG	3979178 210",,,29
10,244952,"MSG	3980147 10",,,29
TRIAL_RESULT,245793,"MSG	3980988 TRIAL_RESULT 0",,,29
TRIALID,245793,"MSG	3980988 TRIALID 51",,,29
92,246636,"MSG	3981831 92",,,29
53,248152,"MSG	3983347 53",,,29
10,249985,"MSG	3985180 10",,,29
TRIAL_RESULT,250753,"MSG	3985948 TRIAL_RESULT 0",,,29
TRIALID,250753,"MSG	3985948 TRIALID 52",,,29
93,251652,"MSG	3986847 93",,,29
52,253169,"MSG	3988364 52",,,29
210,254021,"MSG	3989216 210",,,29
10,254985,"MSG	3990180 10",,,29
TRIAL_RESULT,255779,"MSG	3990974 TRIAL_RESULT 0",,,29
TRIALID,255779,"MSG	3990974 TRIALID 53",,,29
94,256669,"MSG	3991864 94",,,29
52,258186,"MSG	3993381 52",,,29
10,260019,"MSG	3995214 10",,,29
TRIAL_RESULT,260786,"MSG	3995981 TRIAL_RESULT 0",,,29
TRIALID,260786,"MSG	3995981 TRIALID 54",,,29
91,261386,"MSG	3996581 91",,,29
53,262903,"MSG	3998098 53",,,29
210,263822,"MSG	3999017 210",,,29
10,264853,"MSG	4000048 10",,,29
TRIAL_RESULT,265620,"MSG	4000815 TRIAL_RESULT 0",,,29
TRIALID,265620,"MSG	4000815 TRIALID 55",,,29
94,266186,"MSG	4001381 94",,,29
51,267703,"MSG	4002898 51",,,29
10,269536,"MSG	4004731 10",,,29
TRIAL_RESULT,270303,"MSG	4005498 TRIAL_RESULT 0",,,29
TRIALID,270303,"MSG	4005498 TRIALID 56",,,29
93,271136,"MSG	4006331 93",,,29
53,272653,"MSG	4007848 53",,,29
210,273594,"MSG	4008789 210",,,29
10,274653,"MSG	4009848 10",,,29
TRIAL_RESULT,275420,"MSG	4010615 TRIAL_RESULT 0",,,29
TRIALID,275420,"MSG	4010615 TRIALID 57",,,29
92,276020,"MSG	4011215 92",,,29
52,277536,"MSG	4012731 52",,,29
10,279370,"MSG	4014565 10",,,29
TRIAL_RESULT,280136,"MSG	4015331 TRIAL_RESULT 0",,,29
TRIALID,280137,"MSG	4015332 TRIALID 58",,,29
93,280720,"MSG	4015915 93",,,29
51,282236,"MSG	4017431 51",,,29
210,283129,"MSG	4018324 210",,,29
10,284153,"MSG	4019348 10",,,29
TRIAL_RESULT,284920,"MSG	4020115 TRIAL_RESULT 0",,,29
TRIALID,284921,"MSG	4020116 TRIALID 59",,,29
93,285587,"MSG	4020782 93",,,29
52,287103,"MSG	4022298 52",,,29
10,288937,"MSG	4024132 10",,,29
TRIAL_RESULT,289704,"MSG	4024899 TRIAL_RESULT 0",,,29
TRIALID,289704,"MSG	4024899 TRIALID 60",,,29
94,290237,"MSG	4025432 94",,,29
51,291753,"MSG	4026948 51",,,29
10,293587,"MSG	4028782 10",,,29
TRIAL_RESULT,294353,"MSG	4029548 TRIAL_RESULT 0",,,29
TRIALID,294354,"MSG	4029549 TRIALID 61",,,29
94,294903,"MSG	4030098 94",,,29
51,296420,"MSG	4031615 51",,,29
210,297427,"MSG	4032622 210",,,29
10,298470,"MSG	4033665 10",,,29
TRIAL_RESULT,299237,"MSG	4034432 TRIAL_RESULT 0",,,29
TRIALID,299237,"MSG	4034432 TRIALID 62",,,29
92,299885,"MSG	4035080 92",,,29
52,301403,"MSG	4036598 52",,,29
10,303237,"MSG	4038432 10",,,29
TRIAL_RESULT,304004,"MSG	4039199 TRIAL_RESULT 0",,,29
TRIALID,304004,"MSG	4039199 TRIALID 63",,,29
91,304887,"MSG	4040082 91",,,29
51,306404,"MSG	4041599 51",,,29
210,306807,"MSG	4042002 210",,,29
10,307787,"MSG	4042982 10",,,29
TRIAL_RESULT,309012,"MSG	4044207 TRIAL_RESULT 0",,,29
TRIALID,309013,"MSG	4044208 TRIALID 64",,,29
91,310004,"MSG	4045199 91",,,29
51,311521,"MSG	4046716 51",,,29
210,312361,"MSG	4047556 210",,,29
10,313371,"MSG	4048566 10",,,29
TRIAL_RESULT,314137,"MSG	4049332 TRIAL_RESULT 0",,,29
TRIALID,314138,"MSG	4049333 TRIALID 65",,,29
93,315105,"MSG	4050300 93",,,29
52,316621,"MSG	4051816 52",,,29
200,317444,"MSG	4052639 200",,,29
10,318354,"MSG	4053549 10",,,29
TRIAL_RESULT,319234,"MSG	4054429 TRIAL_RESULT 0",,,29
TRIALID,319234,"MSG	4054429 TRIALID 66",,,29
91,319854,"MSG	4055049 91",,,29
51,321371,"MSG	4056566 51",,,29
210,322171,"MSG	4057366 210",,,29
10,323204,"MSG	4058399 10",,,29
TRIAL_RESULT,323982,"MSG	4059177 TRIAL_RESULT 0",,,29
TRIALID,323982,"MSG	4059177 TRIALID 67",,,29
92,324954,"MSG	4060149 92",,,29
51,326471,"MSG	4061666 51",,,29
10,328305,"MSG	4063500 10",,,29
TRIAL_RESULT,329071,"MSG	4064266 TRIAL_RESULT 0",,,29
TRIALID,329071,"MSG	4064266 TRIALID 68",,,29
91,330088,"MSG	4065283 91",,,29
51,331604,"MSG	4066799 51",,,29
200,332545,"MSG	4067740 200",,,29
10,333588,"MSG	4068783 10",,,29
TRIAL_RESULT,334355,"MSG	4069550 TRIAL_RESULT 0",,,29
TRIALID,334355,"MSG	4069550 TRIALID 69",,,29
93,335205,"MSG	4070400 93",,,29
53,336721,"MSG	4071916 53",,,29
210,337626,"MSG	4072821 210",,,29
10,338604,"MSG	4073799 10",,,29
TRIAL_RESULT,339371,"MSG	4074566 TRIAL_RESULT 0",,,29
TRIALID,339371,"MSG	4074566 TRIALID 70",,,29
94,340386,"MSG	4075581 94",,,29
51,341905,"MSG	4077100 51",,,29
210,342699,"MSG	4077894 210",,,29
10,343688,"MSG	4078883 10",,,29
TRIAL_RESULT,344509,"MSG	4079704 TRIAL_RESULT 0",,,29
TRIALID,344510,"MSG	4079705 TRIALID 71",,,29
91,345471,"MSG	4080666 91",,,29
53,346988,"MSG	4082183 53",,,29
200,347614,"MSG	4082809 200",,,29
10,348505,"MSG	4083700 10",,,29
TRIAL_RESULT,349595,"MSG	4084790 TRIAL_RESULT 0",,,29
TRIALID,349595,"MSG	4084790 TRIALID 72",,,29
93,350186,"MSG	4085381 93",,,29
51,351705,"MSG	4086900 51",,,29
200,352602,"MSG	4087797 200",,,29
10,353638,"MSG	4088833 10",,,29
TRIAL_RESULT,354405,"MSG	4089600 TRIAL_RESULT 0",,,29
TRIALID,354405,"MSG	4089600 TRIALID 73",,,29
93,355088,"MSG	4090283 93",,,29
53,356604,"MSG	4091799 53",,,29
10,358438,"MSG	4093633 10",,,29
TRIAL_RESULT,359206,"MSG	4094401 TRIAL_RESULT 0",,,29
TRIALID,359207,"MSG	4094402 TRIALID 74",,,29
94,359938,"MSG	4095133 94",,,29
52,361455,"MSG	4096650 52",,,29
200,362110,"MSG	4097305 200",,,29
10,363072,"MSG	4098267 10",,,29
TRIAL_RESULT,364054,"MSG	4099249 TRIAL_RESULT 0",,,29
TRIALID,364055,"MSG	4099250 TRIALID 75",,,29
92,364805,"MSG	4100000 92",,,29
51,366322,"MSG	4101517 51",,,29
210,367056,"MSG	4102251 210",,,29
10,368038,"MSG	4103233 10",,,29
TRIAL_RESULT,368932,"MSG	4104127 TRIAL_RESULT 0",,,29
!CAL,371052,"MSG	4261556 !CAL ",,,29
!CAL,371052,"MSG	4261556 !CAL Calibration points:  ",,,29
!CAL,371052,"MSG	4261556 !CAL -0.7, -51.9         0,   -711   ",,,29
!CAL,371052,"MSG	4261556 !CAL -16.6, -51.7     -2478,   -711   ",,,29
!CAL,371052,"MSG	4261556 !CAL -9.7, -50.8      2478,   -711   ",,,29
!CAL,371052,"MSG	4261556 !CAL eye check box: (L,R,T,B)",,,29
!CAL,371052,"MSG	4261557 !CAL href cal range: (L,R,T,B)",,,29
!CAL,371052,"MSG	4261557 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,29
!CAL,371052,"MSG	4261557 !CAL Prerotate (eye, ref : cos, sin:  0.99991 -0.01326       1     0",,,29
!CAL,371052,"MSG	4261557 !CAL Gains: cx:96.508 lx:1287.660 rx:1099.437",,,29
!CAL,371052,"MSG	4261557 !CAL Gains: cy:1606.729 ty:1606.729 by:1606.729",,,29
!CAL,371052,"MSG	4261557 !CAL Resolution (upd) at screen center: X=2.7, Y=0.2",,,29
!CAL,371052,"MSG	4261557 !CAL Gain Change Proportion: X: 0.171 Y: 0.000",,,29
!CAL,371052,"MSG	4261557 !CAL Y gain out of range",,,29
!CAL,371052,"MSG	4261557 !CAL PCR gain ratio(x,y) = 3.049, 3.049",,,29
!CAL,371052,"MSG	4261557 !CAL CR gain match(x,y) = 1.010, 1.010",,,29
!CAL,371052,"MSG	4261557 !CAL Slip rotation correction OFF",,,29
!CAL,371052,"MSG	4261561 !CAL CALIBRATION H3 L LEFT    GOOD ",,,29
!CAL,371052,"MSG	4281838 !CAL VALIDATION L ABORTED",,,29
!CAL,371052,"MSG	4302783 !CAL VALIDATION L ABORTED",,,29
!CAL,371052,"MSG	4314370 !CAL VALIDATION L ABORTED",,,29
RECCFG,371052,"MSG	4315531 RECCFG CR 1000 2 1 L",,,29
ELCLCFG,371052,"MSG	4315531 ELCLCFG MTABLE",,,29
GAZE_COORDS,371052,"MSG	4315531 GAZE_COORDS 0.00 0.00 1023.00 767.00",,,29
THRESHOLDS,371052,"MSG	4315531 THRESHOLDS L 47 204",,,29
ELCL_PROC,371052,"MSG	4315531 ELCL_PROC CENTROID (3)",,,29
ELCL_PCR_PARAM,371052,"MSG	4315531 ELCL_PCR_PARAM 5 3.0",,,29
!MODE,371052,"MSG	4315532 !MODE RECORD CR 1000 2 1 L",,,29
TRIALID,372090,"MSG	4316570 TRIALID 76",,,29
91,372825,"MSG	4317305 91",,,29
53,374357,"MSG	4318837 53",,,29
210,375209,"MSG	4319689 210",,,29
10,376241,"MSG	4320721 10",,,29
TRIAL_RESULT,377009,"MSG	4321489 TRIAL_RESULT 0",,,29
TRIALID,377009,"MSG	4321489 TRIALID 77",,,29
91,377909,"MSG	4322389 91",,,29
52,379425,"MSG	4323905 52",,,29
210,380431,"MSG	4324911 210",,,29
10,381442,"MSG	4325922 10",,,29
TRIAL_RESULT,382209,"MSG	4326689 TRIAL_RESULT 0",,,29
TRIALID,382210,"MSG	4326690 TRIALID 78",,,29
92,383192,"MSG	4327672 92",,,29
