type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	2075957 DISPLAY_COORDS 0 0 1023 767",,,37
!CAL,1,"MSG	2083935 !CAL ",,,37
!CAL,1,"MSG	2083935 !CAL Calibration points:  ",,,37
!CAL,1,"MSG	2083935 !CAL -1.4, -51.8         0,   -711   ",,,37
!CAL,1,"MSG	2083936 !CAL -16.7, -51.4     -2478,   -711   ",,,37
!CAL,1,"MSG	2083936 !CAL  16.0, -51.1      2478,   -711   ",,,37
!CAL,1,"MSG	2083936 !CAL eye check box: (L,R,T,B)",,,37
!CAL,1,"MSG	2083936 !CAL href cal range: (L,R,T,B)",,,37
!CAL,1,"MSG	2083936 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,37
!CAL,1,"MSG	2083936 !CAL Prerotate (eye, ref : cos, sin:  0.99995  0.0094995       1     0",,,37
!CAL,1,"MSG	2083936 !CAL Gains: cx:151.045 lx:174.717 rx:127.374",,,37
!CAL,1,"MSG	2083936 !CAL Gains: cy:339.016 ty:339.018 by:339.018",,,37
!CAL,1,"MSG	2083936 !CAL Resolution (upd) at screen center: X=1.7, Y=0.8",,,37
!CAL,1,"MSG	2083936 !CAL Gain Change Proportion: X: 0.372 Y: 0.000",,,37
!CAL,1,"MSG	2083936 !CAL Gain Ratio (Gy/Gx) = 2.244",,,37
!CAL,1,"MSG	2083936 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,37
!CAL,1,"MSG	2083936 !CAL PCR gain ratio(x,y) = 2.770, 2.770",,,37
!CAL,1,"MSG	2083936 !CAL CR gain match(x,y) = 1.010, 1.010",,,37
!CAL,1,"MSG	2083937 !CAL Slip rotation correction OFF",,,37
!CAL,1,"MSG	2083940 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,37
!CAL,1,"MSG	2089777 !CAL VALIDATION H3 R RIGHT POOR ERROR 3.39 avg. 9.44 max  OFFSET 2.90 deg. -139.4,0.0 pix.",,,37
VALIDATE,1,"MSG	2089777 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.43 deg.  20.9,0.0 pix.",,,37
VALIDATE,1,"MSG	2089777 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.30 deg.  14.2,0.0 pix.",,,37
VALIDATE,1,"MSG	2089778 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 9.44 deg.  -453.3,0.0 pix.",,,37
!CAL,1,"MSG	2580178 !CAL ",,,37
!CAL,1,"MSG	2580178 !CAL Calibration points:  ",,,37
!CAL,1,"MSG	2580178 !CAL -0.4, -38.9         0,   -711   ",,,37
!CAL,1,"MSG	2580179 !CAL -0.3, -38.4     -2478,   -711   ",,,37
!CAL,1,"MSG	2580179 !CAL  12.5, -38.1      2478,   -711   ",,,37
!CAL,1,"MSG	2580179 !CAL eye check box: (L,R,T,B)",,,37
!CAL,1,"MSG	2580179 !CAL href cal range: (L,R,T,B)",,,37
!CAL,1,"MSG	2580179 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,37
!CAL,1,"MSG	2580179 !CAL Prerotate (eye, ref : cos, sin:  0.99809  0.061844       1     0",,,37
!CAL,1,"MSG	2580179 !CAL Gains: cx:1984.492 lx:25637.309 rx:29604.838",,,37
!CAL,1,"MSG	2580179 !CAL Gains: cy:866.735 ty:866.614 by:866.899",,,37
!CAL,1,"MSG	2580179 !CAL Resolution (upd) at screen center: X=0.1, Y=0.3",,,37
!CAL,1,"MSG	2580179 !CAL Gain Change Proportion: X: 0.155 Y: 0.000",,,37
!CAL,1,"MSG	2580179 !CAL X gain out of range",,,37
!CAL,1,"MSG	2580179 !CAL PCR gain ratio(x,y) = 2.024, 2.024",,,37
!CAL,1,"MSG	2580179 !CAL CR gain match(x,y) = 1.010, 1.010",,,37
!CAL,1,"MSG	2580179 !CAL Slip rotation correction OFF",,,37
!CAL,1,"MSG	2580183 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,37
!CAL,1,"MSG	2585051 !CAL VALIDATION R ABORTED",,,37
!CAL,1,"MSG	2592091 !CAL VALIDATION R ABORTED",,,37
!CAL,1,"MSG	2598676 !CAL VALIDATION R ABORTED",,,37
!CAL,1,"MSG	2606316 !CAL ",,,37
!CAL,1,"MSG	2606316 !CAL Calibration points:  ",,,37
!CAL,1,"MSG	2606316 !CAL -0.4, -41.8         0,   -711   ",,,37
!CAL,1,"MSG	2606317 !CAL -12.7, -42.0     -2478,   -711   ",,,37
!CAL,1,"MSG	2606317 !CAL  13.6, -41.5      2478,   -711   ",,,37
!CAL,1,"MSG	2606317 !CAL eye check box: (L,R,T,B)",,,37
!CAL,1,"MSG	2606317 !CAL href cal range: (L,R,T,B)",,,37
!CAL,1,"MSG	2606317 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,37
!CAL,1,"MSG	2606317 !CAL Prerotate (eye, ref : cos, sin:  0.99979  0.020369       1     0",,,37
!CAL,1,"MSG	2606317 !CAL Gains: cx:187.541 lx:218.706 rx:156.387",,,37
!CAL,1,"MSG	2606317 !CAL Gains: cy:421.143 ty:421.142 by:421.142",,,37
!CAL,1,"MSG	2606317 !CAL Resolution (upd) at screen center: X=1.4, Y=0.6",,,37
!CAL,1,"MSG	2606317 !CAL Gain Change Proportion: X: 0.398 Y: 0.000",,,37
!CAL,1,"MSG	2606317 !CAL Gain Ratio (Gy/Gx) = 2.246",,,37
!CAL,1,"MSG	2606317 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,37
!CAL,1,"MSG	2606317 !CAL PCR gain ratio(x,y) = 2.195, 2.195",,,37
!CAL,1,"MSG	2606318 !CAL CR gain match(x,y) = 1.010, 1.010",,,37
!CAL,1,"MSG	2606318 !CAL Slip rotation correction OFF",,,37
!CAL,1,"MSG	2606321 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,37
!CAL,1,"MSG	2610533 !CAL VALIDATION H3 R RIGHT GOOD ERROR 0.20 avg. 0.48 max  OFFSET 0.12 deg. -5.6,0.0 pix.",,,37
VALIDATE,1,"MSG	2610533 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.12 deg.  -5.6,0.0 pix.",,,37
VALIDATE,1,"MSG	2610534 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.25 deg.  11.9,0.0 pix.",,,37
VALIDATE,1,"MSG	2610534 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.48 deg.  -23.2,0.0 pix.",,,37
RECCFG,1,"MSG	2611613 RECCFG CR 1000 2 1 R",,,37
ELCLCFG,1,"MSG	2611613 ELCLCFG MTABLE",,,37
GAZE_COORDS,1,"MSG	2611613 GAZE_COORDS 0.00 0.00 1023.00 767.00",,,37
THRESHOLDS,1,"MSG	2611613 THRESHOLDS R 35 201",,,37
ELCL_PROC,1,"MSG	2611613 ELCL_PROC CENTROID (3)",,,37
ELCL_PCR_PARAM,1,"MSG	2611613 ELCL_PCR_PARAM 5 3.0",,,37
!MODE,1,"MSG	2611614 !MODE RECORD CR 1000 2 1 R",,,37
TRIALID,1040,"MSG	2612653 TRIALID 1",,,37
94,1652,"MSG	2613265 94",,,37
51,3167,"MSG	2614780 51",,,37
200,3918,"MSG	2615531 200",,,37
10,4835,"MSG	2616448 10",,,37
TRIAL_RESULT,5785,"MSG	2617398 TRIAL_RESULT 0",,,37
TRIALID,5786,"MSG	2617399 TRIALID 2",,,37
94,6819,"MSG	2618432 94",,,37
53,8334,"MSG	2619947 53",,,37
210,8954,"MSG	2620567 210",,,37
110,9885,"MSG	2621498 110",,,37
TRIAL_RESULT,10951,"MSG	2622564 TRIAL_RESULT 0",,,37
TRIALID,10951,"MSG	2622564 TRIALID 3",,,37
94,11785,"MSG	2623398 94",,,37
52,13301,"MSG	2624914 52",,,37
210,13834,"MSG	2625447 210",,,37
110,14801,"MSG	2626414 110",,,37
TRIAL_RESULT,15908,"MSG	2627521 TRIAL_RESULT 0",,,37
TRIALID,15909,"MSG	2627522 TRIALID 4",,,37
92,16485,"MSG	2628098 92",,,37
51,18001,"MSG	2629614 51",,,37
210,18595,"MSG	2630208 210",,,37
110,19501,"MSG	2631114 110",,,37
TRIAL_RESULT,20603,"MSG	2632216 TRIAL_RESULT 0",,,37
TRIALID,20603,"MSG	2632216 TRIALID 5",,,37
93,21450,"MSG	2633063 93",,,37
51,22968,"MSG	2634581 51",,,37
210,23444,"MSG	2635057 210",,,37
20,24402,"MSG	2636015 20",,,37
TRIAL_RESULT,25574,"MSG	2637187 TRIAL_RESULT 0",,,37
TRIALID,25575,"MSG	2637188 TRIALID 6",,,37
92,26134,"MSG	2637747 92",,,37
52,27651,"MSG	2639264 52",,,37
210,28113,"MSG	2639726 210",,,37
110,29051,"MSG	2640664 110",,,37
TRIAL_RESULT,30258,"MSG	2641871 TRIAL_RESULT 0",,,37
TRIALID,30259,"MSG	2641872 TRIALID 7",,,37
91,31085,"MSG	2642698 91",,,37
51,32602,"MSG	2644215 51",,,37
210,33070,"MSG	2644683 210",,,37
10,34018,"MSG	2645631 10",,,37
TRIAL_RESULT,35202,"MSG	2646815 TRIAL_RESULT 0",,,37
TRIALID,35203,"MSG	2646816 TRIALID 8",,,37
93,36152,"MSG	2647765 93",,,37
52,37668,"MSG	2649281 52",,,37
210,38213,"MSG	2649826 210",,,37
20,39102,"MSG	2650715 20",,,37
TRIAL_RESULT,40275,"MSG	2651888 TRIAL_RESULT 0",,,37
TRIALID,40275,"MSG	2651888 TRIALID 9",,,37
92,41152,"MSG	2652765 92",,,37
51,42669,"MSG	2654282 51",,,37
210,43254,"MSG	2654867 210",,,37
110,44202,"MSG	2655815 110",,,37
TRIAL_RESULT,45274,"MSG	2656887 TRIAL_RESULT 0",,,37
TRIALID,45275,"MSG	2656888 TRIALID 10",,,37
93,46250,"MSG	2657863 93",,,37
53,47769,"MSG	2659382 53",,,37
210,48235,"MSG	2659848 210",,,37
20,49152,"MSG	2660765 20",,,37
TRIAL_RESULT,50384,"MSG	2661997 TRIAL_RESULT 0",,,37
TRIALID,50385,"MSG	2661998 TRIALID 11",,,37
91,50967,"MSG	2662580 91",,,37
52,52486,"MSG	2664099 52",,,37
200,53085,"MSG	2664698 200",,,37
20,54002,"MSG	2665615 20",,,37
TRIAL_RESULT,55088,"MSG	2666701 TRIAL_RESULT 0",,,37
TRIALID,55089,"MSG	2666702 TRIALID 12",,,37
91,55902,"MSG	2667515 91",,,37
52,57419,"MSG	2669032 52",,,37
210,58016,"MSG	2669629 210",,,37
20,58969,"MSG	2670582 20",,,37
TRIAL_RESULT,60018,"MSG	2671631 TRIAL_RESULT 0",,,37
TRIALID,60019,"MSG	2671632 TRIALID 13",,,37
93,60736,"MSG	2672349 93",,,37
52,62253,"MSG	2673866 52",,,37
210,62630,"MSG	2674243 210",,,37
20,63569,"MSG	2675182 20",,,37
TRIAL_RESULT,64862,"MSG	2676475 TRIAL_RESULT 0",,,37
TRIALID,64863,"MSG	2676476 TRIALID 14",,,37
92,65569,"MSG	2677182 92",,,37
53,67085,"MSG	2678698 53",,,37
210,67703,"MSG	2679316 210",,,37
110,68619,"MSG	2680232 110",,,37
TRIAL_RESULT,69688,"MSG	2681301 TRIAL_RESULT 0",,,37
TRIALID,69688,"MSG	2681301 TRIALID 15",,,37
93,70236,"MSG	2681849 93",,,37
51,71753,"MSG	2683366 51",,,37
210,72360,"MSG	2683973 210",,,37
20,73286,"MSG	2684899 20",,,37
TRIAL_RESULT,74365,"MSG	2685978 TRIAL_RESULT 0",,,37
TRIALID,74366,"MSG	2685979 TRIALID 16",,,37
93,75220,"MSG	2686833 93",,,37
52,76736,"MSG	2688349 52",,,37
210,77079,"MSG	2688692 210",,,37
20,78002,"MSG	2689615 20",,,37
