type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	7841417 DISPLAY_COORDS 0 0 1023 767",,,71
!CAL,1,"MSG	7868068 !CAL ",,,71
!CAL,1,"MSG	7868068 !CAL Calibration points:  ",,,71
!CAL,1,"MSG	7868068 !CAL -0.6, -9.5         0,   -711   ",,,71
!CAL,1,"MSG	7868068 !CAL -1.0, -8.0     -2478,   -711   ",,,71
!CAL,1,"MSG	7868068 !CAL -2.8, -7.6      2478,   -711   ",,,71
!CAL,1,"MSG	7868068 !CAL eye check box: (L,R,T,B)",,,71
!CAL,1,"MSG	7868068 !CAL href cal range: (L,R,T,B)",,,71
!CAL,1,"MSG	7868068 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,71
!CAL,1,"MSG	7868068 !CAL Prerotate (eye, ref : cos, sin:  0.75815 -0.65208       1     0",,,71
!CAL,1,"MSG	7868068 !CAL Gains: cx:4279.608 lx:4821.230 rx:5146.182",,,71
!CAL,1,"MSG	7868068 !CAL Gains: cy:5117.550 ty:4976.334 by:5737.366",,,71
!CAL,1,"MSG	7868068 !CAL Resolution (upd) at screen center: X=0.1, Y=0.1",,,71
!CAL,1,"MSG	7868068 !CAL Gain Change Proportion: X: 0.067 Y: 0.153",,,71
!CAL,1,"MSG	7868068 !CAL X gain out of range",,,71
!CAL,1,"MSG	7868068 !CAL PCR gain ratio(x,y) = 0.492, 0.492",,,71
!CAL,1,"MSG	7868069 !CAL CR gain match(x,y) = 1.010, 1.010",,,71
!CAL,1,"MSG	7868069 !CAL Slip rotation correction OFF",,,71
!CAL,1,"MSG	7868072 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,71
!CAL,1,"MSG	7876076 !CAL ",,,71
!CAL,1,"MSG	7876076 !CAL Calibration points:  ",,,71
!CAL,1,"MSG	7876076 !CAL -3.0, -43.2         0,   -711   ",,,71
!CAL,1,"MSG	7876076 !CAL -16.7, -43.2     -2478,   -711   ",,,71
!CAL,1,"MSG	7876076 !CAL  11.6, -43.5      2478,   -711   ",,,71
!CAL,1,"MSG	7876076 !CAL eye check box: (L,R,T,B)",,,71
!CAL,1,"MSG	7876076 !CAL href cal range: (L,R,T,B)",,,71
!CAL,1,"MSG	7876076 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,71
!CAL,1,"MSG	7876076 !CAL Prerotate (eye, ref : cos, sin:  0.99993 -0.012209       1     0",,,71
!CAL,1,"MSG	7876076 !CAL Gains: cx:174.915 lx:188.377 rx:161.453",,,71
