type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	4505998 DISPLAY_COORDS 0 0 1023 767",,,4
!CAL,1,"MSG	4548762 !CAL ",,,4
!CAL,1,"MSG	4548762 !CAL Calibration points:  ",,,4
!CAL,1,"MSG	4548762 !CAL  4.9, -35.7         0,   -711   ",,,4
!CAL,1,"MSG	4548762 !CAL -6.9, -36.7     -2478,   -711   ",,,4
!CAL,1,"MSG	4548762 !CAL  17.0, -35.4      2478,   -711   ",,,4
!CAL,1,"MSG	4548762 !CAL eye check box: (L,R,T,B)",,,4
!CAL,1,"MSG	4548762 !CAL href cal range: (L,R,T,B)",,,4
!CAL,1,"MSG	4548762 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,4
!CAL,1,"MSG	4548762 !CAL Prerotate (eye, ref : cos, sin:  0.99864  0.052163       1     0",,,4
!CAL,1,"MSG	4548763 !CAL Gains: cx:207.780 lx:212.465 rx:203.097",,,4
!CAL,1,"MSG	4548763 !CAL Gains: cy:461.962 ty:461.962 by:461.962",,,4
!CAL,1,"MSG	4548763 !CAL Resolution (upd) at screen center: X=1.3, Y=0.6",,,4
!CAL,1,"MSG	4548763 !CAL Gain Change Proportion: X: 0.046 Y: 0.000",,,4
!CAL,1,"MSG	4548763 !CAL Gain Ratio (Gy/Gx) = 2.223",,,4
!CAL,1,"MSG	4548763 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,4
!CAL,1,"MSG	4548763 !CAL PCR gain ratio(x,y) = 2.247, 2.247",,,4
!CAL,1,"MSG	4548763 !CAL CR gain match(x,y) = 1.010, 1.010",,,4
!CAL,1,"MSG	4548763 !CAL Slip rotation correction OFF",,,4
!CAL,1,"MSG	4548767 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,4
!CAL,1,"MSG	4555768 !CAL VALIDATION H3 R RIGHT GOOD ERROR 0.14 avg. 0.37 max  OFFSET 0.11 deg. -5.4,0.0 pix.",,,4
VALIDATE,1,"MSG	4555768 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.04 deg.  2.0,0.0 pix.",,,4
VALIDATE,1,"MSG	4555768 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.00 deg.  -0.2,0.0 pix.",,,4
VALIDATE,1,"MSG	4555769 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.37 deg.  -17.8,0.0 pix.",,,4
!CAL,1,"MSG	5090745 !CAL ",,,4
!CAL,1,"MSG	5090745 !CAL Calibration points:  ",,,4
