type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	8684898 DISPLAY_COORDS 0 0 1023 767",,,49
!CAL,1,"MSG	8696061 !CAL ",,,49
!CAL,1,"MSG	8696061 !CAL Calibration points:  ",,,49
!CAL,1,"MSG	8696061 !CAL  3.0, -39.3         0,   -711   ",,,49
!CAL,1,"MSG	8696061 !CAL -10.3, -39.0     -2478,   -711   ",,,49
!CAL,1,"MSG	8696061 !CAL  17.1, -38.8      2478,   -711   ",,,49
!CAL,1,"MSG	8696061 !CAL eye check box: (L,R,T,B)",,,49
!CAL,1,"MSG	8696061 !CAL href cal range: (L,R,T,B)",,,49
!CAL,1,"MSG	8696061 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,49
!CAL,1,"MSG	8696061 !CAL Prerotate (eye, ref : cos, sin:  0.99996  0.009308       1     0",,,49
!CAL,1,"MSG	8696061 !CAL Gains: cx:180.410 lx:193.545 rx:167.275",,,49
!CAL,1,"MSG	8696061 !CAL Gains: cy:404.215 ty:404.214 by:404.215",,,49
!CAL,1,"MSG	8696061 !CAL Resolution (upd) at screen center: X=1.5, Y=0.6",,,49
!CAL,1,"MSG	8696061 !CAL Gain Change Proportion: X: 0.157 Y: 0.000",,,49
!CAL,1,"MSG	8696062 !CAL Gain Ratio (Gy/Gx) = 2.241",,,49
!CAL,1,"MSG	8696062 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,49
!CAL,1,"MSG	8696062 !CAL PCR gain ratio(x,y) = 2.046, 2.046",,,49
!CAL,1,"MSG	8696062 !CAL CR gain match(x,y) = 1.010, 1.010",,,49
!CAL,1,"MSG	8696062 !CAL Slip rotation correction OFF",,,49
!CAL,1,"MSG	8696065 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,49
!CAL,1,"MSG	8713399 !CAL VALIDATION H3 R RIGHT GOOD ERROR 0.55 avg. 0.68 max  OFFSET 0.55 deg. 26.6,0.0 pix.",,,49
VALIDATE,1,"MSG	8713399 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.50 deg.  24.2,0.0 pix.",,,49
VALIDATE,1,"MSG	8713399 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.68 deg.  32.9,0.0 pix.",,,49
VALIDATE,1,"MSG	8713399 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.64 deg.  30.6,0.0 pix.",,,49
!CAL,1,"MSG	9211749 !CAL ",,,49
!CAL,1,"MSG	9211749 !CAL Calibration points:  ",,,49
!CAL,1,"MSG	9211749 !CAL  4.5, -42.9         0,   -711   ",,,49
!CAL,1,"MSG	9211749 !CAL -9.8, -43.0     -2478,   -711   ",,,49
!CAL,1,"MSG	9211749 !CAL  20.5, -42.4      2478,   -711   ",,,49
!CAL,1,"MSG	9211749 !CAL eye check box: (L,R,T,B)",,,49
!CAL,1,"MSG	9211749 !CAL href cal range: (L,R,T,B)",,,49
!CAL,1,"MSG	9211749 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,49
!CAL,1,"MSG	9211750 !CAL Prerotate (eye, ref : cos, sin:  0.99979  0.020564       1     0",,,49
!CAL,1,"MSG	9211750 !CAL Gains: cx:162.688 lx:184.267 rx:141.115",,,49
!CAL,1,"MSG	9211750 !CAL Gains: cy:364.736 ty:364.734 by:364.736",,,49
!CAL,1,"MSG	9211750 !CAL Resolution (upd) at screen center: X=1.6, Y=0.7",,,49
!CAL,1,"MSG	9211750 !CAL Gain Change Proportion: X: 0.306 Y: 0.000",,,49
!CAL,1,"MSG	9211750 !CAL Gain Ratio (Gy/Gx) = 2.242",,,49
!CAL,1,"MSG	9211750 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,49
!CAL,1,"MSG	9211750 !CAL PCR gain ratio(x,y) = 2.201, 2.201",,,49
!CAL,1,"MSG	9211750 !CAL CR gain match(x,y) = 1.010, 1.010",,,49
!CAL,1,"MSG	9211750 !CAL Slip rotation correction OFF",,,49
