type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	3994912 DISPLAY_COORDS 0 0 1023 767",,,13
!CAL,1,"MSG	4027019 !CAL ",,,13
!CAL,1,"MSG	4027019 !CAL Calibration points:  ",,,13
!CAL,1,"MSG	4027019 !CAL -1.8, -44.5         0,   -711   ",,,13
!CAL,1,"MSG	4027019 !CAL -16.5, -47.1     -2478,   -711   ",,,13
!CAL,1,"MSG	4027019 !CAL  14.8, -43.2      2478,   -711   ",,,13
!CAL,1,"MSG	4027019 !CAL eye check box: (L,R,T,B)",,,13
!CAL,1,"MSG	4027019 !CAL href cal range: (L,R,T,B)",,,13
!CAL,1,"MSG	4027019 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,13
!CAL,1,"MSG	4027019 !CAL Prerotate (eye, ref : cos, sin:  0.99255  0.12184       1     0",,,13
!CAL,1,"MSG	4027019 !CAL Gains: cx:161.396 lx:181.446 rx:141.536",,,13
!CAL,1,"MSG	4027019 !CAL Gains: cy:349.693 ty:349.696 by:349.691",,,13
!CAL,1,"MSG	4027020 !CAL Resolution (upd) at screen center: X=1.6, Y=0.8",,,13
!CAL,1,"MSG	4027020 !CAL Gain Change Proportion: X: 0.282 Y: 0.000",,,13
!CAL,1,"MSG	4027020 !CAL Gain Ratio (Gy/Gx) = 2.167",,,13
!CAL,1,"MSG	4027020 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,13
!CAL,1,"MSG	4027020 !CAL PCR gain ratio(x,y) = 2.694, 2.694",,,13
!CAL,1,"MSG	4027020 !CAL CR gain match(x,y) = 1.010, 1.010",,,13
!CAL,1,"MSG	4027020 !CAL Slip rotation correction OFF",,,13
!CAL,1,"MSG	4027023 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,13
!CAL,1,"MSG	4035255 !CAL VALIDATION H3 R RIGHT GOOD ERROR 0.31 avg. 0.65 max  OFFSET 0.23 deg. 11.2,0.0 pix.",,,13
VALIDATE,1,"MSG	4035255 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.65 deg.  31.4,0.0 pix.",,,13
VALIDATE,1,"MSG	4035255 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.03 deg.  1.6,0.0 pix.",,,13
VALIDATE,1,"MSG	4035256 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.20 deg.  -9.7,0.0 pix.",,,13
!CAL,1,"MSG	4619367 !CAL ",,,13
!CAL,1,"MSG	4619367 !CAL Calibration points:  ",,,13
!CAL,1,"MSG	4619367 !CAL -8.3, -39.3         0,   -711   ",,,13
!CAL,1,"MSG	4619367 !CAL -19.9, -40.3     -2478,   -711   ",,,13
!CAL,1,"MSG	4619367 !CAL  6.2, -36.8      2478,   -711   ",,,13
!CAL,1,"MSG	4619367 !CAL eye check box: (L,R,T,B)",,,13
!CAL,1,"MSG	4619367 !CAL href cal range: (L,R,T,B)",,,13
!CAL,1,"MSG	4619367 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,13
!CAL,1,"MSG	4619367 !CAL Prerotate (eye, ref : cos, sin:  0.99134  0.13128       1     0",,,13
!CAL,1,"MSG	4619368 !CAL Gains: cx:193.511 lx:244.892 rx:143.412",,,13
!CAL,1,"MSG	4619368 !CAL Gains: cy:419.122 ty:419.129 by:419.115",,,13
!CAL,1,"MSG	4619368 !CAL Resolution (upd) at screen center: X=1.4, Y=0.6",,,13
!CAL,1,"MSG	4619368 !CAL Gain Change Proportion: X: 0.708 Y: 0.000",,,13
!CAL,1,"MSG	4619368 !CAL Gain Ratio (Gy/Gx) = 2.166",,,13
!CAL,1,"MSG	4619368 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,13
!CAL,1,"MSG	4619368 !CAL PCR gain ratio(x,y) = 2.214, 2.214",,,13
!CAL,1,"MSG	4619368 !CAL CR gain match(x,y) = 1.010, 1.010",,,13
!CAL,1,"MSG	4619368 !CAL Slip rotation correction OFF",,,13
!CAL,1,"MSG	4619372 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,13
!CAL,1,"MSG	4628619 !CAL VALIDATION H3 R RIGHT GOOD ERROR 0.42 avg. 0.52 max  OFFSET 0.37 deg. 18.0,0.0 pix.",,,13
VALIDATE,1,"MSG	4628619 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.52 deg.  25.2,0.0 pix.",,,13
VALIDATE,1,"MSG	4628619 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.13 deg.  -6.3,0.0 pix.",,,13
VALIDATE,1,"MSG	4628619 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.29 deg.  13.8,0.0 pix.",,,13
RECCFG,1,"MSG	4636692 RECCFG CR 500 2 1 R",,,13
ELCLCFG,1,"MSG	4636692 ELCLCFG MTABLE",,,13
GAZE_COORDS,1,"MSG	4636692 GAZE_COORDS 0.00 0.00 1023.00 767.00",,,13
THRESHOLDS,1,"MSG	4636692 THRESHOLDS R 52 200",,,13
ELCL_PROC,1,"MSG	4636692 ELCL_PROC ELLIPSE  (5)",,,13
ELCL_EFIT_PARAMS,1,"MSG	4636692 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30",,,13
!MODE,1,"MSG	4636693 !MODE RECORD CR 500 2 1 R",,,13
TRIALID,524,"MSG	4637741 TRIALID 1",,,13
92,802,"MSG	4638296 92",,,13
53,1568,"MSG	4639829 53",,,13
210,1941,"MSG	4640574 210",,,13
10,2435,"MSG	4641562 10",,,13
TRIAL_RESULT,2898,"MSG	4642488 TRIAL_RESULT 0",,,13
TRIALID,2898,"MSG	4642489 TRIALID 2",,,13
91,3293,"MSG	4643279 91",,,13
52,4051,"MSG	4644795 52",,,13
210,4406,"MSG	4645504 210",,,13
20,4885,"MSG	4646462 20",,,13
TRIAL_RESULT,5372,"MSG	4647437 TRIAL_RESULT 0",,,13
TRIALID,5373,"MSG	4647438 TRIALID 3",,,13
94,5668,"MSG	4648029 94",,,13
51,6426,"MSG	4649545 51",,,13
210,6921,"MSG	4650534 210",,,13
10,7401,"MSG	4651495 10",,,13
TRIAL_RESULT,7785,"MSG	4652263 TRIAL_RESULT 0",,,13
TRIALID,7785,"MSG	4652263 TRIALID 4",,,13
93,8243,"MSG	4653179 93",,,13
51,9002,"MSG	4654696 51",,,13
210,9405,"MSG	4655502 210",,,13
10,9893,"MSG	4656479 10",,,13
TRIAL_RESULT,10300,"MSG	4657293 TRIAL_RESULT 0",,,13
TRIALID,10301,"MSG	4657294 TRIALID 5",,,13
91,10760,"MSG	4658212 91",,,13
51,11518,"MSG	4659729 51",,,13
210,11998,"MSG	4660688 210",,,13
10,12460,"MSG	4661612 10",,,13
TRIAL_RESULT,12844,"MSG	4662380 TRIAL_RESULT 0",,,13
TRIALID,12844,"MSG	4662380 TRIALID 6",,,13
92,13210,"MSG	4663112 92",,,13
53,13968,"MSG	4664629 53",,,13
210,14257,"MSG	4665206 210",,,13
110,14735,"MSG	4666163 110",,,13
TRIAL_RESULT,15272,"MSG	4667237 TRIAL_RESULT 0",,,13
TRIALID,15273,"MSG	4667238 TRIALID 7",,,13
92,15618,"MSG	4667929 92",,,13
52,16377,"MSG	4669446 52",,,13
210,16674,"MSG	4670041 210",,,13
10,17152,"MSG	4670996 10",,,13
TRIAL_RESULT,17681,"MSG	4672054 TRIAL_RESULT 0",,,13
TRIALID,17681,"MSG	4672055 TRIALID 8",,,13
92,18118,"MSG	4672929 92",,,13
52,18877,"MSG	4674446 52",,,13
210,19217,"MSG	4675126 210",,,13
10,19685,"MSG	4676063 10",,,13
