type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,MSG	442887 DISPLAY_COORDS 0 0 1023 767,,,31
RECCFG,1,MSG	983351 RECCFG CR 1000 2 1 R,,,31
ELCLCFG,1,MSG	983351 ELCLCFG MTABLE,,,31
GAZE_COORDS,1,MSG	983351 GAZE_COORDS 0.00 0.00 1023.00 767.00,,,31
THRESHOLDS,1,MSG	983351 THRESHOLDS R 45 202,,,31
ELCL_PROC,1,MSG	983351 ELCL_PROC ELLIPSE  (5),,,31
ELCL_EFIT_PARAMS,1,MSG	983351 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30,,,31
!MODE,1,MSG	983352 !MODE RECORD CR 1000 2 1 R,,,31
TRIALID,1055,MSG	984406 TRIALID 1,,,31
93,1821,MSG	985172 93,,,31
51,3354,MSG	986705 51,,,31
200,4088,MSG	987439 200,,,31
10,5052,MSG	988403 10,,,31
TRIAL_RESULT,5996,MSG	989347 TRIAL_RESULT 0,,,31
TRIALID,5998,MSG	989349 TRIALID 2,,,31
91,6688,MSG	990039 91,,,31
51,8221,MSG	991572 51,,,31
200,8832,MSG	992183 200,,,31
10,9835,MSG	993186 10,,,31
TRIAL_RESULT,10872,MSG	994223 TRIAL_RESULT 0,,,31
TRIALID,10872,MSG	994223 TRIALID 3,,,31
92,11421,MSG	994772 92,,,31
53,12953,MSG	996304 53,,,31
210,13508,MSG	996859 210,,,31
10,14488,MSG	997839 10,,,31
TRIAL_RESULT,15561,MSG	998912 TRIAL_RESULT 0,,,31
TRIALID,15561,MSG	998912 TRIALID 4,,,31
92,16319,MSG	999670 92,,,31
51,17838,MSG	1001189 51,,,31
210,18406,MSG	1001757 210,,,31
110,19404,MSG	1002755 110,,,31
TRIAL_RESULT,20437,MSG	1003788 TRIAL_RESULT 0,,,31
TRIALID,20438,MSG	1003789 TRIALID 5,,,31
92,21021,MSG	1004372 92,,,31
52,22537,MSG	1005888 52,,,31
210,23172,MSG	1006523 210,,,31
110,24121,MSG	1007472 110,,,31
TRIAL_RESULT,25143,MSG	1008494 TRIAL_RESULT 0,,,31
TRIALID,25144,MSG	1008495 TRIALID 6,,,31
93,26119,MSG	1009470 93,,,31
