type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	3062380 DISPLAY_COORDS 0 0 1023 767",,,1
!CAL,1,"MSG	3094788 !CAL ",,,1
!CAL,1,"MSG	3094788 !CAL Calibration points:  ",,,1
!CAL,1,"MSG	3094788 !CAL  2.1, -36.9         0,   -711   ",,,1
!CAL,1,"MSG	3094788 !CAL -8.2, -36.7     -2478,   -711   ",,,1
!CAL,1,"MSG	3094789 !CAL  12.4, -36.4      2478,   -711   ",,,1
!CAL,1,"MSG	3094789 !CAL eye check box: (L,R,T,B)",,,1
!CAL,1,"MSG	3094789 !CAL href cal range: (L,R,T,B)",,,1
!CAL,1,"MSG	3094789 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,1
!CAL,1,"MSG	3094789 !CAL Prerotate (eye, ref : cos, sin:  0.99986  0.01667       1     0",,,1
!CAL,1,"MSG	3094789 !CAL Gains: cx:240.348 lx:239.432 rx:241.264",,,1
!CAL,1,"MSG	3094789 !CAL Gains: cy:536.994 ty:536.994 by:536.992",,,1
!CAL,1,"MSG	3094789 !CAL Resolution (upd) at screen center: X=1.1, Y=0.5",,,1
!CAL,1,"MSG	3094790 !CAL Gain Change Proportion: X: 0.008 Y: 0.000",,,1
!CAL,1,"MSG	3094790 !CAL Gain Ratio (Gy/Gx) = 2.234",,,1
!CAL,1,"MSG	3094790 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,1
!CAL,1,"MSG	3094790 !CAL PCR gain ratio(x,y) = 2.682, 2.682",,,1
!CAL,1,"MSG	3094790 !CAL CR gain match(x,y) = 1.010, 1.010",,,1
!CAL,1,"MSG	3094790 !CAL Slip rotation correction OFF",,,1
!CAL,1,"MSG	3094794 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,1
!CAL,1,"MSG	3108887 !CAL VALIDATION R ABORTED",,,1
!CAL,1,"MSG	3112903 !CAL VALIDATION R ABORTED",,,1
!CAL,1,"MSG	3184348 !CAL VALIDATION R ABORTED",,,1
!CAL,1,"MSG	3937643 !CAL ",,,1
!CAL,1,"MSG	3937643 !CAL Calibration points:  ",,,1
!CAL,1,"MSG	3937643 !CAL  1.0, -36.9         0,   -711   ",,,1
!CAL,1,"MSG	3937643 !CAL -9.5, -37.2     -2478,   -711   ",,,1
!CAL,1,"MSG	3937643 !CAL  11.0, -35.9      2478,   -711   ",,,1
!CAL,1,"MSG	3937643 !CAL eye check box: (L,R,T,B)",,,1
!CAL,1,"MSG	3937643 !CAL href cal range: (L,R,T,B)",,,1
!CAL,1,"MSG	3937643 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,1
!CAL,1,"MSG	3937643 !CAL Prerotate (eye, ref : cos, sin:  0.99808  0.061861       1     0",,,1
!CAL,1,"MSG	3937644 !CAL Gains: cx:243.990 lx:229.246 rx:258.751",,,1
!CAL,1,"MSG	3937644 !CAL Gains: cy:539.290 ty:539.290 by:539.288",,,1
!CAL,1,"MSG	3937644 !CAL Resolution (upd) at screen center: X=1.1, Y=0.5",,,1
!CAL,1,"MSG	3937644 !CAL Gain Change Proportion: X: 0.129 Y: 0.000",,,1
!CAL,1,"MSG	3937644 !CAL Gain Ratio (Gy/Gx) = 2.210",,,1
!CAL,1,"MSG	3937644 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,1
!CAL,1,"MSG	3937644 !CAL PCR gain ratio(x,y) = 2.605, 2.605",,,1
!CAL,1,"MSG	3937644 !CAL CR gain match(x,y) = 1.010, 1.010",,,1
!CAL,1,"MSG	3937644 !CAL Slip rotation correction OFF",,,1
!CAL,1,"MSG	3937648 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,1
!CAL,1,"MSG	3951289 !CAL VALIDATION R ABORTED",,,1
RECCFG,1,"MSG	3953974 RECCFG CR 500 2 1 R",,,1
ELCLCFG,1,"MSG	3953974 ELCLCFG MTABLE",,,1
GAZE_COORDS,1,"MSG	3953974 GAZE_COORDS 0.00 0.00 1023.00 767.00",,,1
THRESHOLDS,1,"MSG	3953974 THRESHOLDS R 41 188",,,1
ELCL_PROC,1,"MSG	3953974 ELCL_PROC ELLIPSE  (5)",,,1
ELCL_EFIT_PARAMS,1,"MSG	3953974 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30",,,1
!MODE,1,"MSG	3953975 !MODE RECORD CR 500 2 1 R",,,1
TRIALID,527,"MSG	3955028 TRIALID 1",,,1
93,928,"MSG	3955830 93",,,1
52,1694,"MSG	3957362 52",,,1
10,2627,"MSG	3959229 10",,,1
TRIAL_RESULT,3016,"MSG	3960006 TRIAL_RESULT 0",,,1
TRIALID,3016,"MSG	3960007 TRIALID 2",,,1
94,3486,"MSG	3960946 94",,,1
52,4244,"MSG	3962462 52",,,1
210,4504,"MSG	3962982 210",,,1
110,4977,"MSG	3963929 110",,,1
TRIAL_RESULT,5564,"MSG	3965102 TRIAL_RESULT 0",,,1
TRIALID,5564,"MSG	3965103 TRIALID 3",,,1
91,5986,"MSG	3965946 91",,,1
51,6744,"MSG	3967463 51",,,1
200,7164,"MSG	3968302 200",,,1
10,7652,"MSG	3969279 10",,,1
TRIAL_RESULT,8056,"MSG	3970087 TRIAL_RESULT 0",,,1
TRIALID,8057,"MSG	3970088 TRIALID 4",,,1
94,8477,"MSG	3970929 94",,,1
53,9236,"MSG	3972446 53",,,1
210,9599,"MSG	3973172 210",,,1
110,10069,"MSG	3974113 110",,,1
TRIAL_RESULT,10541,"MSG	3975057 TRIAL_RESULT 0",,,1
TRIALID,10542,"MSG	3975058 TRIALID 5",,,1
91,10819,"MSG	3975613 91",,,1
52,11578,"MSG	3977130 52",,,1
210,11963,"MSG	3977900 210",,,1
20,12436,"MSG	3978846 20",,,1
TRIAL_RESULT,12880,"MSG	3979734 TRIAL_RESULT 0",,,1
TRIALID,12880,"MSG	3979735 TRIALID 6",,,1
91,13277,"MSG	3980529 91",,,1
51,14036,"MSG	3982046 51",,,1
200,14495,"MSG	3982964 200",,,1
20,14969,"MSG	3983913 20",,,1
TRIAL_RESULT,15353,"MSG	3984680 TRIAL_RESULT 0",,,1
TRIALID,15353,"MSG	3984681 TRIALID 7",,,1
91,15661,"MSG	3985296 91",,,1
51,16419,"MSG	3986813 51",,,1
200,16793,"MSG	3987560 200",,,1
10,17269,"MSG	3988513 10",,,1
TRIAL_RESULT,17723,"MSG	3989421 TRIAL_RESULT 0",,,1
TRIALID,17724,"MSG	3989422 TRIALID 8",,,1
91,18144,"MSG	3990263 91",,,1
53,18903,"MSG	3991780 53",,,1
20,19819,"MSG	3993613 20",,,1
TRIAL_RESULT,20203,"MSG	3994380 TRIAL_RESULT 0",,,1
TRIALID,20203,"MSG	3994381 TRIALID 9",,,1
94,20628,"MSG	3995230 94",,,1
52,21386,"MSG	3996747 52",,,1
210,21820,"MSG	3997614 210",,,1
10,22303,"MSG	3998580 10",,,1
TRIAL_RESULT,22690,"MSG	3999354 TRIAL_RESULT 0",,,1
TRIALID,22690,"MSG	3999355 TRIALID 10",,,1
91,23028,"MSG	4000030 91",,,1
51,23786,"MSG	4001547 51",,,1
200,24184,"MSG	4002342 200",,,1
20,24661,"MSG	4003297 20",,,1
TRIAL_RESULT,25088,"MSG	4004150 TRIAL_RESULT 0",,,1
TRIALID,25088,"MSG	4004151 TRIALID 11",,,1
94,25578,"MSG	4005130 94",,,1
51,26336,"MSG	4006647 51",,,1
200,26747,"MSG	4007468 200",,,1
10,27219,"MSG	4008413 10",,,1
TRIAL_RESULT,27640,"MSG	4009255 TRIAL_RESULT 0",,,1
TRIALID,27641,"MSG	4009256 TRIALID 12",,,1
93,28103,"MSG	4010180 93",,,1
51,28861,"MSG	4011697 51",,,1
200,29348,"MSG	4012670 200",,,1
10,29811,"MSG	4013597 10",,,1
TRIAL_RESULT,30195,"MSG	4014364 TRIAL_RESULT 0",,,1
TRIALID,30195,"MSG	4014365 TRIALID 13",,,1
94,30670,"MSG	4015314 94",,,1
52,31428,"MSG	4016830 52",,,1
210,31864,"MSG	4017703 210",,,1
10,32320,"MSG	4018614 10",,,1
TRIAL_RESULT,32727,"MSG	4019429 TRIAL_RESULT 0",,,1
TRIALID,32728,"MSG	4019430 TRIALID 14",,,1
93,32995,"MSG	4019964 93",,,1
53,33753,"MSG	4021480 53",,,1
210,34152,"MSG	4022279 210",,,1
10,34628,"MSG	4023230 10",,,1
TRIAL_RESULT,35058,"MSG	4024091 TRIAL_RESULT 0",,,1
