type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	182558 DISPLAY_COORDS 0 0 1023 767",,,54
!CAL,1,"MSG	227207 !CAL ",,,54
!CAL,1,"MSG	227207 !CAL Calibration points:  ",,,54
!CAL,1,"MSG	227207 !CAL  3.4, -54.2         0,   -711   ",,,54
!CAL,1,"MSG	227207 !CAL -12.1, -53.8     -2478,   -711   ",,,54
!CAL,1,"MSG	227207 !CAL  20.1, -54.5      2478,   -711   ",,,54
!CAL,1,"MSG	227207 !CAL eye check box: (L,R,T,B)",,,54
!CAL,1,"MSG	227208 !CAL href cal range: (L,R,T,B)",,,54
!CAL,1,"MSG	227208 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,54
!CAL,1,"MSG	227208 !CAL Prerotate (eye, ref : cos, sin:  0.99977 -0.021377       1     0",,,54
!CAL,1,"MSG	227208 !CAL Gains: cx:153.538 lx:167.152 rx:139.926",,,54
!CAL,1,"MSG	227208 !CAL Gains: cy:343.731 ty:343.731 by:343.731",,,54
!CAL,1,"MSG	227208 !CAL Resolution (upd) at screen center: X=1.7, Y=0.8",,,54
!CAL,1,"MSG	227208 !CAL Gain Change Proportion: X: 0.195 Y: 0.000",,,54
!CAL,1,"MSG	227208 !CAL Gain Ratio (Gy/Gx) = 2.239",,,54
!CAL,1,"MSG	227208 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,54
!CAL,1,"MSG	227208 !CAL PCR gain ratio(x,y) = 2.769, 2.769",,,54
!CAL,1,"MSG	227208 !CAL CR gain match(x,y) = 1.010, 1.010",,,54
!CAL,1,"MSG	227208 !CAL Slip rotation correction OFF",,,54
!CAL,1,"MSG	227212 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,54
!CAL,1,"MSG	235707 !CAL VALIDATION H3 R RIGHT POOR ERROR 6.58 avg. 7.77 max  OFFSET 6.54 deg. 314.8,0.0 pix.",,,54
VALIDATE,1,"MSG	235707 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 7.30 deg.  351.1,0.0 pix.",,,54
VALIDATE,1,"MSG	235707 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 7.77 deg.  373.6,0.0 pix.",,,54
VALIDATE,1,"MSG	235707 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.14 deg.  -6.8,0.0 pix.",,,54
!CAL,1,"MSG	716363 !CAL ",,,54
!CAL,1,"MSG	716363 !CAL Calibration points:  ",,,54
!CAL,1,"MSG	716363 !CAL  3.9, -48.9         0,   -711   ",,,54
!CAL,1,"MSG	716363 !CAL -10.7, -48.6     -2478,   -711   ",,,54
!CAL,1,"MSG	716363 !CAL  19.1, -50.3      2478,   -711   ",,,54
!CAL,1,"MSG	716363 !CAL eye check box: (L,R,T,B)",,,54
!CAL,1,"MSG	716363 !CAL href cal range: (L,R,T,B)",,,54
!CAL,1,"MSG	716363 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,54
!CAL,1,"MSG	716363 !CAL Prerotate (eye, ref : cos, sin:  0.99828 -0.058696       1     0",,,54
