type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	8763828 DISPLAY_COORDS 0 0 1023 767",,,41
!CAL,1,"MSG	9217854 !CAL ",,,41
!CAL,1,"MSG	9217854 !CAL Calibration points:  ",,,41
!CAL,1,"MSG	9217854 !CAL -2.4, -41.4         0,   -711   ",,,41
!CAL,1,"MSG	9217854 !CAL -18.3, -40.2     -2478,   -711   ",,,41
!CAL,1,"MSG	9217854 !CAL  12.7, -41.7      2478,   -711   ",,,41
!CAL,1,"MSG	9217854 !CAL eye check box: (L,R,T,B)",,,41
!CAL,1,"MSG	9217854 !CAL href cal range: (L,R,T,B)",,,41
!CAL,1,"MSG	9217854 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,41
!CAL,1,"MSG	9217854 !CAL Prerotate (eye, ref : cos, sin:  0.99884 -0.048074       1     0",,,41
!CAL,1,"MSG	9217855 !CAL Gains: cx:160.215 lx:149.919 rx:170.519",,,41
!CAL,1,"MSG	9217855 !CAL Gains: cy:355.664 ty:355.664 by:355.664",,,41
!CAL,1,"MSG	9217855 !CAL Resolution (upd) at screen center: X=1.6, Y=0.7",,,41
!CAL,1,"MSG	9217855 !CAL Gain Change Proportion: X: 0.137 Y: 0.000",,,41
!CAL,1,"MSG	9217855 !CAL Gain Ratio (Gy/Gx) = 2.220",,,41
!CAL,1,"MSG	9217855 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,41
!CAL,1,"MSG	9217855 !CAL PCR gain ratio(x,y) = 2.518, 2.518",,,41
!CAL,1,"MSG	9217855 !CAL CR gain match(x,y) = 1.010, 1.010",,,41
!CAL,1,"MSG	9217855 !CAL Slip rotation correction OFF",,,41
!CAL,1,"MSG	9217858 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,41
!CAL,1,"MSG	9233224 !CAL VALIDATION H3 R RIGHT POOR ERROR 3.07 avg. 10.25 max  OFFSET 3.07 deg. 146.8,0.0 pix.",,,41
VALIDATE,1,"MSG	9233224 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.13 deg.  6.0,0.0 pix.",,,41
VALIDATE,1,"MSG	9233224 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 10.25 deg.  490.0,0.0 pix.",,,41
VALIDATE,1,"MSG	9233224 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.49 deg.  23.6,0.0 pix.",,,41
RECCFG,1,"MSG	9234667 RECCFG CR 1000 2 1 R",,,41
ELCLCFG,1,"MSG	9234667 ELCLCFG MTABLE",,,41
GAZE_COORDS,1,"MSG	9234667 GAZE_COORDS 0.00 0.00 1023.00 767.00",,,41
THRESHOLDS,1,"MSG	9234667 THRESHOLDS R 39 202",,,41
ELCL_PROC,1,"MSG	9234667 ELCL_PROC CENTROID (3)",,,41
ELCL_PCR_PARAM,1,"MSG	9234667 ELCL_PCR_PARAM 5 3.0",,,41
!MODE,1,"MSG	9234668 !MODE RECORD CR 1000 2 1 R",,,41
TRIALID,1050,"MSG	9235717 TRIALID 1",,,41
94,1781,"MSG	9236448 94",,,41
51,3314,"MSG	9237981 51",,,41
210,4126,"MSG	9238793 210",,,41
10,5081,"MSG	9239748 10",,,41
TRIAL_RESULT,5953,"MSG	9240620 TRIAL_RESULT 0",,,41
TRIALID,5954,"MSG	9240621 TRIALID 2",,,41
94,6698,"MSG	9241365 94",,,41
51,8230,"MSG	9242897 51",,,41
210,8772,"MSG	9243439 210",,,41
110,9748,"MSG	9244415 110",,,41
TRIAL_RESULT,10875,"MSG	9245542 TRIAL_RESULT 0",,,41
TRIALID,10876,"MSG	9245543 TRIALID 3",,,41
94,11548,"MSG	9246215 94",,,41
52,13065,"MSG	9247732 52",,,41
200,13859,"MSG	9248526 200",,,41
10,14815,"MSG	9249482 10",,,41
TRIAL_RESULT,15669,"MSG	9250336 TRIAL_RESULT 0",,,41
TRIALID,15670,"MSG	9250337 TRIALID 4",,,41
91,16515,"MSG	9251182 91",,,41
53,18032,"MSG	9252699 53",,,41
210,18801,"MSG	9253468 210",,,41
10,19798,"MSG	9254465 10",,,41
TRIAL_RESULT,20635,"MSG	9255302 TRIAL_RESULT 0",,,41
TRIALID,20635,"MSG	9255302 TRIALID 5",,,41
91,21199,"MSG	9255866 91",,,41
52,22715,"MSG	9257382 52",,,41
200,23689,"MSG	9258356 200",,,41
10,24631,"MSG	9259298 10",,,41
TRIAL_RESULT,25399,"MSG	9260066 TRIAL_RESULT 0",,,41
TRIALID,25399,"MSG	9260066 TRIALID 6",,,41
94,26081,"MSG	9260748 94",,,41
53,27598,"MSG	9262265 53",,,41
210,28383,"MSG	9263050 210",,,41
10,29399,"MSG	9264066 10",,,41
TRIAL_RESULT,30212,"MSG	9264879 TRIAL_RESULT 0",,,41
TRIALID,30213,"MSG	9264880 TRIALID 7",,,41
93,31115,"MSG	9265782 93",,,41
52,32632,"MSG	9267299 52",,,41
200,33497,"MSG	9268164 200",,,41
10,34465,"MSG	9269132 10",,,41
TRIAL_RESULT,35241,"MSG	9269908 TRIAL_RESULT 0",,,41
TRIALID,35242,"MSG	9269909 TRIALID 8",,,41
93,36147,"MSG	9270814 93",,,41
53,37665,"MSG	9272332 53",,,41
10,39498,"MSG	9274165 10",,,41
TRIAL_RESULT,40266,"MSG	9274933 TRIAL_RESULT 0",,,41
TRIALID,40266,"MSG	9274933 TRIALID 9",,,41
91,40998,"MSG	9275665 91",,,41
52,42515,"MSG	9277182 52",,,41
210,43423,"MSG	9278090 210",,,41
10,44349,"MSG	9279016 10",,,41
TRIAL_RESULT,45117,"MSG	9279784 TRIAL_RESULT 0",,,41
TRIALID,45117,"MSG	9279784 TRIALID 10",,,41
91,46049,"MSG	9280716 91",,,41
52,47566,"MSG	9282233 52",,,41
210,48300,"MSG	9282967 210",,,41
10,49333,"MSG	9284000 10",,,41
TRIAL_RESULT,50178,"MSG	9284845 TRIAL_RESULT 0",,,41
TRIALID,50178,"MSG	9284845 TRIALID 11",,,41
94,50916,"MSG	9285583 94",,,41
51,52432,"MSG	9287099 51",,,41
10,54265,"MSG	9288932 10",,,41
TRIAL_RESULT,55033,"MSG	9289700 TRIAL_RESULT 0",,,41
TRIALID,55033,"MSG	9289700 TRIALID 12",,,41
91,55999,"MSG	9290666 91",,,41
52,57515,"MSG	9292182 52",,,41
210,58075,"MSG	9292742 210",,,41
10,59133,"MSG	9293800 10",,,41
TRIAL_RESULT,60129,"MSG	9294796 TRIAL_RESULT 0",,,41
TRIALID,60129,"MSG	9294796 TRIALID 13",,,41
93,60949,"MSG	9295616 93",,,41
51,62467,"MSG	9297134 51",,,41
200,63361,"MSG	9298028 200",,,41
10,64282,"MSG	9298949 10",,,41
TRIAL_RESULT,65067,"MSG	9299734 TRIAL_RESULT 0",,,41
TRIALID,65068,"MSG	9299735 TRIALID 14",,,41
92,65899,"MSG	9300566 92",,,41
52,67416,"MSG	9302083 52",,,41
10,69249,"MSG	9303916 10",,,41
TRIAL_RESULT,70017,"MSG	9304684 TRIAL_RESULT 0",,,41
TRIALID,70017,"MSG	9304684 TRIALID 15",,,41
93,70616,"MSG	9305283 93",,,41
53,72133,"MSG	9306800 53",,,41
210,72877,"MSG	9307544 210",,,41
20,73833,"MSG	9308500 20",,,41
TRIAL_RESULT,74748,"MSG	9309415 TRIAL_RESULT 0",,,41
TRIALID,74749,"MSG	9309416 TRIALID 16",,,41
94,75449,"MSG	9310116 94",,,41
52,76966,"MSG	9311633 52",,,41
200,77875,"MSG	9312542 200",,,41
10,78816,"MSG	9313483 10",,,41
TRIAL_RESULT,79583,"MSG	9314250 TRIAL_RESULT 0",,,41
TRIALID,79583,"MSG	9314250 TRIALID 17",,,41
93,80133,"MSG	9314800 93",,,41
53,81650,"MSG	9316317 53",,,41
210,82591,"MSG	9317258 210",,,41
10,83733,"MSG	9318400 10",,,41
TRIAL_RESULT,84500,"MSG	9319167 TRIAL_RESULT 0",,,41
TRIALID,84501,"MSG	9319168 TRIALID 18",,,41
94,85316,"MSG	9319983 94",,,41
52,86833,"MSG	9321500 52",,,41
210,87421,"MSG	9322088 210",,,41
110,88367,"MSG	9323034 110",,,41
TRIAL_RESULT,89440,"MSG	9324107 TRIAL_RESULT 0",,,41
TRIALID,89441,"MSG	9324108 TRIALID 19",,,41
94,90033,"MSG	9324700 94",,,41
53,91550,"MSG	9326217 53",,,41
210,92296,"MSG	9326963 210",,,41
110,93418,"MSG	9328085 110",,,41
TRIAL_RESULT,94184,"MSG	9328851 TRIAL_RESULT 0",,,41
TRIALID,94185,"MSG	9328852 TRIALID 20",,,41
93,94733,"MSG	9329400 93",,,41
51,96250,"MSG	9330917 51",,,41
210,97160,"MSG	9331827 210",,,41
10,98216,"MSG	9332883 10",,,41
TRIAL_RESULT,98984,"MSG	9333651 TRIAL_RESULT 0",,,41
TRIALID,98985,"MSG	9333652 TRIALID 21",,,41
93,99950,"MSG	9334617 93",,,41
52,101467,"MSG	9336134 52",,,41
210,102377,"MSG	9337044 210",,,41
10,103550,"MSG	9338217 10",,,41
TRIAL_RESULT,104317,"MSG	9338984 TRIAL_RESULT 0",,,41
TRIALID,104318,"MSG	9338985 TRIALID 22",,,41
93,105300,"MSG	9339967 93",,,41
53,106817,"MSG	9341484 53",,,41
210,107379,"MSG	9342046 210",,,41
20,108450,"MSG	9343117 20",,,41
TRIAL_RESULT,109424,"MSG	9344091 TRIAL_RESULT 0",,,41
TRIALID,109425,"MSG	9344092 TRIALID 23",,,41
92,110368,"MSG	9345035 92",,,41
52,111884,"MSG	9346551 52",,,41
210,112801,"MSG	9347468 210",,,41
10,113850,"MSG	9348517 10",,,41
TRIAL_RESULT,114617,"MSG	9349284 TRIAL_RESULT 0",,,41
TRIALID,114618,"MSG	9349285 TRIALID 24",,,41
92,115418,"MSG	9350085 92",,,41
51,116934,"MSG	9351601 51",,,41
210,117897,"MSG	9352564 210",,,41
110,118850,"MSG	9353517 110",,,41
TRIAL_RESULT,119617,"MSG	9354284 TRIAL_RESULT 0",,,41
TRIALID,119618,"MSG	9354285 TRIALID 25",,,41
91,120284,"MSG	9354951 91",,,41
51,121801,"MSG	9356468 51",,,41
