type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	8811818 DISPLAY_COORDS 0 0 1023 767",,,17
!CAL,1,"MSG	9040218 !CAL ",,,17
!CAL,1,"MSG	9040219 !CAL Calibration points:  ",,,17
!CAL,1,"MSG	9040219 !CAL  3.2, -39.9         0,   -711   ",,,17
!CAL,1,"MSG	9040219 !CAL -10.7, -41.6     -2478,   -711   ",,,17
!CAL,1,"MSG	9040219 !CAL  15.5, -38.0      2478,   -711   ",,,17
!CAL,1,"MSG	9040219 !CAL eye check box: (L,R,T,B)",,,17
!CAL,1,"MSG	9040219 !CAL href cal range: (L,R,T,B)",,,17
!CAL,1,"MSG	9040219 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,17
!CAL,1,"MSG	9040219 !CAL Prerotate (eye, ref : cos, sin:  0.9907  0.13606       1     0",,,17
!CAL,1,"MSG	9040219 !CAL Gains: cx:195.010 lx:172.890 rx:217.370",,,17
!CAL,1,"MSG	9040219 !CAL Gains: cy:416.112 ty:416.110 by:416.116",,,17
!CAL,1,"MSG	9040220 !CAL Resolution (upd) at screen center: X=1.3, Y=0.6",,,17
!CAL,1,"MSG	9040220 !CAL Gain Change Proportion: X: 0.257 Y: 0.000",,,17
!CAL,1,"MSG	9040220 !CAL Gain Ratio (Gy/Gx) = 2.134",,,17
!CAL,1,"MSG	9040220 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,17
!CAL,1,"MSG	9040220 !CAL PCR gain ratio(x,y) = 1.733, 1.733",,,17
!CAL,1,"MSG	9040220 !CAL CR gain match(x,y) = 1.010, 1.010",,,17
!CAL,1,"MSG	9040220 !CAL Slip rotation correction OFF",,,17
!CAL,1,"MSG	9040225 !CAL CALIBRATION H3 L LEFT    GOOD ",,,17
!CAL,1,"MSG	9047914 !CAL VALIDATION H3 L LEFT  GOOD ERROR 0.36 avg. 0.43 max  OFFSET 0.14 deg. 7.0,0.0 pix.",,,17
VALIDATE,1,"MSG	9047914 VALIDATE L POINT 0  LEFT  at 512,200  OFFSET 0.27 deg.  -13.1,0.0 pix.",,,17
VALIDATE,1,"MSG	9047914 VALIDATE L POINT 1  LEFT  at 61,200  OFFSET 0.43 deg.  20.9,0.0 pix.",,,17
VALIDATE,1,"MSG	9047914 VALIDATE L POINT 2  LEFT  at 962,200  OFFSET 0.40 deg.  19.5,0.0 pix.",,,17
!CAL,1,"MSG	9933891 !CAL ",,,17
!CAL,1,"MSG	9933891 !CAL Calibration points:  ",,,17
!CAL,1,"MSG	9933891 !CAL  6.1, -60.7         0,   -711   ",,,17
!CAL,1,"MSG	9933891 !CAL -13.2, -61.9     -2478,   -711   ",,,17
!CAL,1,"MSG	9933891 !CAL  26.0, -57.4      2478,   -711   ",,,17
!CAL,1,"MSG	9933891 !CAL eye check box: (L,R,T,B)",,,17
!CAL,1,"MSG	9933891 !CAL href cal range: (L,R,T,B)",,,17
!CAL,1,"MSG	9933892 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,17
!CAL,1,"MSG	9933892 !CAL Prerotate (eye, ref : cos, sin:  0.99341  0.11461       1     0",,,17
!CAL,1,"MSG	9933892 !CAL Gains: cx:128.572 lx:134.199 rx:122.962",,,17
!CAL,1,"MSG	9933892 !CAL Gains: cy:279.011 ty:279.011 by:279.011",,,17
!CAL,1,"MSG	9933892 !CAL Resolution (upd) at screen center: X=2.0, Y=0.9",,,17
!CAL,1,"MSG	9933893 !CAL Gain Change Proportion: X: 0.091 Y: 0.000",,,17
!CAL,1,"MSG	9933893 !CAL Gain Ratio (Gy/Gx) = 2.170",,,17
!CAL,1,"MSG	9933893 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,17
!CAL,1,"MSG	9933893 !CAL PCR gain ratio(x,y) = 2.665, 2.665",,,17
!CAL,1,"MSG	9933893 !CAL CR gain match(x,y) = 1.010, 1.010",,,17
!CAL,1,"MSG	9933893 !CAL Slip rotation correction OFF",,,17
!CAL,1,"MSG	9933897 !CAL CALIBRATION H3 L LEFT    GOOD ",,,17
!CAL,1,"MSG	9941441 !CAL VALIDATION H3 L LEFT  FAIR ERROR 0.60 avg. 1.59 max  OFFSET 0.46 deg. 22.6,0.0 pix.",,,17
VALIDATE,1,"MSG	9941441 VALIDATE L POINT 0  LEFT  at 512,200  OFFSET 0.00 deg.  0.0,0.0 pix.",,,17
VALIDATE,1,"MSG	9941441 VALIDATE L POINT 1  LEFT  at 61,200  OFFSET 0.20 deg.  -9.7,0.0 pix.",,,17
VALIDATE,1,"MSG	9941441 VALIDATE L POINT 2  LEFT  at 962,200  OFFSET 1.59 deg.  77.6,0.0 pix.",,,17
RECCFG,1,"MSG	9945265 RECCFG CR 1000 2 1 L",,,17
ELCLCFG,1,"MSG	9945265 ELCLCFG MTABLE",,,17
GAZE_COORDS,1,"MSG	9945265 GAZE_COORDS 0.00 0.00 1023.00 767.00",,,17
THRESHOLDS,1,"MSG	9945265 THRESHOLDS L 36 201",,,17
ELCL_PROC,1,"MSG	9945265 ELCL_PROC ELLIPSE  (5)",,,17
ELCL_EFIT_PARAMS,1,"MSG	9945265 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30",,,17
!MODE,1,"MSG	9945266 !MODE RECORD CR 1000 2 1 L",,,17
TRIALID,1054,"MSG	9946319 TRIALID 1",,,17
94,1799,"MSG	9947064 94",,,17
52,3315,"MSG	9948580 52",,,17
200,4087,"MSG	9949352 200",,,17
10,5065,"MSG	9950330 10",,,17
TRIAL_RESULT,5939,"MSG	9951204 TRIAL_RESULT 0",,,17
TRIALID,5940,"MSG	9951205 TRIALID 2",,,17
94,6549,"MSG	9951814 94",,,17
53,8065,"MSG	9953330 53",,,17
200,8674,"MSG	9953939 200",,,17
10,9632,"MSG	9954897 10",,,17
TRIAL_RESULT,10680,"MSG	9955945 TRIAL_RESULT 0",,,17
TRIALID,10680,"MSG	9955945 TRIALID 3",,,17
93,11632,"MSG	9956897 93",,,17
52,13149,"MSG	9958414 52",,,17
200,14016,"MSG	9959281 200",,,17
10,14998,"MSG	9960263 10",,,17
TRIAL_RESULT,15765,"MSG	9961030 TRIAL_RESULT 0",,,17
TRIALID,15765,"MSG	9961030 TRIALID 4",,,17
92,16649,"MSG	9961914 92",,,17
52,18166,"MSG	9963431 52",,,17
210,18823,"MSG	9964088 210",,,17
110,19798,"MSG	9965063 110",,,17
TRIAL_RESULT,20773,"MSG	9966038 TRIAL_RESULT 0",,,17
TRIALID,20773,"MSG	9966038 TRIALID 5",,,17
92,21699,"MSG	9966964 92",,,17
51,23215,"MSG	9968480 51",,,17
210,24149,"MSG	9969414 210",,,17
10,25065,"MSG	9970330 10",,,17
TRIAL_RESULT,25833,"MSG	9971098 TRIAL_RESULT 0",,,17
TRIALID,25833,"MSG	9971098 TRIALID 6",,,17
92,26783,"MSG	9972048 92",,,17
53,28299,"MSG	9973564 53",,,17
200,28973,"MSG	9974238 200",,,17
10,29916,"MSG	9975181 10",,,17
TRIAL_RESULT,30903,"MSG	9976168 TRIAL_RESULT 0",,,17
TRIALID,30904,"MSG	9976169 TRIALID 7",,,17
94,31549,"MSG	9976814 94",,,17
51,33065,"MSG	9978330 51",,,17
210,33621,"MSG	9978886 210",,,17
110,34582,"MSG	9979847 110",,,17
TRIAL_RESULT,35661,"MSG	9980926 TRIAL_RESULT 0",,,17
TRIALID,35662,"MSG	9980927 TRIALID 8",,,17
94,36382,"MSG	9981647 94",,,17
51,37899,"MSG	9983164 51",,,17
210,38834,"MSG	9984099 210",,,17
10,39799,"MSG	9985064 10",,,17
TRIAL_RESULT,40566,"MSG	9985831 TRIAL_RESULT 0",,,17
TRIALID,40566,"MSG	9985831 TRIALID 9",,,17
92,41216,"MSG	9986481 92",,,17
51,42732,"MSG	9987997 51",,,17
210,43689,"MSG	9988954 210",,,17
110,44682,"MSG	9989947 110",,,17
TRIAL_RESULT,45449,"MSG	9990714 TRIAL_RESULT 0",,,17
TRIALID,45449,"MSG	9990714 TRIALID 10",,,17
93,46016,"MSG	9991281 93",,,17
52,47533,"MSG	9992798 52",,,17
210,47912,"MSG	9993177 210",,,17
20,48850,"MSG	9994115 20",,,17
TRIAL_RESULT,50129,"MSG	9995394 TRIAL_RESULT 0",,,17
TRIALID,50130,"MSG	9995395 TRIALID 11",,,17
92,50733,"MSG	9995998 92",,,17
53,52249,"MSG	9997514 53",,,17
210,52807,"MSG	9998072 210",,,17
110,53749,"MSG	9999014 110",,,17
TRIAL_RESULT,54846,"MSG	10000111 TRIAL_RESULT 0",,,17
TRIALID,54846,"MSG	10000111 TRIALID 12",,,17
94,55650,"MSG	10000915 94",,,17
52,57166,"MSG	10002431 52",,,17
210,58005,"MSG	10003270 210",,,17
10,59083,"MSG	10004348 10",,,17
TRIAL_RESULT,59850,"MSG	10005115 TRIAL_RESULT 0",,,17
TRIALID,59850,"MSG	10005115 TRIALID 13",,,17
92,60717,"MSG	10005982 92",,,17
51,62233,"MSG	10007498 51",,,17
10,64066,"MSG	10009331 10",,,17
TRIAL_RESULT,64833,"MSG	10010098 TRIAL_RESULT 0",,,17
TRIALID,64834,"MSG	10010099 TRIALID 14",,,17
92,65533,"MSG	10010798 92",,,17
53,67050,"MSG	10012315 53",,,17
210,67883,"MSG	10013148 210",,,17
110,68800,"MSG	10014065 110",,,17
TRIAL_RESULT,69657,"MSG	10014922 TRIAL_RESULT 0",,,17
TRIALID,69658,"MSG	10014923 TRIALID 15",,,17
93,70600,"MSG	10015865 93",,,17
52,72116,"MSG	10017381 52",,,17
210,72729,"MSG	10017994 210",,,17
20,73650,"MSG	10018915 20",,,17
TRIAL_RESULT,74728,"MSG	10019993 TRIAL_RESULT 0",,,17
TRIALID,74728,"MSG	10019993 TRIALID 16",,,17
93,75400,"MSG	10020665 93",,,17
52,76917,"MSG	10022182 52",,,17
200,77695,"MSG	10022960 200",,,17
10,78650,"MSG	10023915 10",,,17
