type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	2444093 DISPLAY_COORDS 0 0 1023 767",,,40
!CAL,1,"MSG	2977877 !CAL ",,,40
!CAL,1,"MSG	2977877 !CAL Calibration points:  ",,,40
!CAL,1,"MSG	2977877 !CAL -5.7, -47.2         0,   -711   ",,,40
!CAL,1,"MSG	2977877 !CAL -21.2, -47.3     -2478,   -711   ",,,40
!CAL,1,"MSG	2977878 !CAL  10.4, -46.2      2478,   -711   ",,,40
!CAL,1,"MSG	2977878 !CAL eye check box: (L,R,T,B)",,,40
!CAL,1,"MSG	2977878 !CAL href cal range: (L,R,T,B)",,,40
!CAL,1,"MSG	2977878 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,40
!CAL,1,"MSG	2977878 !CAL Prerotate (eye, ref : cos, sin:  0.99946  0.032955       1     0",,,40
!CAL,1,"MSG	2977878 !CAL Gains: cx:156.676 lx:163.401 rx:149.952",,,40
!CAL,1,"MSG	2977878 !CAL Gains: cy:349.823 ty:349.823 by:349.822",,,40
!CAL,1,"MSG	2977878 !CAL Resolution (upd) at screen center: X=1.7, Y=0.8",,,40
!CAL,1,"MSG	2977878 !CAL Gain Change Proportion: X: 0.090 Y: 0.000",,,40
!CAL,1,"MSG	2977878 !CAL Gain Ratio (Gy/Gx) = 2.233",,,40
!CAL,1,"MSG	2977878 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,40
!CAL,1,"MSG	2977878 !CAL PCR gain ratio(x,y) = 2.604, 2.604",,,40
!CAL,1,"MSG	2977879 !CAL CR gain match(x,y) = 1.010, 1.010",,,40
!CAL,1,"MSG	2977879 !CAL Slip rotation correction OFF",,,40
!CAL,1,"MSG	2977882 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,40
!CAL,1,"MSG	2992869 !CAL VALIDATION H3 R RIGHT GOOD ERROR 0.40 avg. 0.86 max  OFFSET 0.40 deg. -19.1,0.0 pix.",,,40
VALIDATE,1,"MSG	2992869 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.23 deg.  -11.2,0.0 pix.",,,40
VALIDATE,1,"MSG	2992869 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.10 deg.  -4.8,0.0 pix.",,,40
VALIDATE,1,"MSG	2992869 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.86 deg.  -41.4,0.0 pix.",,,40
RECCFG,1,"MSG	2994507 RECCFG CR 1000 2 1 R",,,40
ELCLCFG,1,"MSG	2994507 ELCLCFG MTABLE",,,40
GAZE_COORDS,1,"MSG	2994507 GAZE_COORDS 0.00 0.00 1023.00 767.00",,,40
THRESHOLDS,1,"MSG	2994507 THRESHOLDS R 39 202",,,40
ELCL_PROC,1,"MSG	2994507 ELCL_PROC CENTROID (3)",,,40
ELCL_PCR_PARAM,1,"MSG	2994507 ELCL_PCR_PARAM 5 3.0",,,40
!MODE,1,"MSG	2994508 !MODE RECORD CR 1000 2 1 R",,,40
TRIALID,1053,"MSG	2995560 TRIALID 1",,,40
92,1876,"MSG	2996383 92",,,40
52,3411,"MSG	2997918 52",,,40
210,4389,"MSG	2998896 210",,,40
110,5478,"MSG	2999985 110",,,40
TRIAL_RESULT,6251,"MSG	3000758 TRIAL_RESULT 0",,,40
TRIALID,6252,"MSG	3000759 TRIALID 2",,,40
91,7062,"MSG	3001569 91",,,40
52,8577,"MSG	3003084 52",,,40
210,9285,"MSG	3003792 210",,,40
20,10311,"MSG	3004818 20",,,40
TRIAL_RESULT,11217,"MSG	3005724 TRIAL_RESULT 0",,,40
TRIALID,11217,"MSG	3005724 TRIALID 3",,,40
94,12009,"MSG	3006516 94",,,40
51,13528,"MSG	3008035 51",,,40
200,14253,"MSG	3008760 200",,,40
10,15328,"MSG	3009835 10",,,40
TRIAL_RESULT,16142,"MSG	3010649 TRIAL_RESULT 0",,,40
TRIALID,16143,"MSG	3010650 TRIALID 4",,,40
94,16725,"MSG	3011232 94",,,40
51,18244,"MSG	3012751 51",,,40
210,19087,"MSG	3013594 210",,,40
10,20095,"MSG	3014602 10",,,40
TRIAL_RESULT,20862,"MSG	3015369 TRIAL_RESULT 0",,,40
TRIALID,20862,"MSG	3015369 TRIALID 5",,,40
94,21579,"MSG	3016086 94",,,40
53,23095,"MSG	3017602 53",,,40
210,23666,"MSG	3018173 210",,,40
110,24745,"MSG	3019252 110",,,40
TRIAL_RESULT,25706,"MSG	3020213 TRIAL_RESULT 0",,,40
TRIALID,25707,"MSG	3020214 TRIALID 6",,,40
91,26378,"MSG	3020885 91",,,40
51,27895,"MSG	3022402 51",,,40
210,28632,"MSG	3023139 210",,,40
20,29695,"MSG	3024202 20",,,40
TRIAL_RESULT,30498,"MSG	3025005 TRIAL_RESULT 0",,,40
TRIALID,30498,"MSG	3025005 TRIALID 7",,,40
91,31295,"MSG	3025802 91",,,40
51,32812,"MSG	3027319 51",,,40
210,33421,"MSG	3027928 210",,,40
20,34478,"MSG	3028985 20",,,40
TRIAL_RESULT,35416,"MSG	3029923 TRIAL_RESULT 0",,,40
TRIALID,35416,"MSG	3029923 TRIALID 8",,,40
94,35962,"MSG	3030469 94",,,40
51,37478,"MSG	3031985 51",,,40
210,38434,"MSG	3032941 210",,,40
10,39478,"MSG	3033985 10",,,40
TRIAL_RESULT,40246,"MSG	3034753 TRIAL_RESULT 0",,,40
TRIALID,40246,"MSG	3034753 TRIALID 9",,,40
92,41229,"MSG	3035736 92",,,40
53,42746,"MSG	3037253 53",,,40
210,43284,"MSG	3037791 210",,,40
110,44346,"MSG	3038853 110",,,40
TRIAL_RESULT,45348,"MSG	3039855 TRIAL_RESULT 0",,,40
TRIALID,45348,"MSG	3039855 TRIALID 10",,,40
91,45912,"MSG	3040419 91",,,40
52,47429,"MSG	3041936 52",,,40
210,48126,"MSG	3042633 210",,,40
10,49179,"MSG	3043686 10",,,40
TRIAL_RESULT,50036,"MSG	3044543 TRIAL_RESULT 0",,,40
TRIALID,50036,"MSG	3044543 TRIALID 11",,,40
94,50845,"MSG	3045352 94",,,40
52,52362,"MSG	3046869 52",,,40
210,52943,"MSG	3047450 210",,,40
110,53995,"MSG	3048502 110",,,40
TRIAL_RESULT,54966,"MSG	3049473 TRIAL_RESULT 0",,,40
TRIALID,54967,"MSG	3049474 TRIALID 12",,,40
93,55962,"MSG	3050469 93",,,40
53,57479,"MSG	3051986 53",,,40
210,58067,"MSG	3052574 210",,,40
20,59112,"MSG	3053619 20",,,40
TRIAL_RESULT,60090,"MSG	3054597 TRIAL_RESULT 0",,,40
TRIALID,60090,"MSG	3054597 TRIALID 13",,,40
92,60729,"MSG	3055236 92",,,40
52,62246,"MSG	3056753 52",,,40
210,62842,"MSG	3057349 210",,,40
110,63896,"MSG	3058403 110",,,40
TRIAL_RESULT,64848,"MSG	3059355 TRIAL_RESULT 0",,,40
TRIALID,64849,"MSG	3059356 TRIALID 14",,,40
92,65663,"MSG	3060170 92",,,40
53,67179,"MSG	3061686 53",,,40
210,67817,"MSG	3062324 210",,,40
110,68896,"MSG	3063403 110",,,40
TRIAL_RESULT,69788,"MSG	3064295 TRIAL_RESULT 0",,,40
TRIALID,69789,"MSG	3064296 TRIALID 15",,,40
93,70629,"MSG	3065136 93",,,40
52,72146,"MSG	3066653 52",,,40
210,72672,"MSG	3067179 210",,,40
20,73729,"MSG	3068236 20",,,40
TRIAL_RESULT,74757,"MSG	3069264 TRIAL_RESULT 0",,,40
TRIALID,74758,"MSG	3069265 TRIALID 16",,,40
