subid,vers,block,trial,rewlvl,efflvl,congruency,targetresp,distractorresp,rollingefflvl,resp,rt,acc,fast,accrt,isrewarded,ismiss,runavgrrgen,runavgrrcond,zrt,acczrt,rtthreshold,isdisterror,isranderror,congruence,feedback,fcz_resp_theta,fcz_resp_theta_baseline
1,104,1,2,0.5,0.5,-0.5,3,3,0.2,3,505,1,1,505,1,0,0,NaN,-1.03336775949902,-1.03336775949902,750,1,0,congruent,1,2496.30059976072,1450.59587407483
1,104,1,3,-0.5,-0.5,0.5,4,1,0.4,1,831,0,0,NaN,0,0,0.4,0,1.31533321743365,NaN,750,1,0,incongruent,0,1980.2194878425,2261.89720523945
1,104,1,4,0.5,0.5,0,2,NaN,0.4,2,718,1,1,718,1,0,0.4,NaN,0.501212940153311,0.501212940153311,750,0,0,neutral,1,2045.88685358744,1089.30664667987
1,104,1,5,-0.5,-0.5,-0.5,1,1,0.6,1,762,1,0,762,1,0,0.8,0,0.818215525996984,0.818215525996984,750,1,0,congruent,0.1,760.721194742425,2692.75310336047
1,104,1,6,-0.5,-0.5,0.5,2,4,0.6,4,909,0,0,NaN,1,0,1,0.2,1.8772923468838,NaN,750,1,0,incongruent,0.1,3650.36465354472,1943.9804036848
1,104,1,7,-0.5,-0.5,0.5,4,2,0.6,2,739,0,1,NaN,0,0,1.2,0.4,0.652509628851427,NaN,750,1,0,incongruent,0,1491.35496901528,3926.37268243053
1,104,1,9,0.5,0.5,-0.5,1,1,0.6,1,859,1,0,859,0,0,1,NaN,1.51706213569781,1.51706213569781,750,1,0,congruent,0,2270.37046234933,1790.72158004772
1,104,1,10,-0.5,-0.5,0.5,2,3,0.6,4,786,0,0,NaN,1,0,0.6,0.6,0.99112602736626,NaN,750,0,1,incongruent,0.1,2681.46263761632,3227.04373815482
1,104,1,11,0.5,0.5,0.5,4,2,0.6,2,812,0,0,NaN,0,0,0.6,NaN,1.17844573718298,NaN,750,1,0,incongruent,0,939.85064961863,991.302783094102
1,104,1,12,-0.5,0.5,0.5,3,1,0.4,4,964,0,0,NaN,0,0,0.4,0,2.27354557918839,NaN,750,0,1,incongruent,0,5044.21441672884,2800.34776238793
