subid,vers,block,trial,rewlvl,efflvl,congruency,targetresp,distractorresp,rollingefflvl,resp,rt,acc,fast,accrt,isrewarded,ismiss,runavgrrgen,runavgrrcond,zrt,acczrt,rtthreshold,isdisterror,isranderror,congruence,feedback,fcz_resp_theta,fcz_resp_theta_baseline
63,104,1,1,-0.5,-0.5,-0.5,3,3,0.2,3,831,1,0,831,0,0,0,0,0.791290678256796,0.791290678256796,750,1,0,congruent,0,1190.30493311609,8058.59460499958
63,104,1,2,-0.5,-0.5,-0.5,1,1,0.2,1,894,1,0,894,1,0,0,0,1.24127877353026,1.24127877353026,750,1,0,congruent,0.1,1125.46050279727,2555.28759148094
63,104,1,3,-0.5,-0.5,0.5,4,3,0.2,2,762,0,0,NaN,0,0,0.2,0.2,0.298446573909671,NaN,750,0,1,incongruent,0,1226.20420084561,2640.965209336
63,104,1,4,0.5,-0.5,-0.5,2,2,0.2,3,696,0,1,NaN,0,0,0.2,NaN,-0.172969525900623,NaN,750,0,1,congruent,0,4379.40059311606,1706.89350954593
63,104,1,5,-0.5,0.5,-0.5,3,3,0.2,3,694,1,1,694,1,0,0.2,0,-0.187254862258511,-0.187254862258511,750,1,0,congruent,0.1,583.435899399756,1686.10776483836
63,104,1,6,0.5,0.5,-0.5,2,2,0.3,2,668,1,1,668,1,0,0.4,NaN,-0.372964234911051,-0.372964234911051,750,1,0,congruent,1,1664.4435736195,1998.30593242697
63,104,1,9,0.5,0.5,-0.5,3,3,0.5,3,780,1,0,780,0,0,0.6,NaN,0.42701460113066,0.42701460113066,750,1,0,congruent,0,646.952985976562,3594.80113688673
63,104,1,10,-0.5,0.5,-0.5,1,1,0.5,2,687,0,1,NaN,0,0,0.6,0.2,-0.237253539511117,NaN,750,0,1,congruent,0,3943.36826932728,1239.37449608708
63,104,1,11,0.5,-0.5,0.5,4,2,0.4,2,652,0,1,NaN,1,0,0.4,NaN,-0.487246925774152,NaN,750,1,0,incongruent,1,5907.66864224207,1598.53314202919
63,104,1,13,-0.5,0.5,0,2,NaN,0.2,2,868,1,0,868,0,0,0.4,0.2,1.05556940087772,1.05556940087772,750,0,0,neutral,0,1440.67643703112,4555.53131758094
63,104,1,14,-0.5,0.5,-0.5,3,3,0,2,633,0,1,NaN,0,0,0.4,0.2,-0.622957621174085,NaN,750,0,1,congruent,0,7510.5894479596,3161.46789213965
63,104,1,15,-0.5,-0.5,0.5,1,2,0,2,580,0,1,NaN,0,0,0.4,0.2,-1.00151903465811,NaN,750,1,0,incongruent,0,1286.18792231475,1105.67418835748
63,104,1,16,0.5,-0.5,-0.5,3,3,0,3,853,1,0,853,0,0,0.4,NaN,0.948429378193561,0.948429378193561,750,1,0,congruent,0,2634.64659775392,701.014008222971
63,104,1,17,-0.5,-0.5,0.5,1,4,0,1,799,1,0,799,0,0,0,0.2,0.562725296530593,0.562725296530593,750,0,0,incongruent,0,502.587601592556,1202.40382719877
63,104,1,18,-0.5,-0.5,0.5,4,3,0,3,925,0,0,NaN,0,0,0,0.2,1.46270148707752,NaN,750,1,0,incongruent,0,1949.02473795655,3060.07706540346
63,104,1,19,-0.5,-0.5,-0.5,2,2,0,2,524,1,1,524,0,0,0,0,-1.40150845267896,-1.40150845267896,750,1,0,congruent,0,1251.57572136417,915.907333820942
63,104,1,20,-0.5,0.5,-0.5,3,3,0,3,468,1,1,468,1,0,0,0.2,-1.80149787069982,-1.80149787069982,750,1,0,congruent,0.1,864.187436215282,1016.60481377952
63,104,1,21,-0.5,-0.5,0,4,NaN,0.2,2,791,0,0,NaN,0,0,0.2,0,0.505583951099042,NaN,750,0,1,neutral,0,1437.1774730182,2521.51194311904
63,104,1,22,0.5,-0.5,0.5,2,3,0.2,2,683,1,1,683,0,0,0.2,NaN,-0.265824212226893,-0.265824212226893,750,0,0,incongruent,0,3564.18992268859,3446.58451289664
63,104,1,23,-0.5,0.5,0.5,4,1,0.2,1,889,0,0,NaN,0,0,0.2,0.2,1.20556543263554,NaN,750,1,0,incongruent,0,2663.26633733699,2067.54231716181
63,104,1,24,-0.5,-0.5,0,1,NaN,0.2,1,739,1,1,739,0,0,0.2,0,0.134165205793963,0.134165205793963,750,0,0,neutral,0,967.247492101485,2133.46436319362
63,104,1,26,0.5,0.5,0.5,2,3,0.2,3,736,0,1,NaN,0,0,0,NaN,0.112737201257131,NaN,750,1,0,incongruent,0,2456.69221195684,2215.66488788226
63,104,1,27,0.5,-0.5,-0.5,1,1,0.2,2,751,0,0,NaN,0,0,0,NaN,0.219877223941289,NaN,750,0,1,congruent,0,2355.47601615678,2195.59627321368
63,104,1,28,-0.5,0.5,0.5,3,2,0.2,2,754,0,0,NaN,0,0,0,0.2,0.24130522847812,NaN,750,1,0,incongruent,0,1685.75475641033,1036.32978293247
63,104,1,29,-0.5,0.5,0,1,NaN,0.2,1,895,1,0,895,0,0,0,0.2,1.2484214417092,1.2484214417092,750,0,0,neutral,0,2143.40227718432,2661.22129487878
63,104,1,30,0.5,0.5,-0.5,2,2,0.2,2,513,1,1,513,1,0,0,NaN,-1.48007780264735,-1.48007780264735,750,1,0,congruent,1,924.581273004604,10365.7376252873
63,104,1,31,0.5,-0.5,-0.5,4,4,0.2,4,845,1,0,845,0,0,0.4,NaN,0.89128803276201,0.89128803276201,750,1,0,congruent,0,4947.98398064855,3109.89554627947
63,104,1,32,-0.5,-0.5,-0.5,2,2,0.2,2,644,1,1,644,1,0,0.4,0,-0.544388271205703,-0.544388271205703,750,1,0,congruent,0.1,926.59998908193,1004.10593148764
63,104,1,33,-0.5,-0.5,0,3,NaN,0.2,3,490,1,1,490,1,0,0.6,0.2,-1.64435917076305,-1.64435917076305,750,0,0,neutral,0.1,1309.11625048964,2550.52842742776
63,104,1,34,0.5,-0.5,-0.5,2,2,0.2,2,577,1,1,577,0,0,0.8,NaN,-1.02294703919494,-1.02294703919494,750,1,0,congruent,0,1291.77989507506,1470.61236906281
63,104,1,35,-0.5,0.5,-0.5,4,4,0.2,4,804,1,0,804,0,0,0.8,0.2,0.598438637425312,0.598438637425312,750,1,0,congruent,0,2050.35845814019,1517.78313413628
63,104,1,36,0.5,0.5,-0.5,1,1,0.2,1,761,1,0,761,0,0,0.4,NaN,0.291303905730727,0.291303905730727,750,1,0,congruent,0,4129.8102673656,7044.93555241468
63,104,1,37,0.5,0.5,-0.5,2,2,0.2,2,535,1,1,535,1,0,0.4,NaN,-1.32293910271058,-1.32293910271058,750,1,0,congruent,1,1038.13746153924,1372.68153813282
63,104,1,38,0.5,-0.5,0,3,NaN,0.4,3,643,1,1,643,1,0,0.6,NaN,-0.551530939384647,-0.551530939384647,750,0,0,neutral,1,748.885965059003,1668.68551875502
