subid,vers,block,trial,rewlvl,efflvl,congruency,targetresp,distractorresp,rollingefflvl,resp,rt,acc,fast,accrt,isrewarded,ismiss,runavgrrgen,runavgrrcond,zrt,acczrt,rtthreshold,isdisterror,isranderror,congruence,feedback,fcz_resp_theta,fcz_resp_theta_baseline
70,104,1,1,-0.5,-0.5,0,4,NaN,0.8,4,673,1,1,673,1,0,0,0,0.60422449380515,0.60422449380515,750,0,0,neutral,0.1,2211.61657520435,1997.67379817059
70,104,1,2,0.5,-0.5,-0.5,1,1,0.8,1,778,1,0,778,1,0,0.2,NaN,1.49180797018598,1.49180797018598,750,1,0,congruent,1,5325.17487438469,1498.55475856126
70,104,1,3,0.5,0.5,0,4,NaN,0.8,4,507,1,1,507,1,0,0.6,NaN,-0.799002716473115,-0.799002716473115,750,0,0,neutral,1,3752.30490248205,1317.67932388414
70,104,1,4,0.5,0.5,-0.5,3,3,0.8,3,838,1,0,838,0,0,1,NaN,1.99899852811788,1.99899852811788,750,1,0,congruent,0,2160.04613915872,3559.80831246786
70,104,1,6,-0.5,-0.5,-0.5,3,3,0.6,3,603,1,1,603,0,0,1,0.2,0.0125021762179297,0.0125021762179297,750,1,0,congruent,0,2018.84306284806,2593.0668082324
70,104,1,7,0.5,0.5,0,4,NaN,0.6,4,519,1,1,519,1,0,0.8,NaN,-0.697564604886734,-0.697564604886734,750,0,0,neutral,1,2684.0885312391,1655.1362517341
70,104,1,8,0.5,-0.5,0.5,3,4,0.6,3,724,1,1,724,0,0,0.8,NaN,1.03533646804727,1.03533646804727,750,0,0,incongruent,0,2746.99375974541,8343.53481234327
70,104,1,9,0.5,0.5,0,1,NaN,0.6,1,763,1,0,763,0,0,0.4,NaN,1.365010330703,1.365010330703,750,0,0,neutral,0,3114.80993973106,2253.98217573135
70,104,1,10,0.5,0.5,-0.5,2,2,0.4,2,845,1,0,845,0,0,0.4,NaN,2.0581707598766,2.0581707598766,750,1,0,congruent,0,12892.6384516063,9961.90768797538
70,104,1,11,0.5,0.5,0.5,3,1,0.2,3,725,1,1,725,1,0,0.4,NaN,1.0437896440128,1.0437896440128,750,0,0,incongruent,1,4568.33674068164,9684.61670323702
70,104,1,12,0.5,-0.5,0.5,4,2,0.4,4,513,1,1,513,1,0,0.8,NaN,-0.748283660679924,-0.748283660679924,750,0,0,incongruent,1,9117.64495251985,884.543525721371
70,104,1,13,0.5,0.5,0,3,NaN,0.4,3,710,1,1,710,1,0,0.8,NaN,0.916992004529823,0.916992004529823,750,0,0,neutral,1,1881.40374689173,9775.08489920491
70,104,1,14,-0.5,0.5,0.5,4,3,0.6,4,537,1,1,537,1,0,1.2,0,-0.545407437507163,-0.545407437507163,750,0,0,incongruent,0.1,2711.37267599588,2903.6614315308
