subid,vers,block,trial,rewlvl,efflvl,congruency,targetresp,distractorresp,rollingefflvl,resp,rt,acc,fast,accrt,isrewarded,ismiss,runavgrrgen,runavgrrcond,zrt,acczrt,rtthreshold,isdisterror,isranderror,congruence,feedback,fcz_resp_theta,fcz_resp_theta_baseline
42,104,1,2,-0.5,0.5,-0.5,2,2,0.8,2,518,1,1,518,1,0,0.4,0,-0.736602614569167,-0.736602614569167,750,1,0,congruent,0.1,1914.24970753156,3288.45120317989
42,104,1,3,0.5,-0.5,-0.5,3,3,0.8,1,518,0,1,NaN,1,0,0.6,NaN,-0.736602614569167,NaN,750,0,1,congruent,1,7674.95167864245,1615.32537725452
42,104,1,4,0.5,-0.5,0,4,NaN,0.8,4,602,1,1,602,1,0,1,NaN,-0.163736829840166,-0.163736829840166,750,0,0,neutral,1,715.473570997208,2260.90212188859
42,104,1,5,-0.5,-0.5,0.5,2,3,0.8,2,664,1,1,664,1,0,1.4,0,0.259092677936001,0.259092677936001,750,0,0,incongruent,0.1,6353.03808426519,4881.67795083127
42,104,1,8,-0.5,0.5,0,2,NaN,0.9,2,467,1,1,467,1,0,1.4,0.4,-1.08441398386892,-1.08441398386892,750,0,0,neutral,0.1,4289.11580531695,1736.61731030679
42,104,1,16,-0.5,0.5,-0.5,3,3,1,4,419,0,1,NaN,0,0,1.8,1,-1.41176586085692,NaN,750,0,1,congruent,0,7939.9144068663,6657.08647828753
42,104,1,17,-0.5,0.5,-0.5,1,1,0.8,1,477,1,1,477,1,0,1.4,0.8,-1.01621567616308,-1.01621567616308,750,1,0,congruent,0.1,1663.49795097011,3634.09300144322
42,104,1,18,0.5,-0.5,0.5,4,2,0.8,4,450,1,1,450,1,0,1.4,NaN,-1.20035110696883,-1.20035110696883,750,0,0,incongruent,1,3017.39340999632,5450.67207677315
42,104,1,21,-0.5,-0.5,-0.5,1,1,0.8,1,603,1,1,603,1,0,1.4,0.6,-0.156916999069583,-0.156916999069583,750,1,0,congruent,0.1,4230.79439775133,2825.34056053903
42,104,1,22,-0.5,0.5,0.5,2,4,0.8,2,276,1,1,276,1,0,1.6,0.8,-2.38700166105034,-2.38700166105034,750,0,0,incongruent,0.1,6309.92879347536,7512.53818977525
42,104,1,24,-0.5,-0.5,-0.5,1,1,0.6,2,462,0,1,NaN,1,0,1.2,0.8,-1.11851313772183,NaN,750,0,1,congruent,0.1,5032.82750879708,6367.58393743636
42,104,1,25,0.5,0.5,-0.5,2,2,0.6,1,477,0,1,NaN,0,0,1,NaN,-1.01621567616308,NaN,750,0,1,congruent,0,18046.8814470505,754.848944027392
42,104,1,26,-0.5,-0.5,0.5,4,3,0.4,4,480,1,1,480,1,0,0.6,1,-0.995756183851334,-0.995756183851334,750,0,0,incongruent,0.1,3489.92785377357,2766.20945425947
42,104,1,30,-0.5,0.5,0.5,2,3,0.6,2,535,1,1,535,1,0,0.4,0.6,-0.62066549146925,-0.62066549146925,750,0,0,incongruent,0.1,4854.33192620682,470.872466898671
42,104,1,31,-0.5,-0.5,0.5,1,4,0.6,3,457,0,1,NaN,1,0,0.6,1,-1.15261229157475,NaN,750,0,1,incongruent,0.1,10382.9600356554,7822.20050426769
42,104,1,32,0.5,0.5,-0.5,3,3,0.6,3,858,1,0,858,0,0,0.6,NaN,1.58213984742917,1.58213984742917,750,1,0,congruent,0,2324.55032705243,3051.052557636
42,104,1,33,-0.5,-0.5,0,4,NaN,0.4,4,386,1,1,386,1,0,0.4,1,-1.63682027628617,-1.63682027628617,750,0,0,neutral,0.1,3235.94630857162,1716.24577557949
42,104,1,34,0.5,-0.5,-0.5,2,2,0.4,1,411,0,1,NaN,1,0,0.6,NaN,-1.46632450702158,NaN,750,0,1,congruent,1,1388.73553218303,892.73158528796
42,104,1,35,0.5,0.5,0.5,1,3,0.4,3,673,0,1,NaN,0,0,1,NaN,0.320471154871251,NaN,750,1,0,incongruent,0,7949.77479892391,4219.56946495748
42,104,1,40,-0.5,-0.5,-0.5,2,2,0.2,2,340,1,1,340,0,0,0.2,0.8,-1.950532491733,-1.950532491733,750,1,0,congruent,0,4266.8604059411,903.292909127556
42,104,1,42,0.5,-0.5,0,4,NaN,0.2,4,460,1,1,460,0,0,0.2,NaN,-1.132152799263,-1.132152799263,750,0,0,neutral,0,10190.348035856,4210.30638659966
42,104,1,44,-0.5,0.5,0.5,4,1,0.2,3,644,0,1,NaN,0,0,0,0.8,0.122696062524334,NaN,750,0,1,incongruent,0,10346.8892550643,1571.41296721649
42,104,1,45,-0.5,-0.5,0.5,3,2,0.2,4,657,0,1,NaN,0,0,0,0.4,0.211353862541918,NaN,750,0,1,incongruent,0,1651.67396772367,1625.70155562929
42,104,1,46,0.5,0.5,0,2,NaN,0.2,1,635,0,1,NaN,0,0,0,NaN,0.0613175855890843,NaN,750,0,1,neutral,0,8324.17438584644,7996.27991537634
