subid,vers,block,trial,rewlvl,efflvl,congruency,targetresp,distractorresp,rollingefflvl,resp,rt,acc,fast,accrt,isrewarded,ismiss,runavgrrgen,runavgrrcond,zrt,acczrt,rtthreshold,isdisterror,isranderror,congruence,feedback,fcz_resp_theta,fcz_resp_theta_baseline
10,104,1,1,-0.5,0.5,0,4,NaN,0.4,4,742,1,1,742,1,0,0,0,-0.0544392445834709,-0.0544392445834709,750,0,0,neutral,0.1,3059.53147755746,3471.56400974164
10,104,1,2,0.5,0.5,-0.5,2,2,0.5,2,491,1,1,491,1,0,0.2,NaN,-2.32961819098453,-2.32961819098453,750,1,0,congruent,1,3608.26357449163,4152.70760280037
10,104,1,4,-0.5,-0.5,-0.5,2,2,0.6,2,663,1,1,663,1,0,1,0,-0.770531422932807,-0.770531422932807,750,1,0,congruent,0.1,1365.21466300481,3032.58360637723
10,104,1,5,-0.5,-0.5,0.5,4,3,0.6,4,696,1,1,696,1,0,1.2,0.2,-0.471404310457768,-0.471404310457768,750,0,0,incongruent,0.1,970.577387058602,4699.62775978041
10,104,1,6,0.5,0.5,-0.5,2,2,0.6,2,738,1,1,738,1,0,1.4,NaN,-0.0906970763986271,-0.0906970763986271,750,1,0,congruent,1,657.898854376903,2932.93974822273
10,104,1,7,-0.5,-0.5,0.5,1,4,0.7,1,723,1,1,723,1,0,1.6,0.4,-0.226663945705463,-0.226663945705463,750,0,0,incongruent,0.1,3054.82852742251,2172.50470717171
10,104,1,8,0.5,0.5,0.5,3,1,0.7,3,857,1,0,857,0,0,1.4,NaN,0.987973420102272,0.987973420102272,750,0,0,incongruent,0,5283.90311053762,1707.60528198947
10,104,1,9,-0.5,0.5,-0.5,2,2,0.7,2,745,1,1,745,1,0,1,0.2,-0.0272458707221037,-0.0272458707221037,750,1,0,congruent,0.1,3669.72301647335,2870.452463691
10,104,1,10,-0.5,-0.5,-0.5,3,3,0.8,3,651,1,1,651,1,0,1,0.6,-0.879304918378276,-0.879304918378276,750,1,0,congruent,0.1,13502.0775953365,2521.43698079519
10,104,1,11,0.5,-0.5,-0.5,4,4,0.8,4,468,1,1,468,1,0,1,NaN,-2.53810072392167,-2.53810072392167,750,1,0,congruent,1,2755.56670785089,1047.23043416997
10,104,1,12,0.5,-0.5,0.5,1,3,0.8,2,876,0,0,NaN,1,0,1,NaN,1.16019812122426,NaN,750,0,1,incongruent,1,6677.20002448505,4636.43619399893
10,104,1,14,-0.5,0.5,0,4,NaN,0.8,4,696,1,1,696,1,0,1.6,0.4,-0.471404310457768,-0.471404310457768,750,0,0,neutral,0.1,5871.56070051618,4704.39090020471
10,104,1,15,-0.5,-0.5,-0.5,2,2,0.8,2,911,1,0,911,1,0,1.6,0.8,1.47745414960688,1.47745414960688,750,1,0,congruent,0.1,14188.9644955662,3296.80629438046
10,104,1,16,0.5,-0.5,0.5,4,3,0.8,4,731,1,1,731,0,0,1.6,NaN,-0.154148282075151,-0.154148282075151,750,0,0,incongruent,0,2744.10242791778,5052.31958694802
10,104,1,17,-0.5,0.5,-0.5,1,1,0.8,1,792,1,0,792,0,0,1.2,0.6,0.398783653105982,0.398783653105982,750,1,0,congruent,0,8259.17894966244,3965.9609750929
10,104,1,18,0.5,0.5,0,2,NaN,0.6,2,805,1,0,805,0,0,0.8,NaN,0.51662160650524,0.51662160650524,750,0,0,neutral,0,8852.7265562444,3844.9168940322
10,104,1,19,-0.5,-0.5,-0.5,1,1,0.4,1,799,1,0,799,1,0,0.4,1,0.462234858782506,0.462234858782506,750,1,0,congruent,0.1,5631.72430876331,3114.25720279713
10,104,1,20,0.5,0.5,0.5,3,4,0.4,3,655,1,1,655,1,0,0.4,NaN,-0.84304708656312,-0.84304708656312,750,0,0,incongruent,1,8306.24984761324,2941.94233206171
10,104,1,21,0.5,0.5,-0.5,2,2,0.6,2,790,1,0,790,0,0,0.6,NaN,0.380654737198404,0.380654737198404,750,1,0,congruent,0,11162.6503903788,2843.74872728648
10,104,1,22,-0.5,0.5,-0.5,3,3,0.4,3,896,1,0,896,0,0,0.6,0.6,1.34148728030005,1.34148728030005,750,1,0,congruent,0,2913.7378264452,10538.0500756539
10,104,1,23,-0.5,-0.5,-0.5,4,4,0.2,4,632,1,1,632,0,0,0.6,1,-1.05152961950027,-1.05152961950027,750,1,0,congruent,0,2139.32987596015,1487.37810338037
10,104,1,24,0.5,-0.5,-0.5,1,1,0.2,1,790,1,0,790,0,0,0.6,NaN,0.380654737198404,0.380654737198404,750,1,0,congruent,0,4302.174156377,2720.22207744701
10,104,1,25,-0.5,-0.5,-0.5,4,4,0.2,4,716,1,1,716,0,0,0.4,0.8,-0.290115151381987,-0.290115151381987,750,1,0,congruent,0,1567.74580797985,3358.65631936196
10,104,1,26,-0.5,-0.5,0,3,NaN,0.2,3,721,1,1,721,0,0,0,0.6,-0.244792861613041,-0.244792861613041,750,0,0,neutral,0,1959.28011687693,3864.24658345436
10,104,1,27,0.5,-0.5,-0.5,4,4,0.2,4,632,1,1,632,1,0,0,NaN,-1.05152961950027,-1.05152961950027,750,1,0,congruent,1,6454.83697971187,3412.39177534022
10,104,1,28,0.5,-0.5,0,3,NaN,0.2,3,797,1,0,797,0,0,0.4,NaN,0.444105942874928,0.444105942874928,750,0,0,neutral,0,1774.89755298945,2479.4284054995
10,104,1,29,-0.5,0.5,0.5,2,3,0.2,2,837,1,0,837,0,0,0.4,0.6,0.80668426102649,0.80668426102649,750,0,0,incongruent,0,2616.00408296322,1780.15432256707
10,104,1,30,0.5,-0.5,0.5,3,2,0.2,1,785,0,0,NaN,0,0,0.4,NaN,0.335332447429459,NaN,750,0,1,incongruent,0,15304.3010300288,2695.7078867213
10,104,1,31,0.5,0.5,-0.5,4,4,0.2,4,633,1,1,633,1,0,0.4,NaN,-1.04246516154648,-1.04246516154648,750,1,0,congruent,1,1100.70763464698,4387.70205703782
10,104,1,32,-0.5,-0.5,0,1,NaN,0.4,1,741,1,1,741,0,0,0.8,0.4,-0.06350370253726,-0.06350370253726,750,0,0,neutral,0,4367.39154804655,2603.22581783548
10,104,1,33,-0.5,0.5,0.5,3,4,0.4,3,810,1,0,810,0,0,0.4,0.4,0.561943896274186,0.561943896274186,750,0,0,incongruent,0,3536.6991945191,7934.47212479748
10,104,1,34,-0.5,-0.5,0.5,4,3,0.2,4,693,1,1,693,0,0,0.4,0.2,-0.498597684319135,-0.498597684319135,750,0,0,incongruent,0,7092.14201277331,1362.44638441611
10,104,1,35,0.5,-0.5,0,1,NaN,0.2,1,930,1,0,930,0,0,0.4,NaN,1.64967885072887,1.64967885072887,750,0,0,neutral,0,2550.55064201446,5175.52123562508
10,104,1,38,0.5,0.5,-0.5,4,4,0.2,4,763,1,0,763,0,0,0.4,NaN,0.135914372446099,0.135914372446099,750,1,0,congruent,0,4213.36851285865,6204.52622722737
10,104,1,42,0.5,0.5,-0.5,4,4,0.4,4,679,1,1,679,1,0,0.8,NaN,-0.625500095672182,-0.625500095672182,750,1,0,congruent,1,1785.21717788952,1390.46441571573
