subid,vers,block,trial,rewlvl,efflvl,congruency,targetresp,distractorresp,rollingefflvl,resp,rt,acc,fast,accrt,isrewarded,ismiss,runavgrrgen,runavgrrcond,zrt,acczrt,rtthreshold,isdisterror,isranderror,congruence,feedback,fcz_resp_theta,fcz_resp_theta_baseline
65,104,1,1,-0.5,0.5,0.5,1,2,1,1,739,1,1,739,1,0,0,0,0.867653407771187,0.867653407771187,750,0,0,incongruent,0.1,7115.52626196794,2329.95537622168
65,104,1,2,0.5,-0.5,-0.5,4,4,1,4,629,1,1,629,1,0,0.2,NaN,0.16271745139107,0.16271745139107,750,1,0,congruent,1,3886.28195484071,561.331030425988
65,104,1,3,-0.5,0.5,0.5,3,2,1,3,513,1,1,513,1,0,0.6,0.2,-0.580669557155235,-0.580669557155235,750,0,0,incongruent,0.1,12740.9302477098,4090.42962243622
65,104,1,4,0.5,0.5,0,4,NaN,1,4,585,1,1,585,1,0,0.8,NaN,-0.119256931160977,-0.119256931160977,750,0,0,neutral,1,1848.0374268599,2659.13186092927
65,104,1,5,0.5,-0.5,0.5,3,4,1,3,582,1,1,582,1,0,1.2,NaN,-0.138482457244071,-0.138482457244071,750,0,0,incongruent,1,3170.06249935061,3612.72273385317
65,104,1,6,-0.5,-0.5,0,2,NaN,1,2,643,1,1,643,1,0,1.6,0,0.252436573112176,0.252436573112176,750,0,0,neutral,0.1,2086.51222376459,1493.30917386011
65,104,1,7,-0.5,0.5,0.5,4,3,1,3,511,0,1,NaN,0,0,1.6,0.4,-0.593486574543965,NaN,750,1,0,incongruent,0,4707.75022156882,907.310002954384
65,104,1,8,-0.5,-0.5,0,3,NaN,0.8,1,845,0,0,NaN,0,0,1.2,0.2,1.54695532937384,NaN,750,0,1,neutral,0,9330.08631394548,6539.32231854066
65,104,1,9,-0.5,-0.5,0.5,2,3,0.8,2,828,1,0,828,0,0,1,0.2,1.43801068156965,1.43801068156965,750,0,0,incongruent,0,3027.51618445846,5341.38729877007
65,104,1,10,0.5,0.5,0,1,NaN,0.8,1,571,1,1,571,1,0,0.6,NaN,-0.208976052882083,-0.208976052882083,750,0,0,neutral,1,1736.8141635966,5864.93721635887
65,104,1,11,0.5,-0.5,0.5,2,3,0.8,2,612,1,1,612,1,0,0.6,NaN,0.05377280358687,0.05377280358687,750,0,0,incongruent,1,2127.6853630948,7378.28795112865
65,104,1,12,-0.5,-0.5,0.5,1,2,0.8,1,607,1,1,607,1,0,0.8,0.2,0.0217302601150465,0.0217302601150465,750,0,0,incongruent,0.1,3315.28037774415,4368.85630955273
65,104,1,13,-0.5,-0.5,0.5,3,1,0.8,3,911,1,0,911,1,0,1,0.4,1.96991690320192,1.96991690320192,750,0,0,incongruent,0.1,2826.94213335923,2340.46633492293
65,104,1,14,0.5,0.5,0.5,1,4,0.8,1,722,1,1,722,1,0,1.2,NaN,0.758708759966987,0.758708759966987,750,0,0,incongruent,1,4843.56421368891,3045.37693703129
65,104,1,16,-0.5,0.5,0.5,4,2,0.6,4,500,1,1,500,1,0,1.2,0.4,-0.663980170181976,-0.663980170181976,750,0,0,incongruent,0.1,7654.46744030821,4107.08002050954
65,104,1,17,-0.5,0.5,0.5,2,1,0.6,2,790,1,0,790,0,0,1,0.6,1.19448735118379,1.19448735118379,750,0,0,incongruent,0,1917.62926388099,2125.56492677418
65,104,1,18,0.5,0.5,-0.5,4,4,0.6,4,468,1,1,468,1,0,0.8,NaN,-0.869052448401647,-0.869052448401647,750,1,0,congruent,1,2530.79811274157,2191.88013372621
65,104,1,19,0.5,-0.5,0,2,NaN,0.6,2,732,1,1,732,0,0,1,NaN,0.822793846910634,0.822793846910634,750,0,0,neutral,0,21738.2679194418,3478.2917047857
65,104,1,20,0.5,-0.5,-0.5,3,3,0.6,3,587,1,1,587,0,0,0.6,NaN,-0.106439913772248,-0.106439913772248,750,1,0,congruent,0,6499.11933004962,2268.08066155766
65,104,1,21,0.5,0.5,0.5,4,1,0.6,4,771,1,0,771,0,0,0.6,NaN,1.07272568599086,1.07272568599086,750,0,0,incongruent,0,4336.05109727609,2750.39469988217
65,104,1,22,0.5,-0.5,-0.5,3,3,0.4,2,998,0,0,NaN,0,0,0.4,NaN,2.52745715961164,NaN,750,0,1,congruent,0,3629.01106370356,2324.39488829586
65,104,1,25,0.5,-0.5,-0.5,4,4,0.2,4,588,1,1,588,0,0,0,NaN,-0.100031405077883,-0.100031405077883,750,1,0,congruent,0,5546.52541834321,3040.92865747226
65,104,1,26,-0.5,-0.5,0,1,NaN,0.2,1,766,1,0,766,0,0,0,0.6,1.04068314251903,1.04068314251903,750,0,0,neutral,0,1993.71932905158,1749.75439592084
65,104,1,27,-0.5,-0.5,0.5,3,2,0.2,3,758,1,0,758,0,0,0,0.4,0.989415072964116,0.989415072964116,750,0,0,incongruent,0,2642.14866015559,2947.94618046425
65,104,1,28,0.5,0.5,0.5,4,1,0.2,4,667,1,1,667,1,0,0,NaN,0.406240781776928,0.406240781776928,750,0,0,incongruent,1,674.047242941621,13796.9787555368
65,104,1,30,0.5,-0.5,0,1,NaN,0.2,1,558,1,1,558,0,0,0.4,NaN,-0.292286665908824,-0.292286665908824,750,0,0,neutral,0,820.611973513772,10026.0098924582
65,104,1,31,0.5,-0.5,0.5,3,2,0.2,3,774,1,0,774,0,0,0.4,NaN,1.09195121207395,1.09195121207395,750,0,0,incongruent,0,1449.53218222385,2503.75086467029
65,104,1,32,0.5,-0.5,0.5,1,4,0.2,1,730,1,1,730,0,0,0.4,NaN,0.809976829521905,0.809976829521905,750,0,0,incongruent,0,3522.07795275605,452.868487090246
65,104,1,33,-0.5,0.5,0,4,NaN,0.2,4,574,1,1,574,1,0,0.4,0.4,-0.189750526798989,-0.189750526798989,750,0,0,neutral,0.1,13317.0910629911,2287.53363477283
65,104,1,34,-0.5,0.5,-0.5,3,3,0.4,3,913,1,0,913,0,0,0.2,0.4,1.98273392059064,1.98273392059064,750,1,0,congruent,0,4407.28086223553,2690.53875857323
65,104,1,36,0.5,-0.5,-0.5,3,3,0.6,3,615,1,1,615,1,0,0.4,NaN,0.0729983296699641,0.0729983296699641,750,1,0,congruent,1,3997.63613247263,7367.53391688186
65,104,1,37,-0.5,-0.5,0.5,1,4,0.6,4,595,0,1,NaN,1,0,0.8,0.4,-0.0551718442173299,NaN,750,1,0,incongruent,0.1,18212.9433834452,3500.56054793279
65,104,1,38,-0.5,0.5,0.5,3,1,0.6,1,675,0,1,NaN,0,0,1,0.6,0.457508851331846,NaN,750,1,0,incongruent,0,3552.03741393272,3335.89749711104
65,104,1,39,-0.5,0.5,0,4,NaN,0.4,4,792,1,0,792,0,0,0.8,0.4,1.20730436857252,1.20730436857252,750,0,0,neutral,0,1907.5739154625,1630.1282903488
